freq : 266.66 MHz
SWR : 3.52
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -68.37        0.00           1.80 
5  0  -23.14        0.00           -66.43 
10  0  -17.06        0.02           -67.23 
15  0  -13.44        0.05           -68.33 
20  0  -10.81        0.08           -69.74 
25  0  -8.70        0.13           -71.39 
30  0  -6.94        0.20           -73.19 
35  0  -5.40        0.29           -75.05 
40  0  -4.05        0.39           -76.92 
45  0  -2.84        0.52           -78.72 
50  0  -1.76        0.67           -80.43 
55  0  -0.81        0.83           -81.98 
60  0  0.02        1.00           -83.35 
65  0  0.72        1.18           -84.52 
70  0  1.30        1.35           -85.49 
75  0  1.76        1.50           -86.25 
80  0  2.08        1.61           -86.79 
85  0  2.28        1.69           -87.11 
90  0  2.34        1.71           -87.22 
95  0  2.28        1.69           -87.11 
100  0  2.08        1.61           -86.79 
105  0  1.76        1.50           -86.25 
110  0  1.30        1.35           -85.50 
115  0  0.72        1.18           -84.54 
120  0  0.02        1.00           -83.37 
125  0  -0.81        0.83           -82.00 
130  0  -1.76        0.67           -80.46 
135  0  -2.84        0.52           -78.76 
140  0  -4.05        0.39           -76.96 
145  0  -5.40        0.29           -75.12 
150  0  -6.94        0.20           -73.27 
155  0  -8.71        0.13           -71.49 
160  0  -10.81        0.08           -69.87 
165  0  -13.45        0.05           -68.52 
170  0  -17.08        0.02           -67.52 
175  0  -23.17        0.00           -67.01 
180  0  -68.37        0.00           178.20 
0  5  -68.37        0.00           1.80 
5  5  -23.14        0.00           -66.43 
10  5  -17.06        0.02           -67.23 
15  5  -13.44        0.05           -68.33 
20  5  -10.81        0.08           -69.74 
25  5  -8.70        0.13           -71.39 
30  5  -6.94        0.20           -73.19 
35  5  -5.40        0.29           -75.05 
40  5  -4.05        0.39           -76.92 
45  5  -2.84        0.52           -78.72 
50  5  -1.76        0.67           -80.43 
55  5  -0.81        0.83           -81.98 
60  5  0.02        1.00           -83.35 
65  5  0.72        1.18           -84.52 
70  5  1.30        1.35           -85.49 
75  5  1.76        1.50           -86.25 
80  5  2.08        1.61           -86.79 
85  5  2.28        1.69           -87.11 
90  5  2.34        1.71           -87.22 
95  5  2.28        1.69           -87.11 
100  5  2.08        1.61           -86.79 
105  5  1.76        1.50           -86.25 
110  5  1.30        1.35           -85.50 
115  5  0.72        1.18           -84.54 
120  5  0.02        1.00           -83.37 
125  5  -0.81        0.83           -82.00 
130  5  -1.76        0.67           -80.46 
135  5  -2.84        0.52           -78.76 
140  5  -4.05        0.39           -76.96 
145  5  -5.40        0.29           -75.12 
150  5  -6.94        0.20           -73.27 
155  5  -8.71        0.13           -71.49 
160  5  -10.81        0.08           -69.87 
165  5  -13.45        0.05           -68.52 
170  5  -17.08        0.02           -67.52 
