freq : 966.66 MHz
SWR : 8.29
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -47.29        0.00           -1.26 
5  0  -12.04        0.06           64.17 
10  0  -6.11        0.24           62.84 
15  0  -2.75        0.53           60.21 
20  0  -0.45        0.90           56.88 
25  0  1.22        1.32           53.15 
30  0  2.26        1.68           48.97 
35  0  2.87        1.94           44.87 
40  0  2.85        1.93           40.45 
45  0  2.23        1.67           35.65 
50  0  1.10        1.29           30.83 
55  0  -0.58        0.87           27.51 
60  0  -3.17        0.48           19.51 
65  0  -4.53        0.35           23.76 
70  0  -4.95        0.32           33.51 
75  0  -3.58        0.44           44.23 
80  0  -1.60        0.69           50.45 
85  0  -0.14        0.97           53.03 
90  0  0.38        1.09           53.72 
95  0  -0.14        0.97           53.11 
100  0  -1.61        0.69           50.61 
105  0  -3.60        0.44           44.47 
110  0  -4.99        0.32           33.76 
115  0  -4.57        0.35           23.93 
120  0  -3.22        0.48           19.63 
125  0  -0.61        0.87           27.62 
130  0  1.07        1.28           30.95 
135  0  2.20        1.66           35.79 
140  0  2.82        1.91           40.61 
145  0  2.84        1.92           45.07 
150  0  2.23        1.67           49.22 
155  0  1.18        1.31           53.48 
160  0  -0.49        0.89           57.31 
165  0  -2.80        0.52           60.80 
170  0  -6.18        0.24           63.74 
175  0  -12.17        0.06           65.99 
180  0  -47.29        0.00           178.74 
0  5  -47.29        0.00           -1.26 
5  5  -12.04        0.06           64.17 
10  5  -6.11        0.24           62.84 
15  5  -2.75        0.53           60.21 
20  5  -0.45        0.90           56.88 
25  5  1.22        1.32           53.15 
30  5  2.26        1.68           48.97 
35  5  2.87        1.94           44.87 
40  5  2.85        1.93           40.45 
45  5  2.23        1.67           35.65 
50  5  1.10        1.29           30.83 
55  5  -0.58        0.87           27.51 
60  5  -3.17        0.48           19.51 
65  5  -4.53        0.35           23.76 
70  5  -4.95        0.32           33.51 
75  5  -3.58        0.44           44.23 
80  5  -1.60        0.69           50.45 
85  5  -0.14        0.97           53.03 
90  5  0.38        1.09           53.72 
95  5  -0.14        0.97           53.11 
100  5  -1.61        0.69           50.61 
105  5  -3.60        0.44           44.47 
110  5  -4.99        0.32           33.76 
115  5  -4.57        0.35           23.93 
120  5  -3.22        0.48           19.63 
125  5  -0.61        0.87           27.62 
130  5  1.07        1.28           30.95 
135  5  2.20        1.66           35.79 
140  5  2.82        1.91           40.61 
145  5  2.84        1.92           45.07 
150  5  2.23        1.67           49.22 
155  5  1.18        1.31           53.48 
160  5  -0.49        0.89           57.31 
165  5  -2.80        0.52           60.80 
170  5  -6.18        0.24           63.74 
175  5  -12.17        0.06           65.99 
180  5  -47.29        0.00           178.74 
0  10  -47.29        0.00           -1.26 
5  10  -12.04        0.06           64.17 
10  10  -6.11        0.24           62.84 
15  10  -2.75        0.53           60.21 
20  10  -0.45        0.90           56.88 
25  10  1.22        1.32           53.15 
30  10  2.26        1.68           48.97 
35  10  2.87        1.94           44.87 
40  10  2.85        1.93           40.45 
45  10  2.23        1.67           35.65 
50  10  1.10        1.29           30.83 
55  10  -0.58        0.87           27.51 
60  10  -3.17        0.48           19.51 
65  10  -4.53        0.35           23.76 
70  10  -4.95        0.32           33.51 
75  10  -3.58        0.44           44.23 
80  10  -1.60        0.69           50.45 
85  10  -0.14        0.97           53.03 
