freq : 100.00 MHz
SWR : 21.75
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -86.83        0.00           -0.65 
5  0  -20.63        0.01           149.18 
10  0  -14.64        0.03           149.16 
15  0  -11.15        0.08           149.12 
20  0  -8.71        0.13           149.07 
25  0  -6.85        0.21           149.00 
30  0  -5.36        0.29           148.92 
35  0  -4.14        0.39           148.84 
40  0  -3.12        0.49           148.76 
45  0  -2.26        0.59           148.68 
50  0  -1.54        0.70           148.61 
55  0  -0.93        0.81           148.55 
60  0  -0.42        0.91           148.50 
65  0  0.00        1.00           148.45 
70  0  0.34        1.08           148.42 
75  0  0.59        1.15           148.39 
80  0  0.78        1.20           148.36 
85  0  0.89        1.23           148.35 
90  0  0.92        1.24           148.34 
95  0  0.89        1.23           148.35 
100  0  0.78        1.20           148.36 
105  0  0.59        1.15           148.39 
110  0  0.34        1.08           148.42 
115  0  0.00        1.00           148.45 
120  0  -0.42        0.91           148.50 
125  0  -0.93        0.81           148.55 
130  0  -1.54        0.70           148.61 
135  0  -2.26        0.59           148.68 
140  0  -3.12        0.49           148.76 
145  0  -4.14        0.39           148.84 
150  0  -5.36        0.29           148.92 
155  0  -6.85        0.21           149.00 
160  0  -8.71        0.13           149.07 
165  0  -11.15        0.08           149.13 
170  0  -14.63        0.03           149.17 
175  0  -20.63        0.01           149.21 
180  0  -86.83        0.00           179.35 
0  5  -86.83        0.00           -0.65 
5  5  -20.63        0.01           149.18 
10  5  -14.64        0.03           149.16 
15  5  -11.15        0.08           149.12 
20  5  -8.71        0.13           149.07 
25  5  -6.85        0.21           149.00 
30  5  -5.36        0.29           148.92 
35  5  -4.14        0.39           148.84 
40  5  -3.12        0.49           148.76 
45  5  -2.26        0.59           148.68 
50  5  -1.54        0.70           148.61 
55  5  -0.93        0.81           148.55 
60  5  -0.42        0.91           148.50 
65  5  0.00        1.00           148.45 
70  5  0.34        1.08           148.42 
75  5  0.59        1.15           148.39 
80  5  0.78        1.20           148.36 
85  5  0.89        1.23           148.35 
90  5  0.92        1.24           148.34 
95  5  0.89        1.23           148.35 
100  5  0.78        1.20           148.36 
105  5  0.59        1.15           148.39 
110  5  0.34        1.08           148.42 
115  5  0.00        1.00           148.45 
120  5  -0.42        0.91           148.50 
125  5  -0.93        0.81           148.55 
130  5  -1.54        0.70           148.61 
135  5  -2.26        0.59           148.68 
140  5  -3.12        0.49           148.76 
145  5  -4.14        0.39           148.84 
150  5  -5.36        0.29           148.92 
155  5  -6.85        0.21           149.00 
160  5  -8.71        0.13           149.07 
165  5  -11.15        0.08           149.13 
170  5  -14.63        0.03           149.17 
175  5  -20.63        0.01           149.21 
180  5  -86.83        0.00           179.35 
0  10  -86.83        0.00           -0.65 
5  10  -20.63        0.01           149.18 
10  10  -14.64        0.03           149.16 
15  10  -11.15        0.08           149.12 
20  10  -8.71        0.13           149.07 
25  10  -6.85        0.21           149.00 
30  10  -5.36        0.29           148.92 
35  10  -4.14        0.39           148.84 
40  10  -3.12        0.49           148.76 
45  10  -2.26        0.59           148.68 
50  10  -1.54        0.70           148.61 
55  10  -0.93        0.81           148.55 
60  10  -0.42        0.91           148.50 
65  10  0.00        1.00           148.45 
70  10  0.34        1.08           148.42 
75  10  0.59        1.15           148.39 
80  10  0.78        1.20           148.36 
85  10  0.89        1.23           148.35 
90  10  0.92        1.24           148.34 
