freq : 933.33 MHz
SWR : 7.63
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -45.60        0.00           1.08 
5  0  -11.59        0.07           80.48 
10  0  -5.65        0.27           79.50 
15  0  -2.29        0.59           77.56 
20  0  -0.04        0.99           74.96 
25  0  1.52        1.42           71.35 
30  0  2.49        1.77           67.85 
35  0  2.95        1.97           63.42 
40  0  2.84        1.92           59.06 
45  0  2.25        1.68           53.55 
50  0  1.21        1.32           47.82 
55  0  -0.98        0.80           45.74 
60  0  -2.60        0.55           37.48 
65  0  -4.19        0.38           39.21 
70  0  -4.62        0.35           48.80 
75  0  -3.37        0.46           60.63 
80  0  -1.48        0.71           68.15 
85  0  -0.06        0.99           71.53 
90  0  0.44        1.11           72.48 
95  0  -0.07        0.98           71.62 
100  0  -1.49        0.71           68.34 
105  0  -3.39        0.46           60.92 
110  0  -4.66        0.34           49.13 
115  0  -4.24        0.38           39.51 
120  0  -2.64        0.54           37.74 
125  0  -1.01        0.79           46.00 
130  0  1.19        1.32           48.04 
135  0  2.23        1.67           53.79 
140  0  2.82        1.91           59.32 
145  0  2.93        1.96           63.72 
150  0  2.46        1.76           68.20 
155  0  1.49        1.41           71.78 
160  0  -0.07        0.98           75.51 
165  0  -2.31        0.59           78.30 
170  0  -5.69        0.27           80.62 
175  0  -11.64        0.07           82.73 
180  0  -45.60        0.00           178.92 
0  5  -45.60        0.00           1.08 
5  5  -11.59        0.07           80.48 
10  5  -5.65        0.27           79.50 
15  5  -2.29        0.59           77.56 
20  5  -0.04        0.99           74.96 
25  5  1.52        1.42           71.35 
30  5  2.49        1.77           67.85 
35  5  2.95        1.97           63.42 
40  5  2.84        1.92           59.06 
45  5  2.25        1.68           53.55 
50  5  1.21        1.32           47.82 
55  5  -0.98        0.80           45.74 
60  5  -2.60        0.55           37.48 
65  5  -4.19        0.38           39.21 
70  5  -4.62        0.35           48.80 
75  5  -3.37        0.46           60.63 
80  5  -1.48        0.71           68.15 
85  5  -0.06        0.99           71.53 
90  5  0.44        1.11           72.48 
95  5  -0.07        0.98           71.62 
100  5  -1.49        0.71           68.34 
105  5  -3.39        0.46           60.92 
110  5  -4.66        0.34           49.13 
115  5  -4.24        0.38           39.51 
120  5  -2.64        0.54           37.74 
125  5  -1.01        0.79           46.00 
130  5  1.19        1.32           48.04 
135  5  2.23        1.67           53.79 
140  5  2.82        1.91           59.32 
145  5  2.93        1.96           63.72 
150  5  2.46        1.76           68.20 
155  5  1.49        1.41           71.78 
160  5  -0.07        0.98           75.51 
165  5  -2.31        0.59           78.30 
170  5  -5.69        0.27           80.62 
175  5  -11.64        0.07           82.73 
180  5  -45.60        0.00           178.92 
0  10  -45.60        0.00           1.08 
5  10  -11.59        0.07           80.48 
10  10  -5.65        0.27           79.50 
15  10  -2.29        0.59           77.56 
20  10  -0.04        0.99           74.96 
25  10  1.52        1.42           71.35 
30  10  2.49        1.77           67.85 
35  10  2.95        1.97           63.42 
40  10  2.84        1.92           59.06 
45  10  2.25        1.68           53.55 
50  10  1.21        1.32           47.82 
55  10  -0.98        0.80           45.74 
60  10  -2.60        0.55           37.48 
65  10  -4.19        0.38           39.21 
70  10  -4.62        0.35           48.80 
75  10  -3.37        0.46           60.63 
80  10  -1.48        0.71           68.15 
85  10  -0.06        0.99           71.53 
90  10  0.44        1.11           72.48 
95  10  -0.07        0.98           71.62 
100  10  -1.49        0.71           68.34 
105  10  -3.39        0.46           60.92 
110  10  -4.66        0.34           49.13 
115  10  -4.24        0.38           39.51 
120  10  -2.64        0.54           37.74 
125  10  -1.01        0.79           46.00 
130  10  1.19        1.32           48.04 
135  10  2.23        1.67           53.79 
140  10  2.82        1.91           59.32 
145  10  2.93        1.96           63.72 
150  10  2.46        1.76           68.20 
155  10  1.49        1.41           71.78 
160  10  -0.07        0.98           75.51 
165  10  -2.31        0.59           78.30 
170  10  -5.69        0.27           80.62 
175  10  -11.64        0.07           82.73 
180  10  -45.60        0.00           178.92 
0  15  -45.60        0.00           1.08 
5  15  -11.59        0.07           80.48 
10  15  -5.65        0.27           79.50 
15  15  -2.29        0.59           77.56 
20  15  -0.04        0.99           74.96 
25  15  1.52        1.42           71.35 
30  15  2.49        1.77           67.85 
35  15  2.95        1.97           63.42 
40  15  2.84        1.92           59.06 
45  15  2.25        1.68           53.55 
50  15  1.21        1.32           47.82 
55  15  -0.98        0.80           45.74 
60  15  -2.60        0.55           37.48 
65  15  -4.19        0.38           39.21 
70  15  -4.62        0.35           48.80 
75  15  -3.37        0.46           60.63 
80  15  -1.48        0.71           68.15 
85  15  -0.06        0.99           71.53 
90  15  0.44        1.11           72.48 
95  15  -0.07        0.98           71.62 
100  15  -1.49        0.71           68.34 
105  15  -3.39        0.46           60.92 
110  15  -4.66        0.34           49.13 
115  15  -4.24        0.38           39.51 
120  15  -2.64        0.54           37.74 
125  15  -1.01        0.79           46.00 
130  15  1.19        1.32           48.04 
135  15  2.23        1.67           53.79 
140  15  2.82        1.91           59.32 
145  15  2.93        1.96           63.72 
150  15  2.46        1.76           68.20 
155  15  1.49        1.41           71.78 
160  15  -0.07        0.98           75.51 
165  15  -2.31        0.59           78.30 
170  15  -5.69        0.27           80.62 
175  15  -11.64        0.07           82.73 
180  15  -45.60        0.00           178.92 
0  20  -45.60        0.00           1.08 
5  20  -11.59        0.07           80.48 
10  20  -5.65        0.27           79.50 
15  20  -2.29        0.59           77.56 
20  20  -0.04        0.99           74.96 
25  20  1.52        1.42           71.35 
30  20  2.49        1.77           67.85 
35  20  2.95        1.97           63.42 
40  20  2.84        1.92           59.06 
45  20  2.25        1.68           53.55 
50  20  1.21        1.32           47.82 
55  20  -0.98        0.80           45.74 
60  20  -2.60        0.55           37.48 
65  20  -4.19        0.38           39.21 
