freq : 1050.00 MHz
SWR : 10.66
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -47.41        0.00           3.45 
5  0  -12.03        0.06           18.27 
10  0  -6.34        0.23           14.99 
15  0  -3.34        0.46           9.22 
20  0  -1.30        0.74           1.12 
25  0  0.32        1.08           -8.63 
30  0  1.48        1.41           -19.45 
35  0  2.45        1.76           -28.92 
40  0  2.85        1.93           -36.06 
45  0  2.22        1.67           -40.56 
50  0  0.07        1.02           -40.10 
55  0  -4.50        0.35           -26.44 
60  0  -8.18        0.15           30.96 
65  0  -3.85        0.41           75.03 
70  0  -3.02        0.50           65.64 
75  0  -3.68        0.43           46.60 
80  0  -3.45        0.45           6.80 
85  0  -0.83        0.83           -20.11 
90  0  0.35        1.08           -27.12 
95  0  -0.84        0.82           -20.08 
100  0  -3.46        0.45           6.90 
105  0  -3.68        0.43           46.79 
110  0  -3.02        0.50           65.89 
115  0  -3.86        0.41           75.39 
120  0  -8.28        0.15           31.32 
125  0  -4.57        0.35           -26.73 
130  0  0.03        1.01           -40.35 
135  0  2.19        1.66           -40.77 
140  0  2.81        1.91           -36.24 
145  0  2.40        1.74           -29.07 
150  0  1.43        1.39           -19.58 
155  0  0.25        1.06           -8.70 
160  0  -1.39        0.73           1.12 
165  0  -3.44        0.45           9.31 
170  0  -6.49        0.22           15.20 
175  0  -12.32        0.06           18.79 
180  0  -47.41        0.00           176.55 
0  5  -47.41        0.00           3.45 
5  5  -12.03        0.06           18.27 
10  5  -6.34        0.23           14.99 
15  5  -3.34        0.46           9.22 
20  5  -1.30        0.74           1.12 
25  5  0.32        1.08           -8.63 
30  5  1.48        1.41           -19.45 
35  5  2.45        1.76           -28.92 
40  5  2.85        1.93           -36.06 
45  5  2.22        1.67           -40.56 
50  5  0.07        1.02           -40.10 
55  5  -4.50        0.35           -26.44 
60  5  -8.18        0.15           30.96 
65  5  -3.85        0.41           75.03 
70  5  -3.02        0.50           65.64 
75  5  -3.68        0.43           46.60 
80  5  -3.45        0.45           6.80 
85  5  -0.83        0.83           -20.11 
90  5  0.35        1.08           -27.12 
95  5  -0.84        0.82           -20.08 
100  5  -3.46        0.45           6.90 
105  5  -3.68        0.43           46.79 
110  5  -3.02        0.50           65.89 
115  5  -3.86        0.41           75.39 
120  5  -8.28        0.15           31.32 
125  5  -4.57        0.35           -26.73 
130  5  0.03        1.01           -40.35 
135  5  2.19        1.66           -40.77 
140  5  2.81        1.91           -36.24 
145  5  2.40        1.74           -29.07 
150  5  1.43        1.39           -19.58 
155  5  0.25        1.06           -8.70 
160  5  -1.39        0.73           1.12 
165  5  -3.44        0.45           9.31 
170  5  -6.49        0.22           15.20 
175  5  -12.32        0.06           18.79 
180  5  -47.41        0.00           176.55 
0  10  -47.41        0.00           3.45 
5  10  -12.03        0.06           18.27 
10  10  -6.34        0.23           14.99 
15  10  -3.34        0.46           9.22 
20  10  -1.30        0.74           1.12 
25  10  0.32        1.08           -8.63 
30  10  1.48        1.41           -19.45 
35  10  2.45        1.76           -28.92 
40  10  2.85        1.93           -36.06 
45  10  2.22        1.67           -40.56 
50  10  0.07        1.02           -40.10 
55  10  -4.50        0.35           -26.44 
60  10  -8.18        0.15           30.96 
65  10  -3.85        0.41           75.03 
70  10  -3.02        0.50           65.64 
75  10  -3.68        0.43           46.60 
80  10  -3.45        0.45           6.80 
85  10  -0.83        0.83           -20.11 
90  10  0.35        1.08           -27.12 
95  10  -0.84        0.82           -20.08 
100  10  -3.46        0.45           6.90 
105  10  -3.68        0.43           46.79 
110  10  -3.02        0.50           65.89 
115  10  -3.86        0.41           75.39 
120  10  -8.28        0.15           31.32 
125  10  -4.57        0.35           -26.73 
130  10  0.03        1.01           -40.35 
135  10  2.19        1.66           -40.77 
140  10  2.81        1.91           -36.24 
145  10  2.40        1.74           -29.07 
150  10  1.43        1.39           -19.58 
155  10  0.25        1.06           -8.70 
160  10  -1.39        0.73           1.12 
165  10  -3.44        0.45           9.31 
170  10  -6.49        0.22           15.20 
175  10  -12.32        0.06           18.79 
180  10  -47.41        0.00           176.55 
0  15  -47.41        0.00           3.45 
5  15  -12.03        0.06           18.27 
10  15  -6.34        0.23           14.99 
15  15  -3.34        0.46           9.22 
20  15  -1.30        0.74           1.12 
25  15  0.32        1.08           -8.63 
30  15  1.48        1.41           -19.45 
35  15  2.45        1.76           -28.92 
40  15  2.85        1.93           -36.06 
45  15  2.22        1.67           -40.56 
50  15  0.07        1.02           -40.10 
55  15  -4.50        0.35           -26.44 
60  15  -8.18        0.15           30.96 
65  15  -3.85        0.41           75.03 
70  15  -3.02        0.50           65.64 
