freq : 300.00 MHz
SWR : 4.17
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -63.76        0.00           5.51 
5  0  -23.63        0.00           -65.57 
10  0  -17.58        0.02           -66.98 
15  0  -13.98        0.04           -68.91 
20  0  -11.36        0.07           -71.39 
25  0  -9.27        0.12           -74.32 
30  0  -7.50        0.18           -77.56 
35  0  -5.93        0.26           -80.93 
40  0  -4.52        0.35           -84.31 
45  0  -3.24        0.47           -87.58 
50  0  -2.08        0.62           -90.62 
55  0  -1.03        0.79           -93.36 
60  0  -0.11        0.97           -95.75 
65  0  0.69        1.17           -97.77 
70  0  1.35        1.36           -99.42 
75  0  1.87        1.54           100.69 
80  0  2.24        1.67           101.59 
85  0  2.47        1.77           102.13 
90  0  2.55        1.80           102.31 
95  0  2.47        1.77           102.13 
100  0  2.24        1.67           101.60 
105  0  1.87        1.54           100.70 
110  0  1.35        1.36           -99.44 
115  0  0.69        1.17           -97.79 
120  0  -0.11        0.97           -95.78 
125  0  -1.03        0.79           -93.40 
130  0  -2.07        0.62           -90.67 
135  0  -3.24        0.47           -87.64 
140  0  -4.52        0.35           -84.40 
145  0  -5.93        0.26           -81.04 
150  0  -7.50        0.18           -77.70 
155  0  -9.27        0.12           -74.51 
160  0  -11.37        0.07           -71.64 
165  0  -13.99        0.04           -69.25 
170  0  -17.60        0.02           -67.51 
175  0  -23.68        0.00           -66.64 
180  0  -63.76        0.00           174.49 
0  5  -63.76        0.00           5.51 
5  5  -23.63        0.00           -65.57 
10  5  -17.58        0.02           -66.98 
15  5  -13.98        0.04           -68.91 
20  5  -11.36        0.07           -71.39 
25  5  -9.27        0.12           -74.32 
30  5  -7.50        0.18           -77.56 
35  5  -5.93        0.26           -80.93 
40  5  -4.52        0.35           -84.31 
45  5  -3.24        0.47           -87.58 
50  5  -2.08        0.62           -90.62 
55  5  -1.03        0.79           -93.36 
60  5  -0.11        0.97           -95.75 
65  5  0.69        1.17           -97.77 
70  5  1.35        1.36           -99.42 
75  5  1.87        1.54           100.69 
80  5  2.24        1.67           101.59 
85  5  2.47        1.77           102.13 
90  5  2.55        1.80           102.31 
95  5  2.47        1.77           102.13 
100  5  2.24        1.67           101.60 
105  5  1.87        1.54           100.70 
110  5  1.35        1.36           -99.44 
115  5  0.69        1.17           -97.79 
120  5  -0.11        0.97           -95.78 
125  5  -1.03        0.79           -93.40 
130  5  -2.07        0.62           -90.67 
135  5  -3.24        0.47           -87.64 
140  5  -4.52        0.35           -84.40 
145  5  -5.93        0.26           -81.04 
150  5  -7.50        0.18           -77.70 
155  5  -9.27        0.12           -74.51 
160  5  -11.37        0.07           -71.64 
165  5  -13.99        0.04           -69.25 
170  5  -17.60        0.02           -67.51 
175  5  -23.68        0.00           -66.64 
180  5  -63.76        0.00           174.49 
0  10  -63.76        0.00           5.51 
5  10  -23.63        0.00           -65.57 
10  10  -17.58        0.02           -66.98 
15  10  -13.98        0.04           -68.91 
20  10  -11.36        0.07           -71.39 
25  10  -9.27        0.12           -74.32 
30  10  -7.50        0.18           -77.56 
35  10  -5.93        0.26           -80.93 
40  10  -4.52        0.35           -84.31 
45  10  -3.24        0.47           -87.58 
50  10  -2.08        0.62           -90.62 
55  10  -1.03        0.79           -93.36 
60  10  -0.11        0.97           -95.75 
65  10  0.69        1.17           -97.77 
70  10  1.35        1.36           -99.42 
75  10  1.87        1.54           100.69 
80  10  2.24        1.67           101.59 
85  10  2.47        1.77           102.13 
90  10  2.55        1.80           102.31 
95  10  2.47        1.77           102.13 
100  10  2.24        1.67           101.60 
105  10  1.87        1.54           100.70 
110  10  1.35        1.36           -99.44 
115  10  0.69        1.17           -97.79 
120  10  -0.11        0.97           -95.78 
125  10  -1.03        0.79           -93.40 
130  10  -2.07        0.62           -90.67 
135  10  -3.24        0.47           -87.64 
140  10  -4.52        0.35           -84.40 
145  10  -5.93        0.26           -81.04 
150  10  -7.50        0.18           -77.70 
155  10  -9.27        0.12           -74.51 
160  10  -11.37        0.07           -71.64 
165  10  -13.99        0.04           -69.25 
170  10  -17.60        0.02           -67.51 
175  10  -23.68        0.00           -66.64 
180  10  -63.76        0.00           174.49 
0  15  -63.76        0.00           5.51 
5  15  -23.63        0.00           -65.57 
10  15  -17.58        0.02           -66.98 
15  15  -13.98        0.04           -68.91 
20  15  -11.36        0.07           -71.39 
25  15  -9.27        0.12           -74.32 
30  15  -7.50        0.18           -77.56 
35  15  -5.93        0.26           -80.93 
40  15  -4.52        0.35           -84.31 
45  15  -3.24        0.47           -87.58 
50  15  -2.08        0.62           -90.62 
55  15  -1.03        0.79           -93.36 
60  15  -0.11        0.97           -95.75 
65  15  0.69        1.17           -97.77 
70  15  1.35        1.36           -99.42 
75  15  1.87        1.54           100.69 
80  15  2.24        1.67           101.59 
85  15  2.47        1.77           102.13 
90  15  2.55        1.80           102.31 
95  15  2.47        1.77           102.13 
100  15  2.24        1.67           101.60 
105  15  1.87        1.54           100.70 
110  15  1.35        1.36           -99.44 
115  15  0.69        1.17           -97.79 
120  15  -0.11        0.97           -95.78 
125  15  -1.03        0.79           -93.40 
130  15  -2.07        0.62           -90.67 
135  15  -3.24        0.47           -87.64 
140  15  -4.52        0.35           -84.40 
145  15  -5.93        0.26           -81.04 
150  15  -7.50        0.18           -77.70 
155  15  -9.27        0.12           -74.51 
160  15  -11.37        0.07           -71.64 
165  15  -13.99        0.04           -69.25 
170  15  -17.60        0.02           -67.51 
175  15  -23.68        0.00           -66.64 
180  15  -63.76        0.00           174.49 
0  20  -63.76        0.00           5.51 
5  20  -23.63        0.00           -65.57 
10  20  -17.58        0.02           -66.98 
15  20  -13.98        0.04           -68.91 
20  20  -11.36        0.07           -71.39 
25  20  -9.27        0.12           -74.32 
30  20  -7.50        0.18           -77.56 
35  20  -5.93        0.26           -80.93 
40  20  -4.52        0.35           -84.31 
45  20  -3.24        0.47           -87.58 
50  20  -2.08        0.62           -90.62 
55  20  -1.03        0.79           -93.36 
60  20  -0.11        0.97           -95.75 
65  20  0.69        1.17           -97.77 
70  20  1.35        1.36           -99.42 
75  20  1.87        1.54           100.69 
80  20  2.24        1.67           101.59 
85  20  2.47        1.77           102.13 
90  20  2.55        1.80           102.31 
95  20  2.47        1.77           102.13 
100  20  2.24        1.67           101.60 
105  20  1.87        1.54           100.70 
110  20  1.35        1.36           -99.44 
115  20  0.69        1.17           -97.79 
120  20  -0.11        0.97           -95.78 
125  20  -1.03        0.79           -93.40 
130  20  -2.07        0.62           -90.67 
135  20  -3.24        0.47           -87.64 
140  20  -4.52        0.35           -84.40 
145  20  -5.93        0.26           -81.04 
150  20  -7.50        0.18           -77.70 
155  20  -9.27        0.12           -74.51 
160  20  -11.37        0.07           -71.64 
165  20  -13.99        0.04           -69.25 
170  20  -17.60        0.02           -67.51 
175  20  -23.68        0.00           -66.64 
180  20  -63.76        0.00           174.49 
0  25  -63.76        0.00           5.51 
5  25  -23.63        0.00           -65.57 
10  25  -17.58        0.02           -66.98 
15  25  -13.98        0.04           -68.91 
20  25  -11.36        0.07           -71.39 
25  25  -9.27        0.12           -74.32 
30  25  -7.50        0.18           -77.56 
35  25  -5.93        0.26           -80.93 
40  25  -4.52        0.35           -84.31 
45  25  -3.24        0.47           -87.58 
50  25  -2.08        0.62           -90.62 
55  25  -1.03        0.79           -93.36 
60  25  -0.11        0.97           -95.75 
65  25  0.69        1.17           -97.77 
70  25  1.35        1.36           -99.42 
75  25  1.87        1.54           100.69 
80  25  2.24        1.67           101.59 
85  25  2.47        1.77           102.13 
90  25  2.55        1.80           102.31 
95  25  2.47        1.77           102.13 
100  25  2.24        1.67           101.60 
105  25  1.87        1.54           100.70 
110  25  1.35        1.36           -99.44 
115  25  0.69        1.17           -97.79 
120  25  -0.11        0.97           -95.78 
125  25  -1.03        0.79           -93.40 
130  25  -2.07        0.62           -90.67 
135  25  -3.24        0.47           -87.64 
140  25  -4.52        0.35           -84.40 
145  25  -5.93        0.26           -81.04 
150  25  -7.50        0.18           -77.70 
155  25  -9.27        0.12           -74.51 
160  25  -11.37        0.07           -71.64 
165  25  -13.99        0.04           -69.25 
170  25  -17.60        0.02           -67.51 
175  25  -23.68        0.00           -66.64 
180  25  -63.76        0.00           174.49 
0  30  -63.76        0.00           5.51 
5  30  -23.63        0.00           -65.57 
10  30  -17.58        0.02           -66.98 
15  30  -13.98        0.04           -68.91 
20  30  -11.36        0.07           -71.39 
25  30  -9.27        0.12           -74.32 
30  30  -7.50        0.18           -77.56 
35  30  -5.93        0.26           -80.93 
40  30  -4.52        0.35           -84.31 
45  30  -3.24        0.47           -87.58 
50  30  -2.08        0.62           -90.62 
55  30  -1.03        0.79           -93.36 
60  30  -0.11        0.97           -95.75 
65  30  0.69        1.17           -97.77 
70  30  1.35        1.36           -99.42 
75  30  1.87        1.54           100.69 
80  30  2.24        1.67           101.59 
85  30  2.47        1.77           102.13 
90  30  2.55        1.80           102.31 
95  30  2.47        1.77           102.13 
100  30  2.24        1.67           101.60 
105  30  1.87        1.54           100.70 
110  30  1.35        1.36           -99.44 
115  30  0.69        1.17           -97.79 
120  30  -0.11        0.97           -95.78 
125  30  -1.03        0.79           -93.40 
130  30  -2.07        0.62           -90.67 
135  30  -3.24        0.47           -87.64 
140  30  -4.52        0.35           -84.40 
145  30  -5.93        0.26           -81.04 
150  30  -7.50        0.18           -77.70 
155  30  -9.27        0.12           -74.51 
160  30  -11.37        0.07           -71.64 
165  30  -13.99        0.04           -69.25 
170  30  -17.60        0.02           -67.51 
175  30  -23.68        0.00           -66.64 
180  30  -63.76        0.00           174.49 
0  35  -63.76        0.00           5.51 
5  35  -23.63        0.00           -65.57 
10  35  -17.58        0.02           -66.98 
15  35  -13.98        0.04           -68.91 
20  35  -11.36        0.07           -71.39 
25  35  -9.27        0.12           -74.32 
30  35  -7.50        0.18           -77.56 
35  35  -5.93        0.26           -80.93 
40  35  -4.52        0.35           -84.31 
45  35  -3.24        0.47           -87.58 
50  35  -2.08        0.62           -90.62 
55  35  -1.03        0.79           -93.36 
60  35  -0.11        0.97           -95.75 
65  35  0.69        1.17           -97.77 
70  35  1.35        1.36           -99.42 
75  35  1.87        1.54           100.69 
80  35  2.24        1.67           101.59 
85  35  2.47        1.77           102.13 
90  35  2.55        1.80           102.31 
95  35  2.47        1.77           102.13 
100  35  2.24        1.67           101.60 
105  35  1.87        1.54           100.70 
110  35  1.35        1.36           -99.44 
115  35  0.69        1.17           -97.79 
120  35  -0.11        0.97           -95.78 
125  35  -1.03        0.79           -93.40 
130  35  -2.07        0.62           -90.67 
135  35  -3.24        0.47           -87.64 
140  35  -4.52        0.35           -84.40 
145  35  -5.93        0.26           -81.04 
150  35  -7.50        0.18           -77.70 
155  35  -9.27        0.12           -74.51 
160  35  -11.37        0.07           -71.64 
165  35  -13.99        0.04           -69.25 
170  35  -17.60        0.02           -67.51 
175  35  -23.68        0.00           -66.64 
180  35  -63.76        0.00           174.49 
0  40  -63.76        0.00           5.51 
5  40  -23.63        0.00           -65.57 
10  40  -17.58        0.02           -66.98 
15  40  -13.98        0.04           -68.91 
20  40  -11.36        0.07           -71.39 
25  40  -9.27        0.12           -74.32 
30  40  -7.50        0.18           -77.56 
