freq : 600.00 MHz
SWR : 4.34
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -56.10        0.00           8.51 
5  0  -15.28        0.03           179.28 
10  0  -9.21        0.12           179.61 
15  0  -5.68        0.27           177.83 
20  0  -3.20        0.48           175.55 
25  0  -1.32        0.74           172.94 
30  0  0.14        1.03           170.14 
35  0  1.25        1.33           167.24 
40  0  2.03        1.60           164.37 
45  0  2.49        1.77           161.59 
50  0  2.60        1.82           158.91 
55  0  2.34        1.71           156.31 
60  0  1.66        1.47           153.70 
65  0  0.53        1.13           150.94 
70  0  -1.06        0.78           147.78 
75  0  -3.06        0.49           143.87 
80  0  -5.24        0.30           139.10 
85  0  -7.07        0.20           134.28 
90  0  -7.80        0.17           132.03 
95  0  -7.06        0.20           134.29 
100  0  -5.23        0.30           139.11 
105  0  -3.05        0.50           143.88 
110  0  -1.05        0.79           147.78 
115  0  0.55        1.14           150.95 
120  0  1.67        1.47           153.72 
125  0  2.35        1.72           156.34 
130  0  2.62        1.83           158.94 
135  0  2.51        1.78           161.63 
140  0  2.05        1.60           164.41 
145  0  1.27        1.34           167.29 
150  0  0.16        1.04           170.20 
155  0  -1.29        0.74           173.00 
160  0  -3.16        0.48           175.61 
165  0  -5.63        0.27           177.90 
170  0  -9.13        0.12           179.70 
175  0  -15.12        0.03           179.14 
180  0  -56.10        0.00           171.49 
0  5  -56.10        0.00           8.51 
5  5  -15.28        0.03           179.28 
10  5  -9.21        0.12           179.61 
15  5  -5.68        0.27           177.83 
20  5  -3.20        0.48           175.55 
25  5  -1.32        0.74           172.94 
30  5  0.14        1.03           170.14 
35  5  1.25        1.33           167.24 
40  5  2.03        1.60           164.37 
45  5  2.49        1.77           161.59 
50  5  2.60        1.82           158.91 
55  5  2.34        1.71           156.31 
60  5  1.66        1.47           153.70 
65  5  0.53        1.13           150.94 
70  5  -1.06        0.78           147.78 
75  5  -3.06        0.49           143.87 
80  5  -5.24        0.30           139.10 
85  5  -7.07        0.20           134.28 
90  5  -7.80        0.17           132.03 
95  5  -7.06        0.20           134.29 
100  5  -5.23        0.30           139.11 
105  5  -3.05        0.50           143.88 
110  5  -1.05        0.79           147.78 
115  5  0.55        1.14           150.95 
120  5  1.67        1.47           153.72 
125  5  2.35        1.72           156.34 
130  5  2.62        1.83           158.94 
135  5  2.51        1.78           161.63 
140  5  2.05        1.60           164.41 
145  5  1.27        1.34           167.29 
150  5  0.16        1.04           170.20 
155  5  -1.29        0.74           173.00 
160  5  -3.16        0.48           175.61 
165  5  -5.63        0.27           177.90 
170  5  -9.13        0.12           179.70 
175  5  -15.12        0.03           179.14 
180  5  -56.10        0.00           171.49 
0  10  -56.10        0.00           8.51 
5  10  -15.28        0.03           179.28 
10  10  -9.21        0.12           179.61 
15  10  -5.68        0.27           177.83 
20  10  -3.20        0.48           175.55 
25  10  -1.32        0.74           172.94 
30  10  0.14        1.03           170.14 
35  10  1.25        1.33           167.24 
40  10  2.03        1.60           164.37 
45  10  2.49        1.77           161.59 
50  10  2.60        1.82           158.91 
55  10  2.34        1.71           156.31 
60  10  1.66        1.47           153.70 
65  10  0.53        1.13           150.94 
70  10  -1.06        0.78           147.78 
75  10  -3.06        0.49           143.87 
80  10  -5.24        0.30           139.10 
85  10  -7.07        0.20           134.28 
90  10  -7.80        0.17           132.03 
95  10  -7.06        0.20           134.29 
100  10  -5.23        0.30           139.11 
105  10  -3.05        0.50           143.88 
110  10  -1.05        0.79           147.78 
115  10  0.55        1.14           150.95 
120  10  1.67        1.47           153.72 
125  10  2.35        1.72           156.34 
130  10  2.62        1.83           158.94 
135  10  2.51        1.78           161.63 
140  10  2.05        1.60           164.41 
145  10  1.27        1.34           167.29 
150  10  0.16        1.04           170.20 
155  10  -1.29        0.74           173.00 
160  10  -3.16        0.48           175.61 
165  10  -5.63        0.27           177.90 
170  10  -9.13        0.12           179.70 
175  10  -15.12        0.03           179.14 
180  10  -56.10        0.00           171.49 
0  15  -56.10        0.00           8.51 
5  15  -15.28        0.03           179.28 
10  15  -9.21        0.12           179.61 
15  15  -5.68        0.27           177.83 
20  15  -3.20        0.48           175.55 
25  15  -1.32        0.74           172.94 
30  15  0.14        1.03           170.14 
35  15  1.25        1.33           167.24 
40  15  2.03        1.60           164.37 
45  15  2.49        1.77           161.59 
50  15  2.60        1.82           158.91 
55  15  2.34        1.71           156.31 
60  15  1.66        1.47           153.70 
65  15  0.53        1.13           150.94 
70  15  -1.06        0.78           147.78 
75  15  -3.06        0.49           143.87 
80  15  -5.24        0.30           139.10 
85  15  -7.07        0.20           134.28 
90  15  -7.80        0.17           132.03 
95  15  -7.06        0.20           134.29 
100  15  -5.23        0.30           139.11 
105  15  -3.05        0.50           143.88 
110  15  -1.05        0.79           147.78 
115  15  0.55        1.14           150.95 
120  15  1.67        1.47           153.72 
125  15  2.35        1.72           156.34 
130  15  2.62        1.83           158.94 
135  15  2.51        1.78           161.63 
140  15  2.05        1.60           164.41 
145  15  1.27        1.34           167.29 
150  15  0.16        1.04           170.20 
155  15  -1.29        0.74           173.00 
160  15  -3.16        0.48           175.61 
165  15  -5.63        0.27           177.90 
170  15  -9.13        0.12           179.70 
175  15  -15.12        0.03           179.14 
180  15  -56.10        0.00           171.49 
0  20  -56.10        0.00           8.51 
5  20  -15.28        0.03           179.28 
10  20  -9.21        0.12           179.61 
15  20  -5.68        0.27           177.83 
20  20  -3.20        0.48           175.55 
25  20  -1.32        0.74           172.94 
30  20  0.14        1.03           170.14 
35  20  1.25        1.33           167.24 
40  20  2.03        1.60           164.37 
45  20  2.49        1.77           161.59 
50  20  2.60        1.82           158.91 
55  20  2.34        1.71           156.31 
60  20  1.66        1.47           153.70 
65  20  0.53        1.13           150.94 
70  20  -1.06        0.78           147.78 
75  20  -3.06        0.49           143.87 
80  20  -5.24        0.30           139.10 
85  20  -7.07        0.20           134.28 
