freq : 550.00 MHz
SWR : 3.84
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -58.13        0.00           5.77 
5  0  -14.40        0.04           139.40 
10  0  -8.38        0.15           140.24 
15  0  -4.90        0.32           141.45 
20  0  -2.50        0.56           142.99 
25  0  -0.73        0.85           144.78 
30  0  0.59        1.15           146.80 
35  0  1.55        1.43           149.04 
40  0  2.17        1.65           151.49 
45  0  2.46        1.76           154.17 
50  0  2.40        1.74           157.23 
55  0  1.97        1.57           160.82 
60  0  1.17        1.31           165.32 
65  0  -0.02        1.00           171.19 
70  0  -1.49        0.71           179.10 
75  0  -3.05        0.50           170.56 
80  0  -4.33        0.37           158.80 
85  0  -5.05        0.31           149.07 
90  0  -5.26        0.30           145.29 
95  0  -5.05        0.31           149.09 
100  0  -4.32        0.37           158.82 
105  0  -3.04        0.50           170.56 
110  0  -1.48        0.71           179.11 
115  0  0.00        1.00           171.21 
120  0  1.18        1.31           165.34 
125  0  1.98        1.58           160.85 
130  0  2.41        1.74           157.26 
135  0  2.47        1.77           154.20 
140  0  2.19        1.66           151.53 
145  0  1.57        1.44           149.09 
150  0  0.61        1.15           146.85 
155  0  -0.71        0.85           144.85 
160  0  -2.48        0.56           143.08 
165  0  -4.87        0.33           141.58 
170  0  -8.33        0.15           140.45 
175  0  -14.30        0.04           139.82 
180  0  -58.13        0.00           174.23 
0  5  -58.13        0.00           5.77 
5  5  -14.40        0.04           139.40 
10  5  -8.38        0.15           140.24 
15  5  -4.90        0.32           141.45 
20  5  -2.50        0.56           142.99 
25  5  -0.73        0.85           144.78 
30  5  0.59        1.15           146.80 
35  5  1.55        1.43           149.04 
40  5  2.17        1.65           151.49 
45  5  2.46        1.76           154.17 
50  5  2.40        1.74           157.23 
55  5  1.97        1.57           160.82 
60  5  1.17        1.31           165.32 
65  5  -0.02        1.00           171.19 
70  5  -1.49        0.71           179.10 
75  5  -3.05        0.50           170.56 
80  5  -4.33        0.37           158.80 
85  5  -5.05        0.31           149.07 
90  5  -5.26        0.30           145.29 
95  5  -5.05        0.31           149.09 
100  5  -4.32        0.37           158.82 
105  5  -3.04        0.50           170.56 
110  5  -1.48        0.71           179.11 
115  5  0.00        1.00           171.21 
120  5  1.18        1.31           165.34 
125  5  1.98        1.58           160.85 
130  5  2.41        1.74           157.26 
135  5  2.47        1.77           154.20 
140  5  2.19        1.66           151.53 
145  5  1.57        1.44           149.09 
150  5  0.61        1.15           146.85 
155  5  -0.71        0.85           144.85 
160  5  -2.48        0.56           143.08 
165  5  -4.87        0.33           141.58 
170  5  -8.33        0.15           140.45 
175  5  -14.30        0.04           139.82 
180  5  -58.13        0.00           174.23 
0  10  -58.13        0.00           5.77 
5  10  -14.40        0.04           139.40 
10  10  -8.38        0.15           140.24 
15  10  -4.90        0.32           141.45 
20  10  -2.50        0.56           142.99 
25  10  -0.73        0.85           144.78 
30  10  0.59        1.15           146.80 
35  10  1.55        1.43           149.04 
40  10  2.17        1.65           151.49 
45  10  2.46        1.76           154.17 
50  10  2.40        1.74           157.23 
55  10  1.97        1.57           160.82 
60  10  1.17        1.31           165.32 
65  10  -0.02        1.00           171.19 
70  10  -1.49        0.71           179.10 
75  10  -3.05        0.50           170.56 
80  10  -4.33        0.37           158.80 
85  10  -5.05        0.31           149.07 
90  10  -5.26        0.30           145.29 
95  10  -5.05        0.31           149.09 
100  10  -4.32        0.37           158.82 
105  10  -3.04        0.50           170.56 
110  10  -1.48        0.71           179.11 
115  10  0.00        1.00           171.21 
120  10  1.18        1.31           165.34 
125  10  1.98        1.58           160.85 
130  10  2.41        1.74           157.26 
135  10  2.47        1.77           154.20 
140  10  2.19        1.66           151.53 
145  10  1.57        1.44           149.09 
150  10  0.61        1.15           146.85 
155  10  -0.71        0.85           144.85 
160  10  -2.48        0.56           143.08 
165  10  -4.87        0.33           141.58 
170  10  -8.33        0.15           140.45 
175  10  -14.30        0.04           139.82 
180  10  -58.13        0.00           174.23 
0  15  -58.13        0.00           5.77 
5  15  -14.40        0.04           139.40 
10  15  -8.38        0.15           140.24 
15  15  -4.90        0.32           141.45 
20  15  -2.50        0.56           142.99 
25  15  -0.73        0.85           144.78 
30  15  0.59        1.15           146.80 
35  15  1.55        1.43           149.04 
40  15  2.17        1.65           151.49 
45  15  2.46        1.76           154.17 
50  15  2.40        1.74           157.23 
55  15  1.97        1.57           160.82 
60  15  1.17        1.31           165.32 
65  15  -0.02        1.00           171.19 
70  15  -1.49        0.71           179.10 
75  15  -3.05        0.50           170.56 
80  15  -4.33        0.37           158.80 
85  15  -5.05        0.31           149.07 
90  15  -5.26        0.30           145.29 
95  15  -5.05        0.31           149.09 
100  15  -4.32        0.37           158.82 
105  15  -3.04        0.50           170.56 
110  15  -1.48        0.71           179.11 
115  15  0.00        1.00           171.21 
120  15  1.18        1.31           165.34 
125  15  1.98        1.58           160.85 
130  15  2.41        1.74           157.26 
135  15  2.47        1.77           154.20 
140  15  2.19        1.66           151.53 
145  15  1.57        1.44           149.09 
150  15  0.61        1.15           146.85 
155  15  -0.71        0.85           144.85 
160  15  -2.48        0.56           143.08 
165  15  -4.87        0.33           141.58 
170  15  -8.33        0.15           140.45 
175  15  -14.30        0.04           139.82 
180  15  -58.13        0.00           174.23 
0  20  -58.13        0.00           5.77 
5  20  -14.40        0.04           139.40 
10  20  -8.38        0.15           140.24 
15  20  -4.90        0.32           141.45 
20  20  -2.50        0.56           142.99 
25  20  -0.73        0.85           144.78 
30  20  0.59        1.15           146.80 
35  20  1.55        1.43           149.04 
40  20  2.17        1.65           151.49 
45  20  2.46        1.76           154.17 
50  20  2.40        1.74           157.23 
55  20  1.97        1.57           160.82 
60  20  1.17        1.31           165.32 
65  20  -0.02        1.00           171.19 
70  20  -1.49        0.71           179.10 
75  20  -3.05        0.50           170.56 
80  20  -4.33        0.37           158.80 
85  20  -5.05        0.31           149.07 
90  20  -5.26        0.30           145.29 
95  20  -5.05        0.31           149.09 
100  20  -4.32        0.37           158.82 
105  20  -3.04        0.50           170.56 
110  20  -1.48        0.71           179.11 
115  20  0.00        1.00           171.21 
120  20  1.18        1.31           165.34 
125  20  1.98        1.58           160.85 
130  20  2.41        1.74           157.26 
135  20  2.47        1.77           154.20 
140  20  2.19        1.66           151.53 
145  20  1.57        1.44           149.09 
150  20  0.61        1.15           146.85 
155  20  -0.71        0.85           144.85 
160  20  -2.48        0.56           143.08 
165  20  -4.87        0.33           141.58 
170  20  -8.33        0.15           140.45 
175  20  -14.30        0.04           139.82 
180  20  -58.13        0.00           174.23 
0  25  -58.13        0.00           5.77 
5  25  -14.40        0.04           139.40 
10  25  -8.38        0.15           140.24 
15  25  -4.90        0.32           141.45 
20  25  -2.50        0.56           142.99 
25  25  -0.73        0.85           144.78 
30  25  0.59        1.15           146.80 
35  25  1.55        1.43           149.04 
40  25  2.17        1.65           151.49 
45  25  2.46        1.76           154.17 
50  25  2.40        1.74           157.23 
55  25  1.97        1.57           160.82 
60  25  1.17        1.31           165.32 
65  25  -0.02        1.00           171.19 
70  25  -1.49        0.71           179.10 
75  25  -3.05        0.50           170.56 
80  25  -4.33        0.37           158.80 
85  25  -5.05        0.31           149.07 
90  25  -5.26        0.30           145.29 
95  25  -5.05        0.31           149.09 
100  25  -4.32        0.37           158.82 
105  25  -3.04        0.50           170.56 
110  25  -1.48        0.71           179.11 
115  25  0.00        1.00           171.21 
120  25  1.18        1.31           165.34 
125  25  1.98        1.58           160.85 
130  25  2.41        1.74           157.26 
135  25  2.47        1.77           154.20 
140  25  2.19        1.66           151.53 
145  25  1.57        1.44           149.09 
150  25  0.61        1.15           146.85 
155  25  -0.71        0.85           144.85 
160  25  -2.48        0.56           143.08 
165  25  -4.87        0.33           141.58 
170  25  -8.33        0.15           140.45 
175  25  -14.30        0.04           139.82 
180  25  -58.13        0.00           174.23 
0  30  -58.13        0.00           5.77 
5  30  -14.40        0.04           139.40 
10  30  -8.38        0.15           140.24 
15  30  -4.90        0.32           141.45 
20  30  -2.50        0.56           142.99 
25  30  -0.73        0.85           144.78 
30  30  0.59        1.15           146.80 
35  30  1.55        1.43           149.04 
40  30  2.17        1.65           151.49 
45  30  2.46        1.76           154.17 
50  30  2.40        1.74           157.23 
55  30  1.97        1.57           160.82 
60  30  1.17        1.31           165.32 
65  30  -0.02        1.00           171.19 
70  30  -1.49        0.71           179.10 
75  30  -3.05        0.50           170.56 
80  30  -4.33        0.37           158.80 
85  30  -5.05        0.31           149.07 
90  30  -5.26        0.30           145.29 
95  30  -5.05        0.31           149.09 
100  30  -4.32        0.37           158.82 
105  30  -3.04        0.50           170.56 
110  30  -1.48        0.71           179.11 
115  30  0.00        1.00           171.21 
120  30  1.18        1.31           165.34 
125  30  1.98        1.58           160.85 
130  30  2.41        1.74           157.26 
135  30  2.47        1.77           154.20 
140  30  2.19        1.66           151.53 
145  30  1.57        1.44           149.09 
150  30  0.61        1.15           146.85 
155  30  -0.71        0.85           144.85 
160  30  -2.48        0.56           143.08 
165  30  -4.87        0.33           141.58 
170  30  -8.33        0.15           140.45 
175  30  -14.30        0.04           139.82 
180  30  -58.13        0.00           174.23 
0  35  -58.13        0.00           5.77 
5  35  -14.40        0.04           139.40 
10  35  -8.38        0.15           140.24 
15  35  -4.90        0.32           141.45 
20  35  -2.50        0.56           142.99 
25  35  -0.73        0.85           144.78 
30  35  0.59        1.15           146.80 
35  35  1.55        1.43           149.04 
40  35  2.17        1.65           151.49 
45  35  2.46        1.76           154.17 
50  35  2.40        1.74           157.23 
55  35  1.97        1.57           160.82 
60  35  1.17        1.31           165.32 
65  35  -0.02        1.00           171.19 
70  35  -1.49        0.71           179.10 
75  35  -3.05        0.50           170.56 
80  35  -4.33        0.37           158.80 
85  35  -5.05        0.31           149.07 
90  35  -5.26        0.30           145.29 
95  35  -5.05        0.31           149.09 
100  35  -4.32        0.37           158.82 
105  35  -3.04        0.50           170.56 
110  35  -1.48        0.71           179.11 
115  35  0.00        1.00           171.21 
120  35  1.18        1.31           165.34 
125  35  1.98        1.58           160.85 
130  35  2.41        1.74           157.26 
135  35  2.47        1.77           154.20 
140  35  2.19        1.66           151.53 
145  35  1.57        1.44           149.09 
150  35  0.61        1.15           146.85 
155  35  -0.71        0.85           144.85 
160  35  -2.48        0.56           143.08 
165  35  -4.87        0.33           141.58 
170  35  -8.33        0.15           140.45 
175  35  -14.30        0.04           139.82 
180  35  -58.13        0.00           174.23 
0  40  -58.13        0.00           5.77 
5  40  -14.40        0.04           139.40 
10  40  -8.38        0.15           140.24 
15  40  -4.90        0.32           141.45 
20  40  -2.50        0.56           142.99 
25  40  -0.73        0.85           144.78 
30  40  0.59        1.15           146.80 
35  40  1.55        1.43           149.04 
40  40  2.17        1.65           151.49 
45  40  2.46        1.76           154.17 
50  40  2.40        1.74           157.23 
