freq : 183.33 MHz
SWR : 1.50
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -75.46        0.00           -1.60 
5  0  -21.09        0.01           -4.16 
10  0  -15.07        0.03           -4.28 
15  0  -11.54        0.07           -4.46 
20  0  -9.03        0.13           -4.71 
25  0  -7.08        0.20           -5.00 
30  0  -5.49        0.28           -5.32 
35  0  -4.16        0.38           -5.66 
40  0  -3.03        0.50           -5.99 
45  0  -2.05        0.62           -6.31 
50  0  -1.21        0.76           -6.62 
55  0  -0.48        0.90           -6.91 
60  0  0.14        1.03           -7.18 
65  0  0.66        1.16           -7.42 
70  0  1.08        1.28           -7.61 
75  0  1.40        1.38           -7.77 
80  0  1.63        1.46           -7.88 
85  0  1.77        1.50           -7.95 
90  0  1.82        1.52           -7.97 
95  0  1.77        1.50           -7.95 
100  0  1.63        1.46           -7.88 
105  0  1.40        1.38           -7.77 
110  0  1.08        1.28           -7.61 
115  0  0.66        1.16           -7.42 
120  0  0.14        1.03           -7.18 
125  0  -0.48        0.90           -6.91 
130  0  -1.21        0.76           -6.62 
135  0  -2.05        0.62           -6.31 
140  0  -3.03        0.50           -5.99 
145  0  -4.17        0.38           -5.66 
150  0  -5.50        0.28           -5.32 
155  0  -7.09        0.20           -5.00 
160  0  -9.04        0.12           -4.71 
165  0  -11.55        0.07           -4.47 
170  0  -15.09        0.03           -4.29 
175  0  -21.13        0.01           -4.17 
180  0  -75.46        0.00           178.40 
0  5  -75.46        0.00           -1.60 
5  5  -21.09        0.01           -4.16 
10  5  -15.07        0.03           -4.28 
15  5  -11.54        0.07           -4.46 
20  5  -9.03        0.13           -4.71 
25  5  -7.08        0.20           -5.00 
30  5  -5.49        0.28           -5.32 
35  5  -4.16        0.38           -5.66 
40  5  -3.03        0.50           -5.99 
45  5  -2.05        0.62           -6.31 
50  5  -1.21        0.76           -6.62 
55  5  -0.48        0.90           -6.91 
60  5  0.14        1.03           -7.18 
65  5  0.66        1.16           -7.42 
70  5  1.08        1.28           -7.61 
75  5  1.40        1.38           -7.77 
80  5  1.63        1.46           -7.88 
85  5  1.77        1.50           -7.95 
90  5  1.82        1.52           -7.97 
95  5  1.77        1.50           -7.95 
100  5  1.63        1.46           -7.88 
105  5  1.40        1.38           -7.77 
110  5  1.08        1.28           -7.61 
115  5  0.66        1.16           -7.42 
120  5  0.14        1.03           -7.18 
125  5  -0.48        0.90           -6.91 
130  5  -1.21        0.76           -6.62 
135  5  -2.05        0.62           -6.31 
140  5  -3.03        0.50           -5.99 
145  5  -4.17        0.38           -5.66 
150  5  -5.50        0.28           -5.32 
155  5  -7.09        0.20           -5.00 
160  5  -9.04        0.12           -4.71 
165  5  -11.55        0.07           -4.47 
170  5  -15.09        0.03           -4.29 
175  5  -21.13        0.01           -4.17 
180  5  -75.46        0.00           178.40 
0  10  -75.46        0.00           -1.60 
5  10  -21.09        0.01           -4.16 
10  10  -15.07        0.03           -4.28 
15  10  -11.54        0.07           -4.46 
20  10  -9.03        0.13           -4.71 
25  10  -7.08        0.20           -5.00 
30  10  -5.49        0.28           -5.32 
35  10  -4.16        0.38           -5.66 
40  10  -3.03        0.50           -5.99 
45  10  -2.05        0.62           -6.31 
50  10  -1.21        0.76           -6.62 
55  10  -0.48        0.90           -6.91 
60  10  0.14        1.03           -7.18 
65  10  0.66        1.16           -7.42 
70  10  1.08        1.28           -7.61 
75  10  1.40        1.38           -7.77 
80  10  1.63        1.46           -7.88 
85  10  1.77        1.50           -7.95 
90  10  1.82        1.52           -7.97 
95  10  1.77        1.50           -7.95 
100  10  1.63        1.46           -7.88 
105  10  1.40        1.38           -7.77 
110  10  1.08        1.28           -7.61 
115  10  0.66        1.16           -7.42 
120  10  0.14        1.03           -7.18 
125  10  -0.48        0.90           -6.91 
130  10  -1.21        0.76           -6.62 
135  10  -2.05        0.62           -6.31 
140  10  -3.03        0.50           -5.99 
145  10  -4.17        0.38           -5.66 
150  10  -5.50        0.28           -5.32 
155  10  -7.09        0.20           -5.00 
160  10  -9.04        0.12           -4.71 
165  10  -11.55        0.07           -4.47 
170  10  -15.09        0.03           -4.29 
175  10  -21.13        0.01           -4.17 
180  10  -75.46        0.00           178.40 
0  15  -75.46        0.00           -1.60 
5  15  -21.09        0.01           -4.16 
10  15  -15.07        0.03           -4.28 
15  15  -11.54        0.07           -4.46 
20  15  -9.03        0.13           -4.71 
25  15  -7.08        0.20           -5.00 
30  15  -5.49        0.28           -5.32 
35  15  -4.16        0.38           -5.66 
40  15  -3.03        0.50           -5.99 
45  15  -2.05        0.62           -6.31 
50  15  -1.21        0.76           -6.62 
55  15  -0.48        0.90           -6.91 
60  15  0.14        1.03           -7.18 
65  15  0.66        1.16           -7.42 
70  15  1.08        1.28           -7.61 
75  15  1.40        1.38           -7.77 
80  15  1.63        1.46           -7.88 
85  15  1.77        1.50           -7.95 
90  15  1.82        1.52           -7.97 
95  15  1.77        1.50           -7.95 
100  15  1.63        1.46           -7.88 
105  15  1.40        1.38           -7.77 
110  15  1.08        1.28           -7.61 
115  15  0.66        1.16           -7.42 
120  15  0.14        1.03           -7.18 
125  15  -0.48        0.90           -6.91 
130  15  -1.21        0.76           -6.62 
135  15  -2.05        0.62           -6.31 
140  15  -3.03        0.50           -5.99 
145  15  -4.17        0.38           -5.66 
150  15  -5.50        0.28           -5.32 
155  15  -7.09        0.20           -5.00 
160  15  -9.04        0.12           -4.71 
165  15  -11.55        0.07           -4.47 
170  15  -15.09        0.03           -4.29 
175  15  -21.13        0.01           -4.17 
180  15  -75.46        0.00           178.40 
0  20  -75.46        0.00           -1.60 
5  20  -21.09        0.01           -4.16 
10  20  -15.07        0.03           -4.28 
15  20  -11.54        0.07           -4.46 
20  20  -9.03        0.13           -4.71 
25  20  -7.08        0.20           -5.00 
30  20  -5.49        0.28           -5.32 
35  20  -4.16        0.38           -5.66 
40  20  -3.03        0.50           -5.99 
45  20  -2.05        0.62           -6.31 
50  20  -1.21        0.76           -6.62 
55  20  -0.48        0.90           -6.91 
60  20  0.14        1.03           -7.18 
65  20  0.66        1.16           -7.42 
70  20  1.08        1.28           -7.61 
75  20  1.40        1.38           -7.77 
80  20  1.63        1.46           -7.88 
85  20  1.77        1.50           -7.95 
90  20  1.82        1.52           -7.97 
95  20  1.77        1.50           -7.95 
100  20  1.63        1.46           -7.88 
105  20  1.40        1.38           -7.77 
110  20  1.08        1.28           -7.61 
115  20  0.66        1.16           -7.42 
120  20  0.14        1.03           -7.18 
125  20  -0.48        0.90           -6.91 
130  20  -1.21        0.76           -6.62 
135  20  -2.05        0.62           -6.31 
140  20  -3.03        0.50           -5.99 
145  20  -4.17        0.38           -5.66 
150  20  -5.50        0.28           -5.32 
155  20  -7.09        0.20           -5.00 
160  20  -9.04        0.12           -4.71 
165  20  -11.55        0.07           -4.47 
170  20  -15.09        0.03           -4.29 
175  20  -21.13        0.01           -4.17 
180  20  -75.46        0.00           178.40 
0  25  -75.46        0.00           -1.60 
5  25  -21.09        0.01           -4.16 
10  25  -15.07        0.03           -4.28 
15  25  -11.54        0.07           -4.46 
20  25  -9.03        0.13           -4.71 
25  25  -7.08        0.20           -5.00 
30  25  -5.49        0.28           -5.32 
35  25  -4.16        0.38           -5.66 
40  25  -3.03        0.50           -5.99 
45  25  -2.05        0.62           -6.31 
50  25  -1.21        0.76           -6.62 
55  25  -0.48        0.90           -6.91 
60  25  0.14        1.03           -7.18 
65  25  0.66        1.16           -7.42 
70  25  1.08        1.28           -7.61 
75  25  1.40        1.38           -7.77 
80  25  1.63        1.46           -7.88 
85  25  1.77        1.50           -7.95 
90  25  1.82        1.52           -7.97 
95  25  1.77        1.50           -7.95 
100  25  1.63        1.46           -7.88 
