freq : 166.66 MHz
SWR : 1.00
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -76.53        0.00           -1.57 
5  0  -20.82        0.01           4.24 
10  0  -14.81        0.03           4.16 
15  0  -11.29        0.07           4.03 
20  0  -8.80        0.13           3.86 
25  0  -6.88        0.21           3.65 
30  0  -5.32        0.29           3.42 
35  0  -4.02        0.40           3.18 
40  0  -2.92        0.51           2.94 
45  0  -1.97        0.64           2.71 
50  0  -1.16        0.77           2.50 
55  0  -0.46        0.90           2.31 
60  0  0.13        1.03           2.12 
65  0  0.62        1.15           1.96 
70  0  1.01        1.26           1.81 
75  0  1.32        1.36           1.70 
80  0  1.54        1.43           1.62 
85  0  1.67        1.47           1.58 
90  0  1.71        1.48           1.57 
95  0  1.67        1.47           1.58 
100  0  1.54        1.43           1.62 
105  0  1.32        1.36           1.70 
110  0  1.01        1.26           1.81 
115  0  0.62        1.15           1.96 
120  0  0.13        1.03           2.13 
125  0  -0.46        0.90           2.31 
130  0  -1.16        0.77           2.50 
135  0  -1.97        0.64           2.71 
140  0  -2.92        0.51           2.94 
145  0  -4.02        0.40           3.18 
150  0  -5.32        0.29           3.42 
155  0  -6.88        0.21           3.66 
160  0  -8.81        0.13           3.87 
165  0  -11.30        0.07           4.04 
170  0  -14.82        0.03           4.17 
175  0  -20.85        0.01           4.26 
180  0  -76.53        0.00           178.43 
0  5  -76.53        0.00           -1.57 
5  5  -20.82        0.01           4.24 
10  5  -14.81        0.03           4.16 
15  5  -11.29        0.07           4.03 
20  5  -8.80        0.13           3.86 
25  5  -6.88        0.21           3.65 
30  5  -5.32        0.29           3.42 
35  5  -4.02        0.40           3.18 
40  5  -2.92        0.51           2.94 
45  5  -1.97        0.64           2.71 
50  5  -1.16        0.77           2.50 
55  5  -0.46        0.90           2.31 
60  5  0.13        1.03           2.12 
65  5  0.62        1.15           1.96 
70  5  1.01        1.26           1.81 
75  5  1.32        1.36           1.70 
80  5  1.54        1.43           1.62 
85  5  1.67        1.47           1.58 
90  5  1.71        1.48           1.57 
95  5  1.67        1.47           1.58 
100  5  1.54        1.43           1.62 
105  5  1.32        1.36           1.70 
110  5  1.01        1.26           1.81 
115  5  0.62        1.15           1.96 
120  5  0.13        1.03           2.13 
125  5  -0.46        0.90           2.31 
130  5  -1.16        0.77           2.50 
135  5  -1.97        0.64           2.71 
140  5  -2.92        0.51           2.94 
145  5  -4.02        0.40           3.18 
150  5  -5.32        0.29           3.42 
155  5  -6.88        0.21           3.66 
160  5  -8.81        0.13           3.87 
165  5  -11.30        0.07           4.04 
170  5  -14.82        0.03           4.17 
175  5  -20.85        0.01           4.26 
180  5  -76.53        0.00           178.43 
0  10  -76.53        0.00           -1.57 
5  10  -20.82        0.01           4.24 
10  10  -14.81        0.03           4.16 
15  10  -11.29        0.07           4.03 
20  10  -8.80        0.13           3.86 
25  10  -6.88        0.21           3.65 
30  10  -5.32        0.29           3.42 
35  10  -4.02        0.40           3.18 
40  10  -2.92        0.51           2.94 
45  10  -1.97        0.64           2.71 
50  10  -1.16        0.77           2.50 
55  10  -0.46        0.90           2.31 
60  10  0.13        1.03           2.12 
65  10  0.62        1.15           1.96 
70  10  1.01        1.26           1.81 
75  10  1.32        1.36           1.70 
80  10  1.54        1.43           1.62 
85  10  1.67        1.47           1.58 
90  10  1.71        1.48           1.57 
95  10  1.67        1.47           1.58 
100  10  1.54        1.43           1.62 
105  10  1.32        1.36           1.70 
110  10  1.01        1.26           1.81 
115  10  0.62        1.15           1.96 
120  10  0.13        1.03           2.13 
125  10  -0.46        0.90           2.31 
130  10  -1.16        0.77           2.50 
135  10  -1.97        0.64           2.71 
140  10  -2.92        0.51           2.94 
145  10  -4.02        0.40           3.18 
150  10  -5.32        0.29           3.42 
155  10  -6.88        0.21           3.66 
160  10  -8.81        0.13           3.87 
165  10  -11.30        0.07           4.04 
170  10  -14.82        0.03           4.17 
175  10  -20.85        0.01           4.26 
180  10  -76.53        0.00           178.43 
0  15  -76.53        0.00           -1.57 
5  15  -20.82        0.01           4.24 
10  15  -14.81        0.03           4.16 
15  15  -11.29        0.07           4.03 
20  15  -8.80        0.13           3.86 
25  15  -6.88        0.21           3.65 
30  15  -5.32        0.29           3.42 
35  15  -4.02        0.40           3.18 
40  15  -2.92        0.51           2.94 
45  15  -1.97        0.64           2.71 
50  15  -1.16        0.77           2.50 
55  15  -0.46        0.90           2.31 
60  15  0.13        1.03           2.12 
65  15  0.62        1.15           1.96 
70  15  1.01        1.26           1.81 
75  15  1.32        1.36           1.70 
80  15  1.54        1.43           1.62 
85  15  1.67        1.47           1.58 
90  15  1.71        1.48           1.57 
95  15  1.67        1.47           1.58 
100  15  1.54        1.43           1.62 
105  15  1.32        1.36           1.70 
110  15  1.01        1.26           1.81 
115  15  0.62        1.15           1.96 
120  15  0.13        1.03           2.13 
125  15  -0.46        0.90           2.31 
130  15  -1.16        0.77           2.50 
135  15  -1.97        0.64           2.71 
140  15  -2.92        0.51           2.94 
145  15  -4.02        0.40           3.18 
150  15  -5.32        0.29           3.42 
155  15  -6.88        0.21           3.66 
160  15  -8.81        0.13           3.87 
165  15  -11.30        0.07           4.04 
170  15  -14.82        0.03           4.17 
175  15  -20.85        0.01           4.26 
180  15  -76.53        0.00           178.43 
0  20  -76.53        0.00           -1.57 
5  20  -20.82        0.01           4.24 
10  20  -14.81        0.03           4.16 
15  20  -11.29        0.07           4.03 
20  20  -8.80        0.13           3.86 
25  20  -6.88        0.21           3.65 
30  20  -5.32        0.29           3.42 
35  20  -4.02        0.40           3.18 
40  20  -2.92        0.51           2.94 
45  20  -1.97        0.64           2.71 
50  20  -1.16        0.77           2.50 
55  20  -0.46        0.90           2.31 
60  20  0.13        1.03           2.12 
65  20  0.62        1.15           1.96 
70  20  1.01        1.26           1.81 
75  20  1.32        1.36           1.70 
80  20  1.54        1.43           1.62 
85  20  1.67        1.47           1.58 
90  20  1.71        1.48           1.57 
95  20  1.67        1.47           1.58 
100  20  1.54        1.43           1.62 
105  20  1.32        1.36           1.70 
110  20  1.01        1.26           1.81 
115  20  0.62        1.15           1.96 
120  20  0.13        1.03           2.13 
125  20  -0.46        0.90           2.31 
130  20  -1.16        0.77           2.50 
135  20  -1.97        0.64           2.71 
140  20  -2.92        0.51           2.94 
145  20  -4.02        0.40           3.18 
