freq : 616.66 MHz
SWR : 4.53
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -54.69        0.00           7.13 
5  0  -15.56        0.03           168.50 
10  0  -9.49        0.11           167.28 
15  0  -5.95        0.25           165.24 
20  0  -3.46        0.45           162.59 
25  0  -1.56        0.70           159.57 
30  0  -0.08        0.98           156.35 
35  0  1.07        1.28           153.05 
40  0  1.90        1.55           149.85 
45  0  2.42        1.75           146.84 
50  0  2.59        1.82           144.06 
55  0  2.38        1.73           141.54 
60  0  1.75        1.50           139.23 
65  0  0.68        1.17           137.09 
70  0  -0.88        0.82           135.02 
75  0  -2.87        0.52           132.85 
80  0  -5.09        0.31           130.53 
85  0  -7.01        0.20           128.34 
90  0  -7.81        0.17           127.33 
95  0  -7.00        0.20           128.34 
100  0  -5.07        0.31           130.53 
105  0  -2.86        0.52           132.85 
110  0  -0.87        0.82           135.03 
115  0  0.69        1.17           137.12 
120  0  1.77        1.50           139.27 
125  0  2.39        1.73           141.59 
130  0  2.60        1.82           144.12 
135  0  2.43        1.75           146.91 
140  0  1.92        1.56           149.93 
145  0  1.09        1.29           153.14 
150  0  -0.05        0.99           156.45 
155  0  -1.53        0.70           159.69 
160  0  -3.41        0.46           162.73 
165  0  -5.89        0.26           165.40 
170  0  -9.40        0.11           167.50 
175  0  -15.38        0.03           168.90 
180  0  -54.69        0.00           172.87 
0  5  -54.69        0.00           7.13 
5  5  -15.56        0.03           168.50 
10  5  -9.49        0.11           167.28 
15  5  -5.95        0.25           165.24 
20  5  -3.46        0.45           162.59 
25  5  -1.56        0.70           159.57 
30  5  -0.08        0.98           156.35 
35  5  1.07        1.28           153.05 
40  5  1.90        1.55           149.85 
45  5  2.42        1.75           146.84 
50  5  2.59        1.82           144.06 
55  5  2.38        1.73           141.54 
60  5  1.75        1.50           139.23 
65  5  0.68        1.17           137.09 
70  5  -0.88        0.82           135.02 
75  5  -2.87        0.52           132.85 
80  5  -5.09        0.31           130.53 
85  5  -7.01        0.20           128.34 
90  5  -7.81        0.17           127.33 
95  5  -7.00        0.20           128.34 
100  5  -5.07        0.31           130.53 
105  5  -2.86        0.52           132.85 
110  5  -0.87        0.82           135.03 
115  5  0.69        1.17           137.12 
120  5  1.77        1.50           139.27 
125  5  2.39        1.73           141.59 
130  5  2.60        1.82           144.12 
135  5  2.43        1.75           146.91 
140  5  1.92        1.56           149.93 
145  5  1.09        1.29           153.14 
150  5  -0.05        0.99           156.45 
155  5  -1.53        0.70           159.69 
160  5  -3.41        0.46           162.73 
165  5  -5.89        0.26           165.40 
170  5  -9.40        0.11           167.50 
175  5  -15.38        0.03           168.90 
180  5  -54.69        0.00           172.87 
0  10  -54.69        0.00           7.13 
5  10  -15.56        0.03           168.50 
10  10  -9.49        0.11           167.28 
15  10  -5.95        0.25           165.24 
20  10  -3.46        0.45           162.59 
25  10  -1.56        0.70           159.57 
30  10  -0.08        0.98           156.35 
35  10  1.07        1.28           153.05 
40  10  1.90        1.55           149.85 
45  10  2.42        1.75           146.84 
50  10  2.59        1.82           144.06 
55  10  2.38        1.73           141.54 
60  10  1.75        1.50           139.23 
65  10  0.68        1.17           137.09 
70  10  -0.88        0.82           135.02 
75  10  -2.87        0.52           132.85 
80  10  -5.09        0.31           130.53 
85  10  -7.01        0.20           128.34 
90  10  -7.81        0.17           127.33 
95  10  -7.00        0.20           128.34 
100  10  -5.07        0.31           130.53 
105  10  -2.86        0.52           132.85 
110  10  -0.87        0.82           135.03 
115  10  0.69        1.17           137.12 
120  10  1.77        1.50           139.27 
125  10  2.39        1.73           141.59 
130  10  2.60        1.82           144.12 
135  10  2.43        1.75           146.91 
140  10  1.92        1.56           149.93 
145  10  1.09        1.29           153.14 
150  10  -0.05        0.99           156.45 
