freq : 633.33 MHz
SWR : 4.91
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -53.14        0.00           4.58 
5  0  -15.80        0.03           158.80 
10  0  -9.72        0.11           157.46 
15  0  -6.18        0.24           155.13 
20  0  -3.69        0.43           152.10 
25  0  -1.79        0.66           148.63 
30  0  -0.29        0.94           144.91 
35  0  0.89        1.23           141.14 
40  0  1.76        1.50           137.53 
45  0  2.32        1.71           134.19 
50  0  2.54        1.79           131.22 
55  0  2.39        1.73           128.65 
60  0  1.82        1.52           126.51 
65  0  0.79        1.20           124.80 
70  0  -0.71        0.85           123.53 
75  0  -2.66        0.54           122.71 
80  0  -4.84        0.33           122.33 
85  0  -6.74        0.21           122.31 
90  0  -7.53        0.18           122.37 
95  0  -6.73        0.21           122.30 
100  0  -4.83        0.33           122.32 
105  0  -2.64        0.54           122.72 
110  0  -0.70        0.85           123.55 
115  0  0.81        1.21           124.83 
120  0  1.83        1.52           126.56 
125  0  2.40        1.74           128.72 
130  0  2.55        1.80           131.31 
135  0  2.33        1.71           134.30 
140  0  1.78        1.51           137.66 
145  0  0.91        1.23           141.28 
150  0  -0.26        0.94           145.08 
155  0  -1.75        0.67           148.81 
160  0  -3.64        0.43           152.31 
165  0  -6.11        0.24           155.39 
170  0  -9.61        0.11           157.81 
175  0  -15.59        0.03           159.46 
180  0  -53.14        0.00           175.42 
0  5  -53.14        0.00           4.58 
5  5  -15.80        0.03           158.80 
10  5  -9.72        0.11           157.46 
15  5  -6.18        0.24           155.13 
20  5  -3.69        0.43           152.10 
25  5  -1.79        0.66           148.63 
30  5  -0.29        0.94           144.91 
35  5  0.89        1.23           141.14 
40  5  1.76        1.50           137.53 
45  5  2.32        1.71           134.19 
50  5  2.54        1.79           131.22 
55  5  2.39        1.73           128.65 
60  5  1.82        1.52           126.51 
65  5  0.79        1.20           124.80 
70  5  -0.71        0.85           123.53 
75  5  -2.66        0.54           122.71 
80  5  -4.84        0.33           122.33 
85  5  -6.74        0.21           122.31 
90  5  -7.53        0.18           122.37 
95  5  -6.73        0.21           122.30 
100  5  -4.83        0.33           122.32 
105  5  -2.64        0.54           122.72 
110  5  -0.70        0.85           123.55 
115  5  0.81        1.21           124.83 
120  5  1.83        1.52           126.56 
125  5  2.40        1.74           128.72 
130  5  2.55        1.80           131.31 
135  5  2.33        1.71           134.30 
140  5  1.78        1.51           137.66 
145  5  0.91        1.23           141.28 
150  5  -0.26        0.94           145.08 
155  5  -1.75        0.67           148.81 
160  5  -3.64        0.43           152.31 
165  5  -6.11        0.24           155.39 
170  5  -9.61        0.11           157.81 
175  5  -15.59        0.03           159.46 
180  5  -53.14        0.00           175.42 
0  10  -53.14        0.00           4.58 
5  10  -15.80        0.03           158.80 
10  10  -9.72        0.11           157.46 
15  10  -6.18        0.24           155.13 
20  10  -3.69        0.43           152.10 
25  10  -1.79        0.66           148.63 
30  10  -0.29        0.94           144.91 
35  10  0.89        1.23           141.14 
40  10  1.76        1.50           137.53 
45  10  2.32        1.71           134.19 
50  10  2.54        1.79           131.22 
55  10  2.39        1.73           128.65 
60  10  1.82        1.52           126.51 
65  10  0.79        1.20           124.80 
70  10  -0.71        0.85           123.53 
75  10  -2.66        0.54           122.71 
80  10  -4.84        0.33           122.33 
85  10  -6.74        0.21           122.31 
90  10  -7.53        0.18           122.37 
95  10  -6.73        0.21           122.30 
100  10  -4.83        0.33           122.32 
105  10  -2.64        0.54           122.72 
110  10  -0.70        0.85           123.55 
115  10  0.81        1.21           124.83 
120  10  1.83        1.52           126.56 
125  10  2.40        1.74           128.72 
130  10  2.55        1.80           131.31 
135  10  2.33        1.71           134.30 
140  10  1.78        1.51           137.66 
145  10  0.91        1.23           141.28 
150  10  -0.26        0.94           145.08 
155  10  -1.75        0.67           148.81 
160  10  -3.64        0.43           152.31 
165  10  -6.11        0.24           155.39 
170  10  -9.61        0.11           157.81 
175  10  -15.59        0.03           159.46 
180  10  -53.14        0.00           175.42 
0  15  -53.14        0.00           4.58 
5  15  -15.80        0.03           158.80 
10  15  -9.72        0.11           157.46 
15  15  -6.18        0.24           155.13 
20  15  -3.69        0.43           152.10 
25  15  -1.79        0.66           148.63 
30  15  -0.29        0.94           144.91 
35  15  0.89        1.23           141.14 
40  15  1.76        1.50           137.53 
45  15  2.32        1.71           134.19 
50  15  2.54        1.79           131.22 
55  15  2.39        1.73           128.65 
60  15  1.82        1.52           126.51 
65  15  0.79        1.20           124.80 
70  15  -0.71        0.85           123.53 
75  15  -2.66        0.54           122.71 
80  15  -4.84        0.33           122.33 
85  15  -6.74        0.21           122.31 
90  15  -7.53        0.18           122.37 
95  15  -6.73        0.21           122.30 
100  15  -4.83        0.33           122.32 
105  15  -2.64        0.54           122.72 
110  15  -0.70        0.85           123.55 
115  15  0.81        1.21           124.83 
120  15  1.83        1.52           126.56 
125  15  2.40        1.74           128.72 
130  15  2.55        1.80           131.31 
135  15  2.33        1.71           134.30 
140  15  1.78        1.51           137.66 
145  15  0.91        1.23           141.28 
150  15  -0.26        0.94           145.08 
155  15  -1.75        0.67           148.81 
160  15  -3.64        0.43           152.31 
165  15  -6.11        0.24           155.39 
170  15  -9.61        0.11           157.81 
175  15  -15.59        0.03           159.46 
180  15  -53.14        0.00           175.42 
0  20  -53.14        0.00           4.58 
5  20  -15.80        0.03           158.80 
10  20  -9.72        0.11           157.46 
15  20  -6.18        0.24           155.13 
20  20  -3.69        0.43           152.10 
25  20  -1.79        0.66           148.63 
30  20  -0.29        0.94           144.91 
35  20  0.89        1.23           141.14 
40  20  1.76        1.50           137.53 
45  20  2.32        1.71           134.19 
50  20  2.54        1.79           131.22 
55  20  2.39        1.73           128.65 
60  20  1.82        1.52           126.51 
65  20  0.79        1.20           124.80 
70  20  -0.71        0.85           123.53 
75  20  -2.66        0.54           122.71 
80  20  -4.84        0.33           122.33 
85  20  -6.74        0.21           122.31 
90  20  -7.53        0.18           122.37 
95  20  -6.73        0.21           122.30 
100  20  -4.83        0.33           122.32 
105  20  -2.64        0.54           122.72 
110  20  -0.70        0.85           123.55 
115  20  0.81        1.21           124.83 
120  20  1.83        1.52           126.56 
125  20  2.40        1.74           128.72 
130  20  2.55        1.80           131.31 
135  20  2.33        1.71           134.30 
140  20  1.78        1.51           137.66 
145  20  0.91        1.23           141.28 
150  20  -0.26        0.94           145.08 
155  20  -1.75        0.67           148.81 
160  20  -3.64        0.43           152.31 
165  20  -6.11        0.24           155.39 
170  20  -9.61        0.11           157.81 
175  20  -15.59        0.03           159.46 
180  20  -53.14        0.00           175.42 
0  25  -53.14        0.00           4.58 
5  25  -15.80        0.03           158.80 
10  25  -9.72        0.11           157.46 
15  25  -6.18        0.24           155.13 
20  25  -3.69        0.43           152.10 
25  25  -1.79        0.66           148.63 
30  25  -0.29        0.94           144.91 
35  25  0.89        1.23           141.14 
40  25  1.76        1.50           137.53 
45  25  2.32        1.71           134.19 
50  25  2.54        1.79           131.22 
55  25  2.39        1.73           128.65 
60  25  1.82        1.52           126.51 
65  25  0.79        1.20           124.80 
70  25  -0.71        0.85           123.53 
75  25  -2.66        0.54           122.71 
80  25  -4.84        0.33           122.33 
85  25  -6.74        0.21           122.31 
