freq : 583.33 MHz
SWR : 4.17
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -57.14        0.00           8.42 
5  0  -14.97        0.03           165.80 
10  0  -8.91        0.13           166.80 
15  0  -5.39        0.29           168.34 
20  0  -2.93        0.51           170.32 
25  0  -1.08        0.78           172.58 
30  0  0.33        1.08           175.04 
35  0  1.40        1.38           177.63 
40  0  2.13        1.63           179.74 
45  0  2.53        1.79           177.10 
50  0  2.59        1.82           174.41 
55  0  2.26        1.68           171.62 
60  0  1.53        1.42           168.55 
65  0  0.36        1.09           164.96 
70  0  -1.24        0.75           160.43 
75  0  -3.19        0.48           154.48 
80  0  -5.21        0.30           147.00 
85  0  -6.78        0.21           139.61 
90  0  -7.37        0.18           136.34 
95  0  -6.77        0.21           139.63 
100  0  -5.20        0.30           147.01 
105  0  -3.18        0.48           154.49 
110  0  -1.23        0.75           160.43 
115  0  0.38        1.09           164.96 
120  0  1.55        1.43           168.55 
125  0  2.28        1.69           171.62 
130  0  2.60        1.82           174.42 
135  0  2.55        1.80           177.11 
140  0  2.14        1.64           179.75 
145  0  1.42        1.39           177.62 
150  0  0.35        1.08           175.03 
155  0  -1.06        0.78           172.57 
160  0  -2.90        0.51           170.32 
165  0  -5.35        0.29           168.35 
170  0  -8.84        0.13           166.83 
175  0  -14.83        0.03           165.89 
180  0  -57.14        0.00           171.58 
0  5  -57.14        0.00           8.42 
5  5  -14.97        0.03           165.80 
10  5  -8.91        0.13           166.80 
15  5  -5.39        0.29           168.34 
20  5  -2.93        0.51           170.32 
25  5  -1.08        0.78           172.58 
30  5  0.33        1.08           175.04 
35  5  1.40        1.38           177.63 
40  5  2.13        1.63           179.74 
45  5  2.53        1.79           177.10 
50  5  2.59        1.82           174.41 
55  5  2.26        1.68           171.62 
60  5  1.53        1.42           168.55 
65  5  0.36        1.09           164.96 
70  5  -1.24        0.75           160.43 
75  5  -3.19        0.48           154.48 
80  5  -5.21        0.30           147.00 
85  5  -6.78        0.21           139.61 
90  5  -7.37        0.18           136.34 
95  5  -6.77        0.21           139.63 
100  5  -5.20        0.30           147.01 
105  5  -3.18        0.48           154.49 
110  5  -1.23        0.75           160.43 
115  5  0.38        1.09           164.96 
120  5  1.55        1.43           168.55 
125  5  2.28        1.69           171.62 
130  5  2.60        1.82           174.42 
135  5  2.55        1.80           177.11 
140  5  2.14        1.64           179.75 
145  5  1.42        1.39           177.62 
150  5  0.35        1.08           175.03 
155  5  -1.06        0.78           172.57 
160  5  -2.90        0.51           170.32 
165  5  -5.35        0.29           168.35 
170  5  -8.84        0.13           166.83 
175  5  -14.83        0.03           165.89 
180  5  -57.14        0.00           171.58 
0  10  -57.14        0.00           8.42 
5  10  -14.97        0.03           165.80 
10  10  -8.91        0.13           166.80 
15  10  -5.39        0.29           168.34 
20  10  -2.93        0.51           170.32 
25  10  -1.08        0.78           172.58 
30  10  0.33        1.08           175.04 
35  10  1.40        1.38           177.63 
40  10  2.13        1.63           179.74 
45  10  2.53        1.79           177.10 
50  10  2.59        1.82           174.41 
55  10  2.26        1.68           171.62 
60  10  1.53        1.42           168.55 
65  10  0.36        1.09           164.96 
70  10  -1.24        0.75           160.43 
75  10  -3.19        0.48           154.48 
80  10  -5.21        0.30           147.00 
85  10  -6.78        0.21           139.61 
90  10  -7.37        0.18           136.34 
95  10  -6.77        0.21           139.63 
100  10  -5.20        0.30           147.01 
105  10  -3.18        0.48           154.49 
110  10  -1.23        0.75           160.43 
115  10  0.38        1.09           164.96 
120  10  1.55        1.43           168.55 
125  10  2.28        1.69           171.62 
130  10  2.60        1.82           174.42 
135  10  2.55        1.80           177.11 
140  10  2.14        1.64           179.75 
145  10  1.42        1.39           177.62 
150  10  0.35        1.08           175.03 
155  10  -1.06        0.78           172.57 
160  10  -2.90        0.51           170.32 
165  10  -5.35        0.29           168.35 
170  10  -8.84        0.13           166.83 
175  10  -14.83        0.03           165.89 
180  10  -57.14        0.00           171.58 
0  15  -57.14        0.00           8.42 
5  15  -14.97        0.03           165.80 
10  15  -8.91        0.13           166.80 
15  15  -5.39        0.29           168.34 
20  15  -2.93        0.51           170.32 
25  15  -1.08        0.78           172.58 
30  15  0.33        1.08           175.04 
35  15  1.40        1.38           177.63 
40  15  2.13        1.63           179.74 
45  15  2.53        1.79           177.10 
50  15  2.59        1.82           174.41 
55  15  2.26        1.68           171.62 
60  15  1.53        1.42           168.55 
65  15  0.36        1.09           164.96 
70  15  -1.24        0.75           160.43 
75  15  -3.19        0.48           154.48 
80  15  -5.21        0.30           147.00 
85  15  -6.78        0.21           139.61 
90  15  -7.37        0.18           136.34 
95  15  -6.77        0.21           139.63 
100  15  -5.20        0.30           147.01 
105  15  -3.18        0.48           154.49 
110  15  -1.23        0.75           160.43 
115  15  0.38        1.09           164.96 
120  15  1.55        1.43           168.55 
125  15  2.28        1.69           171.62 
130  15  2.60        1.82           174.42 
135  15  2.55        1.80           177.11 
140  15  2.14        1.64           179.75 
145  15  1.42        1.39           177.62 
150  15  0.35        1.08           175.03 
155  15  -1.06        0.78           172.57 
160  15  -2.90        0.51           170.32 
165  15  -5.35        0.29           168.35 
170  15  -8.84        0.13           166.83 
175  15  -14.83        0.03           165.89 
180  15  -57.14        0.00           171.58 
0  20  -57.14        0.00           8.42 
5  20  -14.97        0.03           165.80 
10  20  -8.91        0.13           166.80 
15  20  -5.39        0.29           168.34 
20  20  -2.93        0.51           170.32 
25  20  -1.08        0.78           172.58 
30  20  0.33        1.08           175.04 
35  20  1.40        1.38           177.63 
40  20  2.13        1.63           179.74 
45  20  2.53        1.79           177.10 
50  20  2.59        1.82           174.41 
55  20  2.26        1.68           171.62 
60  20  1.53        1.42           168.55 
65  20  0.36        1.09           164.96 
70  20  -1.24        0.75           160.43 
75  20  -3.19        0.48           154.48 
80  20  -5.21        0.30           147.00 
85  20  -6.78        0.21           139.61 
90  20  -7.37        0.18           136.34 
95  20  -6.77        0.21           139.63 
100  20  -5.20        0.30           147.01 
105  20  -3.18        0.48           154.49 
110  20  -1.23        0.75           160.43 
115  20  0.38        1.09           164.96 
120  20  1.55        1.43           168.55 
125  20  2.28        1.69           171.62 
130  20  2.60        1.82           174.42 
135  20  2.55        1.80           177.11 
140  20  2.14        1.64           179.75 
145  20  1.42        1.39           177.62 
150  20  0.35        1.08           175.03 
155  20  -1.06        0.78           172.57 
160  20  -2.90        0.51           170.32 
165  20  -5.35        0.29           168.35 
170  20  -8.84        0.13           166.83 
175  20  -14.83        0.03           165.89 
180  20  -57.14        0.00           171.58 
0  25  -57.14        0.00           8.42 
5  25  -14.97        0.03           165.80 
10  25  -8.91        0.13           166.80 
15  25  -5.39        0.29           168.34 
20  25  -2.93        0.51           170.32 
25  25  -1.08        0.78           172.58 
30  25  0.33        1.08           175.04 
35  25  1.40        1.38           177.63 
40  25  2.13        1.63           179.74 
45  25  2.53        1.79           177.10 
50  25  2.59        1.82           174.41 
55  25  2.26        1.68           171.62 
60  25  1.53        1.42           168.55 
65  25  0.36        1.09           164.96 
70  25  -1.24        0.75           160.43 
75  25  -3.19        0.48           154.48 
80  25  -5.21        0.30           147.00 
85  25  -6.78        0.21           139.61 
90  25  -7.37        0.18           136.34 
95  25  -6.77        0.21           139.63 
100  25  -5.20        0.30           147.01 
105  25  -3.18        0.48           154.49 
110  25  -1.23        0.75           160.43 
115  25  0.38        1.09           164.96 
120  25  1.55        1.43           168.55 
125  25  2.28        1.69           171.62 
130  25  2.60        1.82           174.42 
135  25  2.55        1.80           177.11 
140  25  2.14        1.64           179.75 
145  25  1.42        1.39           177.62 
150  25  0.35        1.08           175.03 
155  25  -1.06        0.78           172.57 
160  25  -2.90        0.51           170.32 
165  25  -5.35        0.29           168.35 
170  25  -8.84        0.13           166.83 
175  25  -14.83        0.03           165.89 
180  25  -57.14        0.00           171.58 
0  30  -57.14        0.00           8.42 
5  30  -14.97        0.03           165.80 
10  30  -8.91        0.13           166.80 
15  30  -5.39        0.29           168.34 
20  30  -2.93        0.51           170.32 
25  30  -1.08        0.78           172.58 
30  30  0.33        1.08           175.04 
35  30  1.40        1.38           177.63 
40  30  2.13        1.63           179.74 
45  30  2.53        1.79           177.10 
50  30  2.59        1.82           174.41 
55  30  2.26        1.68           171.62 
60  30  1.53        1.42           168.55 
65  30  0.36        1.09           164.96 
70  30  -1.24        0.75           160.43 
75  30  -3.19        0.48           154.48 
80  30  -5.21        0.30           147.00 
85  30  -6.78        0.21           139.61 
90  30  -7.37        0.18           136.34 
95  30  -6.77        0.21           139.63 
100  30  -5.20        0.30           147.01 
105  30  -3.18        0.48           154.49 
110  30  -1.23        0.75           160.43 
115  30  0.38        1.09           164.96 
120  30  1.55        1.43           168.55 
125  30  2.28        1.69           171.62 
130  30  2.60        1.82           174.42 
135  30  2.55        1.80           177.11 
140  30  2.14        1.64           179.75 
145  30  1.42        1.39           177.62 
150  30  0.35        1.08           175.03 
155  30  -1.06        0.78           172.57 
160  30  -2.90        0.51           170.32 
165  30  -5.35        0.29           168.35 
170  30  -8.84        0.13           166.83 
175  30  -14.83        0.03           165.89 
180  30  -57.14        0.00           171.58 
0  35  -57.14        0.00           8.42 
5  35  -14.97        0.03           165.80 
10  35  -8.91        0.13           166.80 
15  35  -5.39        0.29           168.34 
20  35  -2.93        0.51           170.32 
25  35  -1.08        0.78           172.58 
30  35  0.33        1.08           175.04 
35  35  1.40        1.38           177.63 
40  35  2.13        1.63           179.74 
45  35  2.53        1.79           177.10 
50  35  2.59        1.82           174.41 
55  35  2.26        1.68           171.62 
60  35  1.53        1.42           168.55 
65  35  0.36        1.09           164.96 
70  35  -1.24        0.75           160.43 
75  35  -3.19        0.48           154.48 
80  35  -5.21        0.30           147.00 
85  35  -6.78        0.21           139.61 
90  35  -7.37        0.18           136.34 
95  35  -6.77        0.21           139.63 
100  35  -5.20        0.30           147.01 
105  35  -3.18        0.48           154.49 
110  35  -1.23        0.75           160.43 
115  35  0.38        1.09           164.96 
120  35  1.55        1.43           168.55 
125  35  2.28        1.69           171.62 
130  35  2.60        1.82           174.42 
135  35  2.55        1.80           177.11 
140  35  2.14        1.64           179.75 
145  35  1.42        1.39           177.62 
150  35  0.35        1.08           175.03 
155  35  -1.06        0.78           172.57 
160  35  -2.90        0.51           170.32 
165  35  -5.35        0.29           168.35 
170  35  -8.84        0.13           166.83 
175  35  -14.83        0.03           165.89 
180  35  -57.14        0.00           171.58 
0  40  -57.14        0.00           8.42 
5  40  -14.97        0.03           165.80 
10  40  -8.91        0.13           166.80 
15  40  -5.39        0.29           168.34 
20  40  -2.93        0.51           170.32 
25  40  -1.08        0.78           172.58 
30  40  0.33        1.08           175.04 
35  40  1.40        1.38           177.63 
40  40  2.13        1.63           179.74 
45  40  2.53        1.79           177.10 
50  40  2.59        1.82           174.41 
55  40  2.26        1.68           171.62 
60  40  1.53        1.42           168.55 
65  40  0.36        1.09           164.96 
70  40  -1.24        0.75           160.43 
75  40  -3.19        0.48           154.48 
80  40  -5.21        0.30           147.00 
85  40  -6.78        0.21           139.61 
90  40  -7.37        0.18           136.34 
95  40  -6.77        0.21           139.63 
100  40  -5.20        0.30           147.01 
105  40  -3.18        0.48           154.49 
110  40  -1.23        0.75           160.43 
115  40  0.38        1.09           164.96 
120  40  1.55        1.43           168.55 
125  40  2.28        1.69           171.62 
130  40  2.60        1.82           174.42 
135  40  2.55        1.80           177.11 
140  40  2.14        1.64           179.75 
145  40  1.42        1.39           177.62 
150  40  0.35        1.08           175.03 
155  40  -1.06        0.78           172.57 
160  40  -2.90        0.51           170.32 
165  40  -5.35        0.29           168.35 
170  40  -8.84        0.13           166.83 
175  40  -14.83        0.03           165.89 
180  40  -57.14        0.00           171.58 
0  45  -57.14        0.00           8.42 
5  45  -14.97        0.03           165.80 
10  45  -8.91        0.13           166.80 
15  45  -5.39        0.29           168.34 
20  45  -2.93        0.51           170.32 
25  45  -1.08        0.78           172.58 
30  45  0.33        1.08           175.04 
35  45  1.40        1.38           177.63 
40  45  2.13        1.63           179.74 
45  45  2.53        1.79           177.10 
50  45  2.59        1.82           174.41 
55  45  2.26        1.68           171.62 
60  45  1.53        1.42           168.55 
65  45  0.36        1.09           164.96 
70  45  -1.24        0.75           160.43 
75  45  -3.19        0.48           154.48 
80  45  -5.21        0.30           147.00 
85  45  -6.78        0.21           139.61 
90  45  -7.37        0.18           136.34 
95  45  -6.77        0.21           139.63 
100  45  -5.20        0.30           147.01 
105  45  -3.18        0.48           154.49 
110  45  -1.23        0.75           160.43 
115  45  0.38        1.09           164.96 
120  45  1.55        1.43           168.55 
125  45  2.28        1.69           171.62 
130  45  2.60        1.82           174.42 
135  45  2.55        1.80           177.11 
140  45  2.14        1.64           179.75 
145  45  1.42        1.39           177.62 
150  45  0.35        1.08           175.03 
155  45  -1.06        0.78           172.57 
160  45  -2.90        0.51           170.32 
165  45  -5.35        0.29           168.35 
170  45  -8.84        0.13           166.83 
175  45  -14.83        0.03           165.89 
180  45  -57.14        0.00           171.58 
0  50  -57.14        0.00           8.42 
5  50  -14.97        0.03           165.80 
10  50  -8.91        0.13           166.80 
15  50  -5.39        0.29           168.34 
20  50  -2.93        0.51           170.32 
25  50  -1.08        0.78           172.58 
30  50  0.33        1.08           175.04 
35  50  1.40        1.38           177.63 
40  50  2.13        1.63           179.74 
45  50  2.53        1.79           177.10 
50  50  2.59        1.82           174.41 
55  50  2.26        1.68           171.62 
60  50  1.53        1.42           168.55 
65  50  0.36        1.09           164.96 
70  50  -1.24        0.75           160.43 
75  50  -3.19        0.48           154.48 
80  50  -5.21        0.30           147.00 
85  50  -6.78        0.21           139.61 
90  50  -7.37        0.18           136.34 
95  50  -6.77        0.21           139.63 
100  50  -5.20        0.30           147.01 
105  50  -3.18        0.48           154.49 
110  50  -1.23        0.75           160.43 
115  50  0.38        1.09           164.96 
120  50  1.55        1.43           168.55 
125  50  2.28        1.69           171.62 
130  50  2.60        1.82           174.42 
135  50  2.55        1.80           177.11 
140  50  2.14        1.64           179.75 
145  50  1.42        1.39           177.62 
150  50  0.35        1.08           175.03 
155  50  -1.06        0.78           172.57 
160  50  -2.90        0.51           170.32 
165  50  -5.35        0.29           168.35 
170  50  -8.84        0.13           166.83 
175  50  -14.83        0.03           165.89 
180  50  -57.14        0.00           171.58 
0  55  -57.14        0.00           8.42 
5  55  -14.97        0.03           165.80 
10  55  -8.91        0.13           166.80 
15  55  -5.39        0.29           168.34 
20  55  -2.93        0.51           170.32 
25  55  -1.08        0.78           172.58 
30  55  0.33        1.08           175.04 
35  55  1.40        1.38           177.63 
40  55  2.13        1.63           179.74 
45  55  2.53        1.79           177.10 
50  55  2.59        1.82           174.41 
55  55  2.26        1.68           171.62 
60  55  1.53        1.42           168.55 
65  55  0.36        1.09           164.96 
70  55  -1.24        0.75           160.43 
75  55  -3.19        0.48           154.48 
80  55  -5.21        0.30           147.00 
85  55  -6.78        0.21           139.61 
90  55  -7.37        0.18           136.34 
95  55  -6.77        0.21           139.63 
100  55  -5.20        0.30           147.01 
105  55  -3.18        0.48           154.49 
110  55  -1.23        0.75           160.43 
115  55  0.38        1.09           164.96 
120  55  1.55        1.43           168.55 
125  55  2.28        1.69           171.62 
130  55  2.60        1.82           174.42 
135  55  2.55        1.80           177.11 
140  55  2.14        1.64           179.75 
145  55  1.42        1.39           177.62 
150  55  0.35        1.08           175.03 
155  55  -1.06        0.78           172.57 
160  55  -2.90        0.51           170.32 
165  55  -5.35        0.29           168.35 
170  55  -8.84        0.13           166.83 
175  55  -14.83        0.03           165.89 
180  55  -57.14        0.00           171.58 
0  60  -57.14        0.00           8.42 
5  60  -14.97        0.03           165.80 
10  60  -8.91        0.13           166.80 
15  60  -5.39        0.29           168.34 
20  60  -2.93        0.51           170.32 
25  60  -1.08        0.78           172.58 
30  60  0.33        1.08           175.04 
35  60  1.40        1.38           177.63 
40  60  2.13        1.63           179.74 
45  60  2.53        1.79           177.10 
50  60  2.59        1.82           174.41 
55  60  2.26        1.68           171.62 
60  60  1.53        1.42           168.55 
65  60  0.36        1.09           164.96 
70  60  -1.24        0.75           160.43 
75  60  -3.19        0.48           154.48 
80  60  -5.21        0.30           147.00 
85  60  -6.78        0.21           139.61 
90  60  -7.37        0.18           136.34 
95  60  -6.77        0.21           139.63 
100  60  -5.20        0.30           147.01 
105  60  -3.18        0.48           154.49 
110  60  -1.23        0.75           160.43 
115  60  0.38        1.09           164.96 
120  60  1.55        1.43           168.55 
125  60  2.28        1.69           171.62 
130  60  2.60        1.82           174.42 
135  60  2.55        1.80           177.11 
140  60  2.14        1.64           179.75 
145  60  1.42        1.39           177.62 
150  60  0.35        1.08           175.03 
155  60  -1.06        0.78           172.57 
160  60  -2.90        0.51           170.32 
165  60  -5.35        0.29           168.35 
170  60  -8.84        0.13           166.83 
175  60  -14.83        0.03           165.89 
180  60  -57.14        0.00           171.58 
0  65  -57.14        0.00           8.42 
5  65  -14.97        0.03           165.80 
10  65  -8.91        0.13           166.80 
15  65  -5.39        0.29           168.34 
20  65  -2.93        0.51           170.32 
25  65  -1.08        0.78           172.58 
30  65  0.33        1.08           175.04 
35  65  1.40        1.38           177.63 
40  65  2.13        1.63           179.74 
45  65  2.53        1.79           177.10 
50  65  2.59        1.82           174.41 
55  65  2.26        1.68           171.62 
60  65  1.53        1.42           168.55 
65  65  0.36        1.09           164.96 
70  65  -1.24        0.75           160.43 
75  65  -3.19        0.48           154.48 
80  65  -5.21        0.30           147.00 
85  65  -6.78        0.21           139.61 
90  65  -7.37        0.18           136.34 
95  65  -6.77        0.21           139.63 
100  65  -5.20        0.30           147.01 
105  65  -3.18        0.48           154.49 
110  65  -1.23        0.75           160.43 
115  65  0.38        1.09           164.96 
120  65  1.55        1.43           168.55 
125  65  2.28        1.69           171.62 
130  65  2.60        1.82           174.42 
135  65  2.55        1.80           177.11 
140  65  2.14        1.64           179.75 
145  65  1.42        1.39           177.62 
150  65  0.35        1.08           175.03 
155  65  -1.06        0.78           172.57 
160  65  -2.90        0.51           170.32 
165  65  -5.35        0.29           168.35 
170  65  -8.84        0.13           166.83 
