freq : 416.66 MHz
SWR : 4.17
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -57.13        0.00           3.73 
5  0  -17.34        0.02           -42.67 
10  0  -11.48        0.07           -43.73 
15  0  -8.18        0.15           -45.25 
20  0  -6.00        0.25           -47.38 
25  0  -4.47        0.36           -50.21 
30  0  -3.40        0.46           -53.88 
35  0  -2.65        0.54           -58.55 
40  0  -2.15        0.61           -64.47 
45  0  -1.80        0.66           -71.79 
50  0  -1.49        0.71           -80.45 
55  0  -1.13        0.77           -90.16 
60  0  -0.64        0.86           100.21 
65  0  -0.01        1.00           109.62 
70  0  0.69        1.17           117.65 
75  0  1.35        1.36           123.90 
80  0  1.88        1.54           128.25 
85  0  2.23        1.67           130.82 
90  0  2.35        1.72           131.66 
95  0  2.23        1.67           130.83 
100  0  1.89        1.55           128.27 
105  0  1.35        1.36           123.93 
110  0  0.69        1.17           117.70 
115  0  0.00        1.00           109.69 
120  0  -0.63        0.86           100.30 
125  0  -1.13        0.77           -90.28 
130  0  -1.50        0.71           -80.59 
135  0  -1.80        0.66           -71.94 
140  0  -2.16        0.61           -64.63 
145  0  -2.67        0.54           -58.72 
150  0  -3.42        0.45           -54.06 
155  0  -4.49        0.36           -50.42 
160  0  -6.02        0.25           -47.62 
165  0  -8.22        0.15           -45.55 
170  0  -11.54        0.07           -44.17 
175  0  -17.46        0.02           -43.53 
180  0  -57.13        0.00           176.27 
0  5  -57.13        0.00           3.73 
5  5  -17.34        0.02           -42.67 
10  5  -11.48        0.07           -43.73 
15  5  -8.18        0.15           -45.25 
20  5  -6.00        0.25           -47.38 
25  5  -4.47        0.36           -50.21 
30  5  -3.40        0.46           -53.88 
35  5  -2.65        0.54           -58.55 
40  5  -2.15        0.61           -64.47 
45  5  -1.80        0.66           -71.79 
50  5  -1.49        0.71           -80.45 
55  5  -1.13        0.77           -90.16 
60  5  -0.64        0.86           100.21 
65  5  -0.01        1.00           109.62 
70  5  0.69        1.17           117.65 
75  5  1.35        1.36           123.90 
80  5  1.88        1.54           128.25 
85  5  2.23        1.67           130.82 
90  5  2.35        1.72           131.66 
95  5  2.23        1.67           130.83 
100  5  1.89        1.55           128.27 
105  5  1.35        1.36           123.93 
110  5  0.69        1.17           117.70 
115  5  0.00        1.00           109.69 
120  5  -0.63        0.86           100.30 
125  5  -1.13        0.77           -90.28 
130  5  -1.50        0.71           -80.59 
135  5  -1.80        0.66           -71.94 
140  5  -2.16        0.61           -64.63 
145  5  -2.67        0.54           -58.72 
150  5  -3.42        0.45           -54.06 
155  5  -4.49        0.36           -50.42 
160  5  -6.02        0.25           -47.62 
165  5  -8.22        0.15           -45.55 
170  5  -11.54        0.07           -44.17 
175  5  -17.46        0.02           -43.53 
180  5  -57.13        0.00           176.27 
0  10  -57.13        0.00           3.73 
5  10  -17.34        0.02           -42.67 
10  10  -11.48        0.07           -43.73 
15  10  -8.18        0.15           -45.25 
20  10  -6.00        0.25           -47.38 
25  10  -4.47        0.36           -50.21 
30  10  -3.40        0.46           -53.88 
35  10  -2.65        0.54           -58.55 
40  10  -2.15        0.61           -64.47 
45  10  -1.80        0.66           -71.79 
50  10  -1.49        0.71           -80.45 
55  10  -1.13        0.77           -90.16 
60  10  -0.64        0.86           100.21 
65  10  -0.01        1.00           109.62 
70  10  0.69        1.17           117.65 
75  10  1.35        1.36           123.90 
80  10  1.88        1.54           128.25 
85  10  2.23        1.67           130.82 
90  10  2.35        1.72           131.66 
95  10  2.23        1.67           130.83 
100  10  1.89        1.55           128.27 
105  10  1.35        1.36           123.93 
110  10  0.69        1.17           117.70 
115  10  0.00        1.00           109.69 
120  10  -0.63        0.86           100.30 
125  10  -1.13        0.77           -90.28 
130  10  -1.50        0.71           -80.59 
135  10  -1.80        0.66           -71.94 
140  10  -2.16        0.61           -64.63 
145  10  -2.67        0.54           -58.72 
150  10  -3.42        0.45           -54.06 
155  10  -4.49        0.36           -50.42 
160  10  -6.02        0.25           -47.62 
165  10  -8.22        0.15           -45.55 
170  10  -11.54        0.07           -44.17 
175  10  -17.46        0.02           -43.53 
180  10  -57.13        0.00           176.27 
0  15  -57.13        0.00           3.73 
5  15  -17.34        0.02           -42.67 
10  15  -11.48        0.07           -43.73 
15  15  -8.18        0.15           -45.25 
20  15  -6.00        0.25           -47.38 
25  15  -4.47        0.36           -50.21 
30  15  -3.40        0.46           -53.88 
35  15  -2.65        0.54           -58.55 
40  15  -2.15        0.61           -64.47 
45  15  -1.80        0.66           -71.79 
50  15  -1.49        0.71           -80.45 
55  15  -1.13        0.77           -90.16 
60  15  -0.64        0.86           100.21 
65  15  -0.01        1.00           109.62 
70  15  0.69        1.17           117.65 
75  15  1.35        1.36           123.90 
80  15  1.88        1.54           128.25 
85  15  2.23        1.67           130.82 
90  15  2.35        1.72           131.66 
95  15  2.23        1.67           130.83 
100  15  1.89        1.55           128.27 
105  15  1.35        1.36           123.93 
110  15  0.69        1.17           117.70 
115  15  0.00        1.00           109.69 
120  15  -0.63        0.86           100.30 
125  15  -1.13        0.77           -90.28 
130  15  -1.50        0.71           -80.59 
135  15  -1.80        0.66           -71.94 
140  15  -2.16        0.61           -64.63 
145  15  -2.67        0.54           -58.72 
150  15  -3.42        0.45           -54.06 
155  15  -4.49        0.36           -50.42 
160  15  -6.02        0.25           -47.62 
165  15  -8.22        0.15           -45.55 
170  15  -11.54        0.07           -44.17 
175  15  -17.46        0.02           -43.53 
180  15  -57.13        0.00           176.27 
0  20  -57.13        0.00           3.73 
5  20  -17.34        0.02           -42.67 
10  20  -11.48        0.07           -43.73 
15  20  -8.18        0.15           -45.25 
20  20  -6.00        0.25           -47.38 
25  20  -4.47        0.36           -50.21 
30  20  -3.40        0.46           -53.88 
35  20  -2.65        0.54           -58.55 
40  20  -2.15        0.61           -64.47 
45  20  -1.80        0.66           -71.79 
