freq : 433.33 MHz
SWR : 3.84
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -57.37        0.00           3.54 
5  0  -16.36        0.02           -47.92 
10  0  -10.48        0.09           -48.86 
15  0  -7.17        0.19           -50.20 
20  0  -4.98        0.32           -52.05 
25  0  -3.46        0.45           -54.50 
30  0  -2.39        0.58           -57.65 
35  0  -1.68        0.68           -61.70 
40  0  -1.25        0.75           -66.90 
45  0  -1.02        0.79           -73.46 
50  0  -0.92        0.81           -81.57 
55  0  -0.81        0.83           -91.21 
60  0  -0.59        0.87           101.83 
65  0  -0.18        0.96           112.44 
70  0  0.39        1.09           121.91 
75  0  0.99        1.26           129.46 
80  0  1.52        1.42           134.80 
85  0  1.87        1.54           137.94 
90  0  1.99        1.58           138.97 
95  0  1.87        1.54           137.94 
100  0  1.52        1.42           134.81 
105  0  1.00        1.26           129.49 
110  0  0.39        1.09           121.96 
115  0  -0.17        0.96           112.51 
120  0  -0.58        0.87           101.92 
125  0  -0.81        0.83           -91.32 
130  0  -0.92        0.81           -81.70 
135  0  -1.03        0.79           -73.60 
140  0  -1.25        0.75           -67.04 
145  0  -1.69        0.68           -61.85 
150  0  -2.40        0.58           -57.81 
155  0  -3.47        0.45           -54.68 
160  0  -5.00        0.32           -52.27 
165  0  -7.20        0.19           -50.48 
170  0  -10.53        0.09           -49.27 
175  0  -16.45        0.02           -48.72 
180  0  -57.37        0.00           176.46 
0  5  -57.37        0.00           3.54 
5  5  -16.36        0.02           -47.92 
10  5  -10.48        0.09           -48.86 
15  5  -7.17        0.19           -50.20 
20  5  -4.98        0.32           -52.05 
25  5  -3.46        0.45           -54.50 
30  5  -2.39        0.58           -57.65 
35  5  -1.68        0.68           -61.70 
40  5  -1.25        0.75           -66.90 
45  5  -1.02        0.79           -73.46 
50  5  -0.92        0.81           -81.57 
55  5  -0.81        0.83           -91.21 
60  5  -0.59        0.87           101.83 
65  5  -0.18        0.96           112.44 
70  5  0.39        1.09           121.91 
75  5  0.99        1.26           129.46 
80  5  1.52        1.42           134.80 
85  5  1.87        1.54           137.94 
90  5  1.99        1.58           138.97 
95  5  1.87        1.54           137.94 
100  5  1.52        1.42           134.81 
105  5  1.00        1.26           129.49 
110  5  0.39        1.09           121.96 
115  5  -0.17        0.96           112.51 
120  5  -0.58        0.87           101.92 
125  5  -0.81        0.83           -91.32 
130  5  -0.92        0.81           -81.70 
135  5  -1.03        0.79           -73.60 
140  5  -1.25        0.75           -67.04 
145  5  -1.69        0.68           -61.85 
150  5  -2.40        0.58           -57.81 
155  5  -3.47        0.45           -54.68 
160  5  -5.00        0.32           -52.27 
165  5  -7.20        0.19           -50.48 
170  5  -10.53        0.09           -49.27 
175  5  -16.45        0.02           -48.72 
180  5  -57.37        0.00           176.46 
0  10  -57.37        0.00           3.54 
5  10  -16.36        0.02           -47.92 
10  10  -10.48        0.09           -48.86 
15  10  -7.17        0.19           -50.20 
20  10  -4.98        0.32           -52.05 
25  10  -3.46        0.45           -54.50 
30  10  -2.39        0.58           -57.65 
35  10  -1.68        0.68           -61.70 
40  10  -1.25        0.75           -66.90 
45  10  -1.02        0.79           -73.46 
50  10  -0.92        0.81           -81.57 
55  10  -0.81        0.83           -91.21 
60  10  -0.59        0.87           101.83 
