freq : 733.33 MHz
SWR : 5.76
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -47.16        0.00           1.69 
5  0  -13.95        0.04           146.35 
10  0  -8.03        0.16           144.83 
15  0  -4.78        0.33           141.79 
20  0  -2.69        0.54           137.39 
25  0  -1.25        0.75           131.70 
30  0  -0.23        0.95           124.72 
35  0  0.54        1.13           116.68 
40  0  1.14        1.30           108.18 
45  0  1.61        1.45           99.91 
50  0  1.91        1.55           92.83 
55  0  1.93        1.56           87.72 
60  0  1.54        1.43           85.33 
65  0  0.67        1.17           86.58 
70  0  -0.65        0.86           92.76 
75  0  -2.07        0.62           105.01 
80  0  -2.92        0.51           121.22 
85  0  -2.99        0.50           134.36 
90  0  -2.88        0.52           139.12 
95  0  -2.99        0.50           134.41 
100  0  -2.92        0.51           121.32 
105  0  -2.08        0.62           105.14 
110  0  -0.66        0.86           92.92 
115  0  0.66        1.16           86.76 
120  0  1.54        1.43           85.54 
125  0  1.93        1.56           87.97 
130  0  1.92        1.56           93.12 
135  0  1.63        1.46           100.24 
140  0  1.16        1.31           108.53 
145  0  0.57        1.14           117.05 
150  0  -0.18        0.96           125.10 
155  0  -1.19        0.76           132.10 
160  0  -2.61        0.55           137.83 
165  0  -4.68        0.34           142.31 
170  0  -7.88        0.16           145.56 
175  0  -13.64        0.04           147.74 
180  0  -47.16        0.00           178.31 
0  5  -47.16        0.00           1.69 
5  5  -13.95        0.04           146.35 
10  5  -8.03        0.16           144.83 
15  5  -4.78        0.33           141.79 
20  5  -2.69        0.54           137.39 
25  5  -1.25        0.75           131.70 
30  5  -0.23        0.95           124.72 
35  5  0.54        1.13           116.68 
40  5  1.14        1.30           108.18 
45  5  1.61        1.45           99.91 
50  5  1.91        1.55           92.83 
55  5  1.93        1.56           87.72 
60  5  1.54        1.43           85.33 
65  5  0.67        1.17           86.58 
70  5  -0.65        0.86           92.76 
75  5  -2.07        0.62           105.01 
80  5  -2.92        0.51           121.22 
85  5  -2.99        0.50           134.36 
90  5  -2.88        0.52           139.12 
95  5  -2.99        0.50           134.41 
100  5  -2.92        0.51           121.32 
105  5  -2.08        0.62           105.14 
110  5  -0.66        0.86           92.92 
115  5  0.66        1.16           86.76 
120  5  1.54        1.43           85.54 
125  5  1.93        1.56           87.97 
130  5  1.92        1.56           93.12 
135  5  1.63        1.46           100.24 
140  5  1.16        1.31           108.53 
145  5  0.57        1.14           117.05 
150  5  -0.18        0.96           125.10 
155  5  -1.19        0.76           132.10 
160  5  -2.61        0.55           137.83 
165  5  -4.68        0.34           142.31 
170  5  -7.88        0.16           145.56 
175  5  -13.64        0.04           147.74 
180  5  -47.16        0.00           178.31 
0  10  -47.16        0.00           1.69 
5  10  -13.95        0.04           146.35 
10  10  -8.03        0.16           144.83 
15  10  -4.78        0.33           141.79 
20  10  -2.69        0.54           137.39 
25  10  -1.25        0.75           131.70 
30  10  -0.23        0.95           124.72 
35  10  0.54        1.13           116.68 
40  10  1.14        1.30           108.18 
45  10  1.61        1.45           99.91 
50  10  1.91        1.55           92.83 
55  10  1.93        1.56           87.72 
60  10  1.54        1.43           85.33 
65  10  0.67        1.17           86.58 
70  10  -0.65        0.86           92.76 
75  10  -2.07        0.62           105.01 
80  10  -2.92        0.51           121.22 
85  10  -2.99        0.50           134.36 
90  10  -2.88        0.52           139.12 
95  10  -2.99        0.50           134.41 
100  10  -2.92        0.51           121.32 
105  10  -2.08        0.62           105.14 
110  10  -0.66        0.86           92.92 
115  10  0.66        1.16           86.76 
120  10  1.54        1.43           85.54 
125  10  1.93        1.56           87.97 
130  10  1.92        1.56           93.12 
135  10  1.63        1.46           100.24 
140  10  1.16        1.31           108.53 
145  10  0.57        1.14           117.05 
150  10  -0.18        0.96           125.10 
155  10  -1.19        0.76           132.10 
160  10  -2.61        0.55           137.83 
165  10  -4.68        0.34           142.31 
170  10  -7.88        0.16           145.56 
175  10  -13.64        0.04           147.74 
180  10  -47.16        0.00           178.31 
0  15  -47.16        0.00           1.69 
5  15  -13.95        0.04           146.35 
10  15  -8.03        0.16           144.83 
15  15  -4.78        0.33           141.79 
20  15  -2.69        0.54           137.39 
25  15  -1.25        0.75           131.70 
30  15  -0.23        0.95           124.72 
35  15  0.54        1.13           116.68 
40  15  1.14        1.30           108.18 
45  15  1.61        1.45           99.91 
50  15  1.91        1.55           92.83 
55  15  1.93        1.56           87.72 
60  15  1.54        1.43           85.33 
65  15  0.67        1.17           86.58 
70  15  -0.65        0.86           92.76 
75  15  -2.07        0.62           105.01 
80  15  -2.92        0.51           121.22 
85  15  -2.99        0.50           134.36 
90  15  -2.88        0.52           139.12 
95  15  -2.99        0.50           134.41 
100  15  -2.92        0.51           121.32 
105  15  -2.08        0.62           105.14 
110  15  -0.66        0.86           92.92 
115  15  0.66        1.16           86.76 
120  15  1.54        1.43           85.54 
125  15  1.93        1.56           87.97 
