freq : 466.66 MHz
SWR : 3.52
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -58.32        0.00           3.02 
5  0  -14.89        0.03           -68.10 
10  0  -8.98        0.13           -68.90 
15  0  -5.64        0.27           -69.99 
20  0  -3.40        0.46           -71.47 
25  0  -1.83        0.66           -73.36 
30  0  -0.73        0.85           -75.75 
35  0  0.00        1.00           -78.77 
40  0  0.40        1.10           -82.63 
45  0  0.51        1.12           -87.55 
50  0  0.39        1.09           -93.88 
55  0  0.09        1.02           102.01 
60  0  -0.25        0.94           112.08 
65  0  -0.45        0.90           123.71 
70  0  -0.39        0.91           135.65 
75  0  -0.08        0.98           146.16 
80  0  0.33        1.08           154.03 
85  0  0.65        1.16           158.74 
90  0  0.77        1.19           160.31 
95  0  0.65        1.16           158.74 
100  0  0.33        1.08           154.04 
105  0  -0.07        0.98           146.18 
110  0  -0.38        0.92           135.69 
115  0  -0.44        0.90           123.77 
120  0  -0.24        0.95           112.15 
125  0  0.09        1.02           102.09 
130  0  0.39        1.09           -93.98 
135  0  0.52        1.13           -87.65 
140  0  0.40        1.10           -82.74 
145  0  0.00        1.00           -78.89 
150  0  -0.73        0.85           -75.88 
155  0  -1.83        0.66           -73.52 
160  0  -3.41        0.46           -71.66 
165  0  -5.65        0.27           -70.24 
170  0  -9.00        0.13           -69.26 
175  0  -14.93        0.03           -68.83 
180  0  -58.32        0.00           176.98 
0  5  -58.32        0.00           3.02 
5  5  -14.89        0.03           -68.10 
10  5  -8.98        0.13           -68.90 
15  5  -5.64        0.27           -69.99 
20  5  -3.40        0.46           -71.47 
25  5  -1.83        0.66           -73.36 
30  5  -0.73        0.85           -75.75 
35  5  0.00        1.00           -78.77 
40  5  0.40        1.10           -82.63 
45  5  0.51        1.12           -87.55 
50  5  0.39        1.09           -93.88 
55  5  0.09        1.02           102.01 
60  5  -0.25        0.94           112.08 
65  5  -0.45        0.90           123.71 
70  5  -0.39        0.91           135.65 
75  5  -0.08        0.98           146.16 
80  5  0.33        1.08           154.03 
85  5  0.65        1.16           158.74 
90  5  0.77        1.19           160.31 
95  5  0.65        1.16           158.74 
100  5  0.33        1.08           154.04 
105  5  -0.07        0.98           146.18 
110  5  -0.38        0.92           135.69 
115  5  -0.44        0.90           123.77 
120  5  -0.24        0.95           112.15 
125  5  0.09        1.02           102.09 
130  5  0.39        1.09           -93.98 
135  5  0.52        1.13           -87.65 
140  5  0.40        1.10           -82.74 
145  5  0.00        1.00           -78.89 
150  5  -0.73        0.85           -75.88 
155  5  -1.83        0.66           -73.52 
160  5  -3.41        0.46           -71.66 
165  5  -5.65        0.27           -70.24 
170  5  -9.00        0.13           -69.26 
175  5  -14.93        0.03           -68.83 
180  5  -58.32        0.00           176.98 
0  10  -58.32        0.00           3.02 
5  10  -14.89        0.03           -68.10 
10  10  -8.98        0.13           -68.90 
15  10  -5.64        0.27           -69.99 
20  10  -3.40        0.46           -71.47 
25  10  -1.83        0.66           -73.36 
30  10  -0.73        0.85           -75.75 
35  10  0.00        1.00           -78.77 
40  10  0.40        1.10           -82.63 
45  10  0.51        1.12           -87.55 
50  10  0.39        1.09           -93.88 
55  10  0.09        1.02           102.01 
60  10  -0.25        0.94           112.08 
65  10  -0.45        0.90           123.71 
70  10  -0.39        0.91           135.65 
75  10  -0.08        0.98           146.16 
80  10  0.33        1.08           154.03 
85  10  0.65        1.16           158.74 
90  10  0.77        1.19           160.31 
95  10  0.65        1.16           158.74 
100  10  0.33        1.08           154.04 
105  10  -0.07        0.98           146.18 
110  10  -0.38        0.92           135.69 
115  10  -0.44        0.90           123.77 
120  10  -0.24        0.95           112.15 
125  10  0.09        1.02           102.09 
130  10  0.39        1.09           -93.98 
135  10  0.52        1.13           -87.65 
140  10  0.40        1.10           -82.74 
145  10  0.00        1.00           -78.89 
150  10  -0.73        0.85           -75.88 
155  10  -1.83        0.66           -73.52 
160  10  -3.41        0.46           -71.66 
165  10  -5.65        0.27           -70.24 
170  10  -9.00        0.13           -69.26 
175  10  -14.93        0.03           -68.83 
180  10  -58.32        0.00           176.98 
0  15  -58.32        0.00           3.02 
5  15  -14.89        0.03           -68.10 
10  15  -8.98        0.13           -68.90 
15  15  -5.64        0.27           -69.99 
20  15  -3.40        0.46           -71.47 
25  15  -1.83        0.66           -73.36 
30  15  -0.73        0.85           -75.75 
35  15  0.00        1.00           -78.77 
40  15  0.40        1.10           -82.63 
45  15  0.51        1.12           -87.55 
50  15  0.39        1.09           -93.88 
55  15  0.09        1.02           102.01 
60  15  -0.25        0.94           112.08 
65  15  -0.45        0.90           123.71 
70  15  -0.39        0.91           135.65 
75  15  -0.08        0.98           146.16 
80  15  0.33        1.08           154.03 
85  15  0.65        1.16           158.74 
90  15  0.77        1.19           160.31 
95  15  0.65        1.16           158.74 
100  15  0.33        1.08           154.04 
105  15  -0.07        0.98           146.18 
110  15  -0.38        0.92           135.69 
115  15  -0.44        0.90           123.77 
120  15  -0.24        0.95           112.15 
125  15  0.09        1.02           102.09 
130  15  0.39        1.09           -93.98 
135  15  0.52        1.13           -87.65 
140  15  0.40        1.10           -82.74 
145  15  0.00        1.00           -78.89 
150  15  -0.73        0.85           -75.88 
155  15  -1.83        0.66           -73.52 
160  15  -3.41        0.46           -71.66 
165  15  -5.65        0.27           -70.24 
170  15  -9.00        0.13           -69.26 
175  15  -14.93        0.03           -68.83 
180  15  -58.32        0.00           176.98 
0  20  -58.32        0.00           3.02 
5  20  -14.89        0.03           -68.10 
10  20  -8.98        0.13           -68.90 
15  20  -5.64        0.27           -69.99 
20  20  -3.40        0.46           -71.47 
25  20  -1.83        0.66           -73.36 
30  20  -0.73        0.85           -75.75 
35  20  0.00        1.00           -78.77 
40  20  0.40        1.10           -82.63 
45  20  0.51        1.12           -87.55 
50  20  0.39        1.09           -93.88 
55  20  0.09        1.02           102.01 
60  20  -0.25        0.94           112.08 
65  20  -0.45        0.90           123.71 
70  20  -0.39        0.91           135.65 
75  20  -0.08        0.98           146.16 
80  20  0.33        1.08           154.03 
85  20  0.65        1.16           158.74 
90  20  0.77        1.19           160.31 
95  20  0.65        1.16           158.74 
100  20  0.33        1.08           154.04 
105  20  -0.07        0.98           146.18 
110  20  -0.38        0.92           135.69 
115  20  -0.44        0.90           123.77 
120  20  -0.24        0.95           112.15 
125  20  0.09        1.02           102.09 
130  20  0.39        1.09           -93.98 
135  20  0.52        1.13           -87.65 
140  20  0.40        1.10           -82.74 
145  20  0.00        1.00           -78.89 
150  20  -0.73        0.85           -75.88 
155  20  -1.83        0.66           -73.52 
160  20  -3.41        0.46           -71.66 
165  20  -5.65        0.27           -70.24 
170  20  -9.00        0.13           -69.26 
175  20  -14.93        0.03           -68.83 
180  20  -58.32        0.00           176.98 
0  25  -58.32        0.00           3.02 
5  25  -14.89        0.03           -68.10 
10  25  -8.98        0.13           -68.90 
15  25  -5.64        0.27           -69.99 
20  25  -3.40        0.46           -71.47 
25  25  -1.83        0.66           -73.36 
30  25  -0.73        0.85           -75.75 
35  25  0.00        1.00           -78.77 
40  25  0.40        1.10           -82.63 
45  25  0.51        1.12           -87.55 
50  25  0.39        1.09           -93.88 
55  25  0.09        1.02           102.01 
60  25  -0.25        0.94           112.08 
65  25  -0.45        0.90           123.71 
70  25  -0.39        0.91           135.65 
75  25  -0.08        0.98           146.16 
80  25  0.33        1.08           154.03 
85  25  0.65        1.16           158.74 
90  25  0.77        1.19           160.31 
95  25  0.65        1.16           158.74 
100  25  0.33        1.08           154.04 
105  25  -0.07        0.98           146.18 
110  25  -0.38        0.92           135.69 
115  25  -0.44        0.90           123.77 
120  25  -0.24        0.95           112.15 
125  25  0.09        1.02           102.09 
130  25  0.39        1.09           -93.98 
135  25  0.52        1.13           -87.65 
140  25  0.40        1.10           -82.74 
145  25  0.00        1.00           -78.89 
150  25  -0.73        0.85           -75.88 
155  25  -1.83        0.66           -73.52 
160  25  -3.41        0.46           -71.66 
165  25  -5.65        0.27           -70.24 
170  25  -9.00        0.13           -69.26 
175  25  -14.93        0.03           -68.83 
180  25  -58.32        0.00           176.98 
0  30  -58.32        0.00           3.02 
5  30  -14.89        0.03           -68.10 
10  30  -8.98        0.13           -68.90 
15  30  -5.64        0.27           -69.99 
20  30  -3.40        0.46           -71.47 
25  30  -1.83        0.66           -73.36 
30  30  -0.73        0.85           -75.75 
35  30  0.00        1.00           -78.77 
40  30  0.40        1.10           -82.63 
45  30  0.51        1.12           -87.55 
50  30  0.39        1.09           -93.88 
55  30  0.09        1.02           102.01 
60  30  -0.25        0.94           112.08 
65  30  -0.45        0.90           123.71 
70  30  -0.39        0.91           135.65 
75  30  -0.08        0.98           146.16 
80  30  0.33        1.08           154.03 
85  30  0.65        1.16           158.74 
90  30  0.77        1.19           160.31 
95  30  0.65        1.16           158.74 
100  30  0.33        1.08           154.04 
105  30  -0.07        0.98           146.18 
110  30  -0.38        0.92           135.69 
115  30  -0.44        0.90           123.77 
120  30  -0.24        0.95           112.15 
125  30  0.09        1.02           102.09 
130  30  0.39        1.09           -93.98 
135  30  0.52        1.13           -87.65 
140  30  0.40        1.10           -82.74 
145  30  0.00        1.00           -78.89 
150  30  -0.73        0.85           -75.88 
155  30  -1.83        0.66           -73.52 
160  30  -3.41        0.46           -71.66 
165  30  -5.65        0.27           -70.24 
170  30  -9.00        0.13           -69.26 
175  30  -14.93        0.03           -68.83 
180  30  -58.32        0.00           176.98 
0  35  -58.32        0.00           3.02 
5  35  -14.89        0.03           -68.10 
10  35  -8.98        0.13           -68.90 
15  35  -5.64        0.27           -69.99 
20  35  -3.40        0.46           -71.47 
25  35  -1.83        0.66           -73.36 
30  35  -0.73        0.85           -75.75 
35  35  0.00        1.00           -78.77 
40  35  0.40        1.10           -82.63 
45  35  0.51        1.12           -87.55 
50  35  0.39        1.09           -93.88 
55  35  0.09        1.02           102.01 
60  35  -0.25        0.94           112.08 
65  35  -0.45        0.90           123.71 
70  35  -0.39        0.91           135.65 
75  35  -0.08        0.98           146.16 
80  35  0.33        1.08           154.03 
85  35  0.65        1.16           158.74 
90  35  0.77        1.19           160.31 
95  35  0.65        1.16           158.74 
100  35  0.33        1.08           154.04 
105  35  -0.07        0.98           146.18 
110  35  -0.38        0.92           135.69 
115  35  -0.44        0.90           123.77 
120  35  -0.24        0.95           112.15 
125  35  0.09        1.02           102.09 
130  35  0.39        1.09           -93.98 
135  35  0.52        1.13           -87.65 
140  35  0.40        1.10           -82.74 
145  35  0.00        1.00           -78.89 
150  35  -0.73        0.85           -75.88 
155  35  -1.83        0.66           -73.52 
160  35  -3.41        0.46           -71.66 
165  35  -5.65        0.27           -70.24 
170  35  -9.00        0.13           -69.26 
175  35  -14.93        0.03           -68.83 
180  35  -58.32        0.00           176.98 
0  40  -58.32        0.00           3.02 
5  40  -14.89        0.03           -68.10 
10  40  -8.98        0.13           -68.90 
15  40  -5.64        0.27           -69.99 
20  40  -3.40        0.46           -71.47 
25  40  -1.83        0.66           -73.36 
30  40  -0.73        0.85           -75.75 
35  40  0.00        1.00           -78.77 
40  40  0.40        1.10           -82.63 
45  40  0.51        1.12           -87.55 
50  40  0.39        1.09           -93.88 
55  40  0.09        1.02           102.01 
60  40  -0.25        0.94           112.08 
65  40  -0.45        0.90           123.71 
70  40  -0.39        0.91           135.65 
75  40  -0.08        0.98           146.16 
80  40  0.33        1.08           154.03 
85  40  0.65        1.16           158.74 
90  40  0.77        1.19           160.31 
95  40  0.65        1.16           158.74 
100  40  0.33        1.08           154.04 
105  40  -0.07        0.98           146.18 
110  40  -0.38        0.92           135.69 
115  40  -0.44        0.90           123.77 
120  40  -0.24        0.95           112.15 
125  40  0.09        1.02           102.09 
130  40  0.39        1.09           -93.98 
135  40  0.52        1.13           -87.65 
140  40  0.40        1.10           -82.74 
145  40  0.00        1.00           -78.89 
150  40  -0.73        0.85           -75.88 
155  40  -1.83        0.66           -73.52 
160  40  -3.41        0.46           -71.66 
165  40  -5.65        0.27           -70.24 
170  40  -9.00        0.13           -69.26 
175  40  -14.93        0.03           -68.83 
180  40  -58.32        0.00           176.98 
0  45  -58.32        0.00           3.02 
5  45  -14.89        0.03           -68.10 
10  45  -8.98        0.13           -68.90 
15  45  -5.64        0.27           -69.99 
20  45  -3.40        0.46           -71.47 
