freq : 533.33 MHz
SWR : 3.68
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -58.40        0.00           4.41 
5  0  -14.21        0.04           126.50 
10  0  -8.21        0.15           127.29 
15  0  -4.76        0.33           128.39 
20  0  -2.39        0.58           129.80 
25  0  -0.67        0.86           131.48 
30  0  0.61        1.15           133.40 
35  0  1.52        1.42           135.60 
40  0  2.08        1.61           138.11 
45  0  2.31        1.70           140.98 
50  0  2.20        1.66           144.41 
55  0  1.73        1.49           148.65 
60  0  0.92        1.24           154.12 
65  0  -0.20        0.95           161.42 
70  0  -1.50        0.71           171.12 
75  0  -2.70        0.54           176.87 
80  0  -3.49        0.45           164.47 
85  0  -3.82        0.41           155.22 
90  0  -3.88        0.41           151.82 
95  0  -3.81        0.42           155.23 
100  0  -3.48        0.45           164.49 
105  0  -2.68        0.54           176.88 
110  0  -1.48        0.71           171.13 
115  0  -0.19        0.96           161.44 
120  0  0.93        1.24           154.16 
125  0  1.74        1.49           148.69 
130  0  2.21        1.66           144.46 
135  0  2.32        1.71           141.03 
140  0  2.09        1.62           138.17 
145  0  1.53        1.42           135.67 
150  0  0.62        1.15           133.48 
155  0  -0.65        0.86           131.58 
160  0  -2.38        0.58           129.92 
165  0  -4.74        0.34           128.55 
170  0  -8.17        0.15           127.55 
175  0  -14.14        0.04           127.03 
180  0  -58.40        0.00           175.59 
0  5  -58.40        0.00           4.41 
5  5  -14.21        0.04           126.50 
10  5  -8.21        0.15           127.29 
15  5  -4.76        0.33           128.39 
20  5  -2.39        0.58           129.80 
25  5  -0.67        0.86           131.48 
30  5  0.61        1.15           133.40 
35  5  1.52        1.42           135.60 
40  5  2.08        1.61           138.11 
45  5  2.31        1.70           140.98 
50  5  2.20        1.66           144.41 
55  5  1.73        1.49           148.65 
60  5  0.92        1.24           154.12 
65  5  -0.20        0.95           161.42 
70  5  -1.50        0.71           171.12 
75  5  -2.70        0.54           176.87 
80  5  -3.49        0.45           164.47 
85  5  -3.82        0.41           155.22 
90  5  -3.88        0.41           151.82 
95  5  -3.81        0.42           155.23 
100  5  -3.48        0.45           164.49 
105  5  -2.68        0.54           176.88 
110  5  -1.48        0.71           171.13 
115  5  -0.19        0.96           161.44 
120  5  0.93        1.24           154.16 
125  5  1.74        1.49           148.69 
130  5  2.21        1.66           144.46 
135  5  2.32        1.71           141.03 
140  5  2.09        1.62           138.17 
145  5  1.53        1.42           135.67 
150  5  0.62        1.15           133.48 
155  5  -0.65        0.86           131.58 
160  5  -2.38        0.58           129.92 
165  5  -4.74        0.34           128.55 
170  5  -8.17        0.15           127.55 
175  5  -14.14        0.04           127.03 
180  5  -58.40        0.00           175.59 
0  10  -58.40        0.00           4.41 
5  10  -14.21        0.04           126.50 
10  10  -8.21        0.15           127.29 
15  10  -4.76        0.33           128.39 
20  10  -2.39        0.58           129.80 
25  10  -0.67        0.86           131.48 
30  10  0.61        1.15           133.40 
35  10  1.52        1.42           135.60 
40  10  2.08        1.61           138.11 
45  10  2.31        1.70           140.98 
50  10  2.20        1.66           144.41 
55  10  1.73        1.49           148.65 
60  10  0.92        1.24           154.12 
65  10  -0.20        0.95           161.42 
70  10  -1.50        0.71           171.12 
75  10  -2.70        0.54           176.87 
80  10  -3.49        0.45           164.47 
85  10  -3.82        0.41           155.22 
90  10  -3.88        0.41           151.82 
95  10  -3.81        0.42           155.23 
100  10  -3.48        0.45           164.49 
105  10  -2.68        0.54           176.88 
110  10  -1.48        0.71           171.13 
115  10  -0.19        0.96           161.44 
120  10  0.93        1.24           154.16 
125  10  1.74        1.49           148.69 
130  10  2.21        1.66           144.46 
135  10  2.32        1.71           141.03 
140  10  2.09        1.62           138.17 
145  10  1.53        1.42           135.67 
150  10  0.62        1.15           133.48 
155  10  -0.65        0.86           131.58 
160  10  -2.38        0.58           129.92 
165  10  -4.74        0.34           128.55 
170  10  -8.17        0.15           127.55 
175  10  -14.14        0.04           127.03 
180  10  -58.40        0.00           175.59 
0  15  -58.40        0.00           4.41 
5  15  -14.21        0.04           126.50 
10  15  -8.21        0.15           127.29 
15  15  -4.76        0.33           128.39 
20  15  -2.39        0.58           129.80 
25  15  -0.67        0.86           131.48 
30  15  0.61        1.15           133.40 
35  15  1.52        1.42           135.60 
40  15  2.08        1.61           138.11 
45  15  2.31        1.70           140.98 
50  15  2.20        1.66           144.41 
55  15  1.73        1.49           148.65 
60  15  0.92        1.24           154.12 
65  15  -0.20        0.95           161.42 
70  15  -1.50        0.71           171.12 
75  15  -2.70        0.54           176.87 
80  15  -3.49        0.45           164.47 
85  15  -3.82        0.41           155.22 
90  15  -3.88        0.41           151.82 
95  15  -3.81        0.42           155.23 
100  15  -3.48        0.45           164.49 
105  15  -2.68        0.54           176.88 
110  15  -1.48        0.71           171.13 
