freq : 316.66 MHz
SWR : 4.34
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -61.60        0.00           5.60 
5  0  -23.49        0.00           -60.49 
10  0  -17.48        0.02           -62.16 
15  0  -13.93        0.04           -64.47 
20  0  -11.37        0.07           -67.48 
25  0  -9.34        0.12           -71.10 
30  0  -7.61        0.17           -75.16 
35  0  -6.09        0.25           -79.46 
40  0  -4.70        0.34           -83.81 
45  0  -3.41        0.46           -88.05 
50  0  -2.23        0.60           -92.01 
55  0  -1.15        0.77           -95.56 
60  0  -0.19        0.96           -98.65 
65  0  0.65        1.16           101.26 
70  0  1.35        1.36           103.36 
75  0  1.91        1.55           104.98 
80  0  2.31        1.70           106.12 
85  0  2.55        1.80           106.80 
90  0  2.63        1.83           107.02 
95  0  2.55        1.80           106.80 
100  0  2.31        1.70           106.13 
105  0  1.91        1.55           104.99 
110  0  1.36        1.37           103.38 
115  0  0.66        1.16           101.29 
120  0  -0.18        0.96           -98.69 
125  0  -1.15        0.77           -95.62 
130  0  -2.22        0.60           -92.08 
135  0  -3.41        0.46           -88.14 
140  0  -4.69        0.34           -83.93 
145  0  -6.09        0.25           -79.61 
150  0  -7.61        0.17           -75.36 
155  0  -9.34        0.12           -71.35 
160  0  -11.38        0.07           -67.81 
165  0  -13.95        0.04           -64.90 
170  0  -17.51        0.02           -62.82 
175  0  -23.58        0.00           -61.80 
180  0  -61.60        0.00           174.40 
0  5  -61.60        0.00           5.60 
5  5  -23.49        0.00           -60.49 
10  5  -17.48        0.02           -62.16 
15  5  -13.93        0.04           -64.47 
20  5  -11.37        0.07           -67.48 
25  5  -9.34        0.12           -71.10 
30  5  -7.61        0.17           -75.16 
35  5  -6.09        0.25           -79.46 
40  5  -4.70        0.34           -83.81 
45  5  -3.41        0.46           -88.05 
50  5  -2.23        0.60           -92.01 
55  5  -1.15        0.77           -95.56 
60  5  -0.19        0.96           -98.65 
65  5  0.65        1.16           101.26 
70  5  1.35        1.36           103.36 
75  5  1.91        1.55           104.98 
80  5  2.31        1.70           106.12 
85  5  2.55        1.80           106.80 
90  5  2.63        1.83           107.02 
95  5  2.55        1.80           106.80 
100  5  2.31        1.70           106.13 
105  5  1.91        1.55           104.99 
110  5  1.36        1.37           103.38 
115  5  0.66        1.16           101.29 
120  5  -0.18        0.96           -98.69 
125  5  -1.15        0.77           -95.62 
130  5  -2.22        0.60           -92.08 
135  5  -3.41        0.46           -88.14 
140  5  -4.69        0.34           -83.93 
145  5  -6.09        0.25           -79.61 
150  5  -7.61        0.17           -75.36 
155  5  -9.34        0.12           -71.35 
160  5  -11.38        0.07           -67.81 
165  5  -13.95        0.04           -64.90 
170  5  -17.51        0.02           -62.82 
175  5  -23.58        0.00           -61.80 
180  5  -61.60        0.00           174.40 
0  10  -61.60        0.00           5.60 
5  10  -23.49        0.00           -60.49 
10  10  -17.48        0.02           -62.16 
15  10  -13.93        0.04           -64.47 
20  10  -11.37        0.07           -67.48 
25  10  -9.34        0.12           -71.10 
30  10  -7.61        0.17           -75.16 
35  10  -6.09        0.25           -79.46 
40  10  -4.70        0.34           -83.81 
45  10  -3.41        0.46           -88.05 
50  10  -2.23        0.60           -92.01 
55  10  -1.15        0.77           -95.56 
60  10  -0.19        0.96           -98.65 
65  10  0.65        1.16           101.26 
70  10  1.35        1.36           103.36 
75  10  1.91        1.55           104.98 
80  10  2.31        1.70           106.12 
85  10  2.55        1.80           106.80 
