freq : 450.00 MHz
SWR : 3.68
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -57.81        0.00           3.28 
5  0  -15.53        0.03           -56.34 
10  0  -9.64        0.11           -57.20 
15  0  -6.32        0.23           -58.39 
20  0  -4.11        0.39           -60.03 
25  0  -2.56        0.55           -62.17 
30  0  -1.49        0.71           -64.89 
35  0  -0.78        0.84           -68.37 
40  0  -0.37        0.92           -72.86 
45  0  -0.23        0.95           -78.59 
50  0  -0.27        0.94           -85.86 
55  0  -0.39        0.91           -94.91 
60  0  -0.46        0.90           105.55 
65  0  -0.33        0.93           116.96 
70  0  0.02        1.00           127.82 
75  0  0.52        1.13           136.82 
80  0  1.00        1.26           143.33 
85  0  1.35        1.36           147.17 
90  0  1.47        1.40           148.45 
95  0  1.35        1.36           147.18 
100  0  1.01        1.26           143.35 
105  0  0.52        1.13           136.84 
110  0  0.03        1.01           127.86 
115  0  -0.33        0.93           117.02 
120  0  -0.45        0.90           105.64 
125  0  -0.39        0.91           -95.01 
130  0  -0.27        0.94           -85.97 
135  0  -0.23        0.95           -78.71 
140  0  -0.38        0.92           -72.98 
145  0  -0.78        0.84           -68.51 
150  0  -1.49        0.71           -65.04 
155  0  -2.57        0.55           -62.34 
160  0  -4.12        0.39           -60.23 
165  0  -6.34        0.23           -58.65 
170  0  -9.67        0.11           -57.59 
175  0  -15.60        0.03           -57.11 
180  0  -57.81        0.00           176.72 
0  5  -57.81        0.00           3.28 
5  5  -15.53        0.03           -56.34 
10  5  -9.64        0.11           -57.20 
15  5  -6.32        0.23           -58.39 
20  5  -4.11        0.39           -60.03 
25  5  -2.56        0.55           -62.17 
30  5  -1.49        0.71           -64.89 
35  5  -0.78        0.84           -68.37 
40  5  -0.37        0.92           -72.86 
45  5  -0.23        0.95           -78.59 
50  5  -0.27        0.94           -85.86 
55  5  -0.39        0.91           -94.91 
60  5  -0.46        0.90           105.55 
65  5  -0.33        0.93           116.96 
70  5  0.02        1.00           127.82 
75  5  0.52        1.13           136.82 
80  5  1.00        1.26           143.33 
85  5  1.35        1.36           147.17 
90  5  1.47        1.40           148.45 
95  5  1.35        1.36           147.18 
100  5  1.01        1.26           143.35 
105  5  0.52        1.13           136.84 
110  5  0.03        1.01           127.86 
115  5  -0.33        0.93           117.02 
120  5  -0.45        0.90           105.64 
125  5  -0.39        0.91           -95.01 
130  5  -0.27        0.94           -85.97 
135  5  -0.23        0.95           -78.71 
140  5  -0.38        0.92           -72.98 
145  5  -0.78        0.84           -68.51 
150  5  -1.49        0.71           -65.04 
155  5  -2.57        0.55           -62.34 
160  5  -4.12        0.39           -60.23 
165  5  -6.34        0.23           -58.65 
170  5  -9.67        0.11           -57.59 
175  5  -15.60        0.03           -57.11 
180  5  -57.81        0.00           176.72 
0  10  -57.81        0.00           3.28 
5  10  -15.53        0.03           -56.34 
10  10  -9.64        0.11           -57.20 
15  10  -6.32        0.23           -58.39 
20  10  -4.11        0.39           -60.03 
25  10  -2.56        0.55           -62.17 
30  10  -1.49        0.71           -64.89 
35  10  -0.78        0.84           -68.37 
40  10  -0.37        0.92           -72.86 
45  10  -0.23        0.95           -78.59 
50  10  -0.27        0.94           -85.86 
55  10  -0.39        0.91           -94.91 
60  10  -0.46        0.90           105.55 
65  10  -0.33        0.93           116.96 
70  10  0.02        1.00           127.82 
75  10  0.52        1.13           136.82 
80  10  1.00        1.26           143.33 
85  10  1.35        1.36           147.17 
90  10  1.47        1.40           148.45 
95  10  1.35        1.36           147.18 
100  10  1.01        1.26           143.35 
105  10  0.52        1.13           136.84 
110  10  0.03        1.01           127.86 
115  10  -0.33        0.93           117.02 
120  10  -0.45        0.90           105.64 
125  10  -0.39        0.91           -95.01 
130  10  -0.27        0.94           -85.97 
135  10  -0.23        0.95           -78.71 
140  10  -0.38        0.92           -72.98 
145  10  -0.78        0.84           -68.51 
150  10  -1.49        0.71           -65.04 
155  10  -2.57        0.55           -62.34 
160  10  -4.12        0.39           -60.23 
165  10  -6.34        0.23           -58.65 
170  10  -9.67        0.11           -57.59 
175  10  -15.60        0.03           -57.11 
180  10  -57.81        0.00           176.72 
0  15  -57.81        0.00           3.28 
5  15  -15.53        0.03           -56.34 
10  15  -9.64        0.11           -57.20 
15  15  -6.32        0.23           -58.39 
20  15  -4.11        0.39           -60.03 
25  15  -2.56        0.55           -62.17 
30  15  -1.49        0.71           -64.89 
35  15  -0.78        0.84           -68.37 
40  15  -0.37        0.92           -72.86 
45  15  -0.23        0.95           -78.59 
50  15  -0.27        0.94           -85.86 
55  15  -0.39        0.91           -94.91 
60  15  -0.46        0.90           105.55 
65  15  -0.33        0.93           116.96 
70  15  0.02        1.00           127.82 
75  15  0.52        1.13           136.82 
80  15  1.00        1.26           143.33 
85  15  1.35        1.36           147.17 
90  15  1.47        1.40           148.45 
95  15  1.35        1.36           147.18 
100  15  1.01        1.26           143.35 
105  15  0.52        1.13           136.84 
110  15  0.03        1.01           127.86 
115  15  -0.33        0.93           117.02 
120  15  -0.45        0.90           105.64 
125  15  -0.39        0.91           -95.01 
130  15  -0.27        0.94           -85.97 
135  15  -0.23        0.95           -78.71 
140  15  -0.38        0.92           -72.98 
145  15  -0.78        0.84           -68.51 
150  15  -1.49        0.71           -65.04 
155  15  -2.57        0.55           -62.34 
160  15  -4.12        0.39           -60.23 
165  15  -6.34        0.23           -58.65 
170  15  -9.67        0.11           -57.59 
175  15  -15.60        0.03           -57.11 
180  15  -57.81        0.00           176.72 
0  20  -57.81        0.00           3.28 
5  20  -15.53        0.03           -56.34 
10  20  -9.64        0.11           -57.20 
15  20  -6.32        0.23           -58.39 
20  20  -4.11        0.39           -60.03 
25  20  -2.56        0.55           -62.17 
30  20  -1.49        0.71           -64.89 
35  20  -0.78        0.84           -68.37 
40  20  -0.37        0.92           -72.86 
45  20  -0.23        0.95           -78.59 
50  20  -0.27        0.94           -85.86 
55  20  -0.39        0.91           -94.91 
60  20  -0.46        0.90           105.55 
65  20  -0.33        0.93           116.96 
70  20  0.02        1.00           127.82 
75  20  0.52        1.13           136.82 
80  20  1.00        1.26           143.33 
85  20  1.35        1.36           147.17 
90  20  1.47        1.40           148.45 
95  20  1.35        1.36           147.18 
100  20  1.01        1.26           143.35 
105  20  0.52        1.13           136.84 
110  20  0.03        1.01           127.86 
115  20  -0.33        0.93           117.02 
120  20  -0.45        0.90           105.64 
125  20  -0.39        0.91           -95.01 
130  20  -0.27        0.94           -85.97 
135  20  -0.23        0.95           -78.71 
140  20  -0.38        0.92           -72.98 
145  20  -0.78        0.84           -68.51 
150  20  -1.49        0.71           -65.04 
155  20  -2.57        0.55           -62.34 
160  20  -4.12        0.39           -60.23 
165  20  -6.34        0.23           -58.65 
170  20  -9.67        0.11           -57.59 
175  20  -15.60        0.03           -57.11 
180  20  -57.81        0.00           176.72 
0  25  -57.81        0.00           3.28 
5  25  -15.53        0.03           -56.34 
10  25  -9.64        0.11           -57.20 
15  25  -6.32        0.23           -58.39 
20  25  -4.11        0.39           -60.03 
25  25  -2.56        0.55           -62.17 
30  25  -1.49        0.71           -64.89 
35  25  -0.78        0.84           -68.37 
40  25  -0.37        0.92           -72.86 
45  25  -0.23        0.95           -78.59 
50  25  -0.27        0.94           -85.86 
55  25  -0.39        0.91           -94.91 
60  25  -0.46        0.90           105.55 
65  25  -0.33        0.93           116.96 
70  25  0.02        1.00           127.82 
75  25  0.52        1.13           136.82 
80  25  1.00        1.26           143.33 
85  25  1.35        1.36           147.17 
90  25  1.47        1.40           148.45 
95  25  1.35        1.36           147.18 
100  25  1.01        1.26           143.35 
105  25  0.52        1.13           136.84 
110  25  0.03        1.01           127.86 
115  25  -0.33        0.93           117.02 
120  25  -0.45        0.90           105.64 
125  25  -0.39        0.91           -95.01 
130  25  -0.27        0.94           -85.97 
135  25  -0.23        0.95           -78.71 
140  25  -0.38        0.92           -72.98 
145  25  -0.78        0.84           -68.51 
150  25  -1.49        0.71           -65.04 
155  25  -2.57        0.55           -62.34 
160  25  -4.12        0.39           -60.23 
165  25  -6.34        0.23           -58.65 
170  25  -9.67        0.11           -57.59 
175  25  -15.60        0.03           -57.11 
180  25  -57.81        0.00           176.72 
0  30  -57.81        0.00           3.28 
5  30  -15.53        0.03           -56.34 
10  30  -9.64        0.11           -57.20 
15  30  -6.32        0.23           -58.39 
20  30  -4.11        0.39           -60.03 
25  30  -2.56        0.55           -62.17 
30  30  -1.49        0.71           -64.89 
35  30  -0.78        0.84           -68.37 
40  30  -0.37        0.92           -72.86 
45  30  -0.23        0.95           -78.59 
50  30  -0.27        0.94           -85.86 
55  30  -0.39        0.91           -94.91 
60  30  -0.46        0.90           105.55 
65  30  -0.33        0.93           116.96 
70  30  0.02        1.00           127.82 
75  30  0.52        1.13           136.82 
80  30  1.00        1.26           143.33 
85  30  1.35        1.36           147.17 
90  30  1.47        1.40           148.45 
95  30  1.35        1.36           147.18 
100  30  1.01        1.26           143.35 
105  30  0.52        1.13           136.84 
110  30  0.03        1.01           127.86 
115  30  -0.33        0.93           117.02 
120  30  -0.45        0.90           105.64 
125  30  -0.39        0.91           -95.01 
130  30  -0.27        0.94           -85.97 
135  30  -0.23        0.95           -78.71 
140  30  -0.38        0.92           -72.98 
145  30  -0.78        0.84           -68.51 
150  30  -1.49        0.71           -65.04 
155  30  -2.57        0.55           -62.34 
160  30  -4.12        0.39           -60.23 
165  30  -6.34        0.23           -58.65 
170  30  -9.67        0.11           -57.59 
175  30  -15.60        0.03           -57.11 
180  30  -57.81        0.00           176.72 
0  35  -57.81        0.00           3.28 
5  35  -15.53        0.03           -56.34 
10  35  -9.64        0.11           -57.20 
15  35  -6.32        0.23           -58.39 
20  35  -4.11        0.39           -60.03 
25  35  -2.56        0.55           -62.17 
30  35  -1.49        0.71           -64.89 
35  35  -0.78        0.84           -68.37 
40  35  -0.37        0.92           -72.86 
45  35  -0.23        0.95           -78.59 
50  35  -0.27        0.94           -85.86 
55  35  -0.39        0.91           -94.91 
60  35  -0.46        0.90           105.55 
65  35  -0.33        0.93           116.96 
70  35  0.02        1.00           127.82 
75  35  0.52        1.13           136.82 
80  35  1.00        1.26           143.33 
85  35  1.35        1.36           147.17 
90  35  1.47        1.40           148.45 
95  35  1.35        1.36           147.18 
100  35  1.01        1.26           143.35 
105  35  0.52        1.13           136.84 
110  35  0.03        1.01           127.86 
115  35  -0.33        0.93           117.02 
120  35  -0.45        0.90           105.64 
125  35  -0.39        0.91           -95.01 
130  35  -0.27        0.94           -85.97 
135  35  -0.23        0.95           -78.71 
140  35  -0.38        0.92           -72.98 
145  35  -0.78        0.84           -68.51 
150  35  -1.49        0.71           -65.04 
155  35  -2.57        0.55           -62.34 
160  35  -4.12        0.39           -60.23 
165  35  -6.34        0.23           -58.65 
170  35  -9.67        0.11           -57.59 
175  35  -15.60        0.03           -57.11 
180  35  -57.81        0.00           176.72 
0  40  -57.81        0.00           3.28 
5  40  -15.53        0.03           -56.34 
10  40  -9.64        0.11           -57.20 
15  40  -6.32        0.23           -58.39 
20  40  -4.11        0.39           -60.03 
25  40  -2.56        0.55           -62.17 
30  40  -1.49        0.71           -64.89 
35  40  -0.78        0.84           -68.37 
40  40  -0.37        0.92           -72.86 
45  40  -0.23        0.95           -78.59 
50  40  -0.27        0.94           -85.86 
55  40  -0.39        0.91           -94.91 
60  40  -0.46        0.90           105.55 
65  40  -0.33        0.93           116.96 
70  40  0.02        1.00           127.82 
75  40  0.52        1.13           136.82 
80  40  1.00        1.26           143.33 
85  40  1.35        1.36           147.17 
90  40  1.47        1.40           148.45 
95  40  1.35        1.36           147.18 
100  40  1.01        1.26           143.35 
105  40  0.52        1.13           136.84 
110  40  0.03        1.01           127.86 
115  40  -0.33        0.93           117.02 
120  40  -0.45        0.90           105.64 
125  40  -0.39        0.91           -95.01 
130  40  -0.27        0.94           -85.97 
135  40  -0.23        0.95           -78.71 
140  40  -0.38        0.92           -72.98 
145  40  -0.78        0.84           -68.51 
150  40  -1.49        0.71           -65.04 
155  40  -2.57        0.55           -62.34 
160  40  -4.12        0.39           -60.23 
165  40  -6.34        0.23           -58.65 
170  40  -9.67        0.11           -57.59 
175  40  -15.60        0.03           -57.11 
180  40  -57.81        0.00           176.72 
0  45  -57.81        0.00           3.28 
5  45  -15.53        0.03           -56.34 
10  45  -9.64        0.11           -57.20 
15  45  -6.32        0.23           -58.39 
20  45  -4.11        0.39           -60.03 
25  45  -2.56        0.55           -62.17 
30  45  -1.49        0.71           -64.89 
35  45  -0.78        0.84           -68.37 
40  45  -0.37        0.92           -72.86 
45  45  -0.23        0.95           -78.59 
50  45  -0.27        0.94           -85.86 
55  45  -0.39        0.91           -94.91 
60  45  -0.46        0.90           105.55 
65  45  -0.33        0.93           116.96 
70  45  0.02        1.00           127.82 
75  45  0.52        1.13           136.82 
80  45  1.00        1.26           143.33 
85  45  1.35        1.36           147.17 
90  45  1.47        1.40           148.45 
95  45  1.35        1.36           147.18 
100  45  1.01        1.26           143.35 
105  45  0.52        1.13           136.84 
110  45  0.03        1.01           127.86 
115  45  -0.33        0.93           117.02 
120  45  -0.45        0.90           105.64 
125  45  -0.39        0.91           -95.01 
130  45  -0.27        0.94           -85.97 
135  45  -0.23        0.95           -78.71 
140  45  -0.38        0.92           -72.98 
145  45  -0.78        0.84           -68.51 
150  45  -1.49        0.71           -65.04 
155  45  -2.57        0.55           -62.34 
160  45  -4.12        0.39           -60.23 
165  45  -6.34        0.23           -58.65 
170  45  -9.67        0.11           -57.59 
175  45  -15.60        0.03           -57.11 
180  45  -57.81        0.00           176.72 
0  50  -57.81        0.00           3.28 
5  50  -15.53        0.03           -56.34 
10  50  -9.64        0.11           -57.20 
15  50  -6.32        0.23           -58.39 
20  50  -4.11        0.39           -60.03 
25  50  -2.56        0.55           -62.17 
30  50  -1.49        0.71           -64.89 
35  50  -0.78        0.84           -68.37 
40  50  -0.37        0.92           -72.86 
45  50  -0.23        0.95           -78.59 
50  50  -0.27        0.94           -85.86 
55  50  -0.39        0.91           -94.91 
60  50  -0.46        0.90           105.55 
65  50  -0.33        0.93           116.96 
70  50  0.02        1.00           127.82 
75  50  0.52        1.13           136.82 
80  50  1.00        1.26           143.33 
85  50  1.35        1.36           147.17 
90  50  1.47        1.40           148.45 
