freq : 233.33 MHz
SWR : 2.81
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -72.82        0.00           -0.43 
5  0  -22.25        0.01           -46.66 
10  0  -16.19        0.02           -47.05 
15  0  -12.60        0.05           -47.60 
20  0  -10.02        0.10           -48.31 
25  0  -7.97        0.16           -49.15 
30  0  -6.28        0.24           -50.07 
35  0  -4.83        0.33           -51.03 
40  0  -3.57        0.44           -51.98 
45  0  -2.46        0.57           -52.91 
50  0  -1.48        0.71           -53.81 
55  0  -0.63        0.86           -54.64 
60  0  0.10        1.02           -55.39 
65  0  0.72        1.18           -56.03 
70  0  1.23        1.33           -56.56 
75  0  1.62        1.45           -56.99 
80  0  1.90        1.55           -57.30 
85  0  2.07        1.61           -57.48 
90  0  2.13        1.63           -57.54 
95  0  2.07        1.61           -57.48 
100  0  1.90        1.55           -57.30 
105  0  1.62        1.45           -56.99 
110  0  1.23        1.33           -56.57 
115  0  0.72        1.18           -56.04 
120  0  0.10        1.02           -55.40 
125  0  -0.63        0.86           -54.66 
130  0  -1.48        0.71           -53.82 
135  0  -2.46        0.57           -52.93 
140  0  -3.57        0.44           -52.00 
145  0  -4.83        0.33           -51.05 
150  0  -6.28        0.24           -50.10 
155  0  -7.98        0.16           -49.19 
160  0  -10.02        0.10           -48.37 
165  0  -12.62        0.05           -47.68 
170  0  -16.21        0.02           -47.17 
175  0  -22.28        0.01           -46.90 
180  0  -72.82        0.00           179.57 
0  5  -72.82        0.00           -0.43 
5  5  -22.25        0.01           -46.66 
10  5  -16.19        0.02           -47.05 
15  5  -12.60        0.05           -47.60 
20  5  -10.02        0.10           -48.31 
25  5  -7.97        0.16           -49.15 
30  5  -6.28        0.24           -50.07 
35  5  -4.83        0.33           -51.03 
40  5  -3.57        0.44           -51.98 
45  5  -2.46        0.57           -52.91 
50  5  -1.48        0.71           -53.81 
55  5  -0.63        0.86           -54.64 
60  5  0.10        1.02           -55.39 
65  5  0.72        1.18           -56.03 
70  5  1.23        1.33           -56.56 
75  5  1.62        1.45           -56.99 
80  5  1.90        1.55           -57.30 
85  5  2.07        1.61           -57.48 
90  5  2.13        1.63           -57.54 
95  5  2.07        1.61           -57.48 
100  5  1.90        1.55           -57.30 
105  5  1.62        1.45           -56.99 
110  5  1.23        1.33           -56.57 
115  5  0.72        1.18           -56.04 
120  5  0.10        1.02           -55.40 
125  5  -0.63        0.86           -54.66 
130  5  -1.48        0.71           -53.82 
135  5  -2.46        0.57           -52.93 
140  5  -3.57        0.44           -52.00 
145  5  -4.83        0.33           -51.05 
150  5  -6.28        0.24           -50.10 
155  5  -7.98        0.16           -49.19 
160  5  -10.02        0.10           -48.37 
165  5  -12.62        0.05           -47.68 
170  5  -16.21        0.02           -47.17 
175  5  -22.28        0.01           -46.90 
180  5  -72.82        0.00           179.57 
0  10  -72.82        0.00           -0.43 
5  10  -22.25        0.01           -46.66 
10  10  -16.19        0.02           -47.05 
15  10  -12.60        0.05           -47.60 
20  10  -10.02        0.10           -48.31 
25  10  -7.97        0.16           -49.15 
30  10  -6.28        0.24           -50.07 
35  10  -4.83        0.33           -51.03 
40  10  -3.57        0.44           -51.98 
45  10  -2.46        0.57           -52.91 
50  10  -1.48        0.71           -53.81 
55  10  -0.63        0.86           -54.64 
60  10  0.10        1.02           -55.39 
65  10  0.72        1.18           -56.03 
70  10  1.23        1.33           -56.56 
75  10  1.62        1.45           -56.99 
80  10  1.90        1.55           -57.30 
85  10  2.07        1.61           -57.48 
90  10  2.13        1.63           -57.54 
95  10  2.07        1.61           -57.48 
100  10  1.90        1.55           -57.30 
105  10  1.62        1.45           -56.99 
110  10  1.23        1.33           -56.57 
115  10  0.72        1.18           -56.04 
120  10  0.10        1.02           -55.40 
125  10  -0.63        0.86           -54.66 
130  10  -1.48        0.71           -53.82 
135  10  -2.46        0.57           -52.93 
140  10  -3.57        0.44           -52.00 
145  10  -4.83        0.33           -51.05 
150  10  -6.28        0.24           -50.10 
155  10  -7.98        0.16           -49.19 
160  10  -10.02        0.10           -48.37 
165  10  -12.62        0.05           -47.68 
170  10  -16.21        0.02           -47.17 
175  10  -22.28        0.01           -46.90 
180  10  -72.82        0.00           179.57 
0  15  -72.82        0.00           -0.43 
5  15  -22.25        0.01           -46.66 
10  15  -16.19        0.02           -47.05 
15  15  -12.60        0.05           -47.60 
20  15  -10.02        0.10           -48.31 
25  15  -7.97        0.16           -49.15 
30  15  -6.28        0.24           -50.07 
35  15  -4.83        0.33           -51.03 
40  15  -3.57        0.44           -51.98 
45  15  -2.46        0.57           -52.91 
50  15  -1.48        0.71           -53.81 
55  15  -0.63        0.86           -54.64 
60  15  0.10        1.02           -55.39 
65  15  0.72        1.18           -56.03 
70  15  1.23        1.33           -56.56 
75  15  1.62        1.45           -56.99 
80  15  1.90        1.55           -57.30 
85  15  2.07        1.61           -57.48 
90  15  2.13        1.63           -57.54 
95  15  2.07        1.61           -57.48 
100  15  1.90        1.55           -57.30 
105  15  1.62        1.45           -56.99 
110  15  1.23        1.33           -56.57 
115  15  0.72        1.18           -56.04 
120  15  0.10        1.02           -55.40 
125  15  -0.63        0.86           -54.66 
130  15  -1.48        0.71           -53.82 
135  15  -2.46        0.57           -52.93 
140  15  -3.57        0.44           -52.00 
145  15  -4.83        0.33           -51.05 
150  15  -6.28        0.24           -50.10 
155  15  -7.98        0.16           -49.19 
160  15  -10.02        0.10           -48.37 
165  15  -12.62        0.05           -47.68 
170  15  -16.21        0.02           -47.17 
175  15  -22.28        0.01           -46.90 
180  15  -72.82        0.00           179.57 
0  20  -72.82        0.00           -0.43 
5  20  -22.25        0.01           -46.66 
10  20  -16.19        0.02           -47.05 
15  20  -12.60        0.05           -47.60 
20  20  -10.02        0.10           -48.31 
25  20  -7.97        0.16           -49.15 
30  20  -6.28        0.24           -50.07 
35  20  -4.83        0.33           -51.03 
40  20  -3.57        0.44           -51.98 
45  20  -2.46        0.57           -52.91 
50  20  -1.48        0.71           -53.81 
55  20  -0.63        0.86           -54.64 
60  20  0.10        1.02           -55.39 
65  20  0.72        1.18           -56.03 
70  20  1.23        1.33           -56.56 
75  20  1.62        1.45           -56.99 
80  20  1.90        1.55           -57.30 
85  20  2.07        1.61           -57.48 
90  20  2.13        1.63           -57.54 
95  20  2.07        1.61           -57.48 
100  20  1.90        1.55           -57.30 
105  20  1.62        1.45           -56.99 
110  20  1.23        1.33           -56.57 
115  20  0.72        1.18           -56.04 
120  20  0.10        1.02           -55.40 
125  20  -0.63        0.86           -54.66 
130  20  -1.48        0.71           -53.82 
135  20  -2.46        0.57           -52.93 
140  20  -3.57        0.44           -52.00 
145  20  -4.83        0.33           -51.05 
150  20  -6.28        0.24           -50.10 
155  20  -7.98        0.16           -49.19 
160  20  -10.02        0.10           -48.37 
165  20  -12.62        0.05           -47.68 
170  20  -16.21        0.02           -47.17 
175  20  -22.28        0.01           -46.90 
180  20  -72.82        0.00           179.57 
0  25  -72.82        0.00           -0.43 
5  25  -22.25        0.01           -46.66 
10  25  -16.19        0.02           -47.05 
15  25  -12.60        0.05           -47.60 
20  25  -10.02        0.10           -48.31 
25  25  -7.97        0.16           -49.15 
30  25  -6.28        0.24           -50.07 
35  25  -4.83        0.33           -51.03 
40  25  -3.57        0.44           -51.98 
45  25  -2.46        0.57           -52.91 
50  25  -1.48        0.71           -53.81 
55  25  -0.63        0.86           -54.64 
60  25  0.10        1.02           -55.39 
65  25  0.72        1.18           -56.03 
70  25  1.23        1.33           -56.56 
75  25  1.62        1.45           -56.99 
80  25  1.90        1.55           -57.30 
85  25  2.07        1.61           -57.48 
90  25  2.13        1.63           -57.54 
95  25  2.07        1.61           -57.48 
100  25  1.90        1.55           -57.30 
105  25  1.62        1.45           -56.99 
110  25  1.23        1.33           -56.57 
115  25  0.72        1.18           -56.04 
120  25  0.10        1.02           -55.40 
125  25  -0.63        0.86           -54.66 
130  25  -1.48        0.71           -53.82 
135  25  -2.46        0.57           -52.93 
140  25  -3.57        0.44           -52.00 
145  25  -4.83        0.33           -51.05 
150  25  -6.28        0.24           -50.10 
155  25  -7.98        0.16           -49.19 
160  25  -10.02        0.10           -48.37 
165  25  -12.62        0.05           -47.68 
170  25  -16.21        0.02           -47.17 
175  25  -22.28        0.01           -46.90 
180  25  -72.82        0.00           179.57 
0  30  -72.82        0.00           -0.43 
5  30  -22.25        0.01           -46.66 
10  30  -16.19        0.02           -47.05 
15  30  -12.60        0.05           -47.60 
20  30  -10.02        0.10           -48.31 
25  30  -7.97        0.16           -49.15 
30  30  -6.28        0.24           -50.07 
35  30  -4.83        0.33           -51.03 
40  30  -3.57        0.44           -51.98 
45  30  -2.46        0.57           -52.91 
50  30  -1.48        0.71           -53.81 
55  30  -0.63        0.86           -54.64 
60  30  0.10        1.02           -55.39 
65  30  0.72        1.18           -56.03 
70  30  1.23        1.33           -56.56 
75  30  1.62        1.45           -56.99 
80  30  1.90        1.55           -57.30 
85  30  2.07        1.61           -57.48 
90  30  2.13        1.63           -57.54 
95  30  2.07        1.61           -57.48 
100  30  1.90        1.55           -57.30 
105  30  1.62        1.45           -56.99 
110  30  1.23        1.33           -56.57 
115  30  0.72        1.18           -56.04 
120  30  0.10        1.02           -55.40 
125  30  -0.63        0.86           -54.66 
130  30  -1.48        0.71           -53.82 
135  30  -2.46        0.57           -52.93 
140  30  -3.57        0.44           -52.00 
145  30  -4.83        0.33           -51.05 
150  30  -6.28        0.24           -50.10 
155  30  -7.98        0.16           -49.19 
160  30  -10.02        0.10           -48.37 
165  30  -12.62        0.05           -47.68 
170  30  -16.21        0.02           -47.17 
175  30  -22.28        0.01           -46.90 
180  30  -72.82        0.00           179.57 
0  35  -72.82        0.00           -0.43 
5  35  -22.25        0.01           -46.66 
10  35  -16.19        0.02           -47.05 
15  35  -12.60        0.05           -47.60 
20  35  -10.02        0.10           -48.31 
25  35  -7.97        0.16           -49.15 
30  35  -6.28        0.24           -50.07 
35  35  -4.83        0.33           -51.03 
40  35  -3.57        0.44           -51.98 
45  35  -2.46        0.57           -52.91 
50  35  -1.48        0.71           -53.81 
55  35  -0.63        0.86           -54.64 
60  35  0.10        1.02           -55.39 
65  35  0.72        1.18           -56.03 
70  35  1.23        1.33           -56.56 
75  35  1.62        1.45           -56.99 
80  35  1.90        1.55           -57.30 
85  35  2.07        1.61           -57.48 
90  35  2.13        1.63           -57.54 
95  35  2.07        1.61           -57.48 
100  35  1.90        1.55           -57.30 
105  35  1.62        1.45           -56.99 
110  35  1.23        1.33           -56.57 
115  35  0.72        1.18           -56.04 
120  35  0.10        1.02           -55.40 
125  35  -0.63        0.86           -54.66 
130  35  -1.48        0.71           -53.82 
135  35  -2.46        0.57           -52.93 
140  35  -3.57        0.44           -52.00 
145  35  -4.83        0.33           -51.05 
150  35  -6.28        0.24           -50.10 
155  35  -7.98        0.16           -49.19 
160  35  -10.02        0.10           -48.37 
165  35  -12.62        0.05           -47.68 
170  35  -16.21        0.02           -47.17 
175  35  -22.28        0.01           -46.90 
180  35  -72.82        0.00           179.57 
0  40  -72.82        0.00           -0.43 
5  40  -22.25        0.01           -46.66 
10  40  -16.19        0.02           -47.05 
15  40  -12.60        0.05           -47.60 
20  40  -10.02        0.10           -48.31 
25  40  -7.97        0.16           -49.15 
30  40  -6.28        0.24           -50.07 
35  40  -4.83        0.33           -51.03 
40  40  -3.57        0.44           -51.98 
45  40  -2.46        0.57           -52.91 
50  40  -1.48        0.71           -53.81 
55  40  -0.63        0.86           -54.64 
60  40  0.10        1.02           -55.39 
65  40  0.72        1.18           -56.03 
70  40  1.23        1.33           -56.56 
75  40  1.62        1.45           -56.99 
80  40  1.90        1.55           -57.30 
85  40  2.07        1.61           -57.48 
90  40  2.13        1.63           -57.54 
95  40  2.07        1.61           -57.48 
100  40  1.90        1.55           -57.30 
105  40  1.62        1.45           -56.99 
110  40  1.23        1.33           -56.57 
115  40  0.72        1.18           -56.04 
120  40  0.10        1.02           -55.40 
125  40  -0.63        0.86           -54.66 
130  40  -1.48        0.71           -53.82 
135  40  -2.46        0.57           -52.93 
140  40  -3.57        0.44           -52.00 
145  40  -4.83        0.33           -51.05 
150  40  -6.28        0.24           -50.10 
155  40  -7.98        0.16           -49.19 
160  40  -10.02        0.10           -48.37 
165  40  -12.62        0.05           -47.68 
170  40  -16.21        0.02           -47.17 
175  40  -22.28        0.01           -46.90 
180  40  -72.82        0.00           179.57 
0  45  -72.82        0.00           -0.43 
5  45  -22.25        0.01           -46.66 
10  45  -16.19        0.02           -47.05 
15  45  -12.60        0.05           -47.60 
20  45  -10.02        0.10           -48.31 
25  45  -7.97        0.16           -49.15 
30  45  -6.28        0.24           -50.07 
35  45  -4.83        0.33           -51.03 
40  45  -3.57        0.44           -51.98 
45  45  -2.46        0.57           -52.91 
50  45  -1.48        0.71           -53.81 
55  45  -0.63        0.86           -54.64 
60  45  0.10        1.02           -55.39 
65  45  0.72        1.18           -56.03 
70  45  1.23        1.33           -56.56 
75  45  1.62        1.45           -56.99 
80  45  1.90        1.55           -57.30 
85  45  2.07        1.61           -57.48 
90  45  2.13        1.63           -57.54 
95  45  2.07        1.61           -57.48 
100  45  1.90        1.55           -57.30 
105  45  1.62        1.45           -56.99 
110  45  1.23        1.33           -56.57 
115  45  0.72        1.18           -56.04 
120  45  0.10        1.02           -55.40 
125  45  -0.63        0.86           -54.66 
130  45  -1.48        0.71           -53.82 
135  45  -2.46        0.57           -52.93 
140  45  -3.57        0.44           -52.00 
145  45  -4.83        0.33           -51.05 
150  45  -6.28        0.24           -50.10 
155  45  -7.98        0.16           -49.19 
160  45  -10.02        0.10           -48.37 
165  45  -12.62        0.05           -47.68 
170  45  -16.21        0.02           -47.17 
175  45  -22.28        0.01           -46.90 
180  45  -72.82        0.00           179.57 
0  50  -72.82        0.00           -0.43 
5  50  -22.25        0.01           -46.66 
10  50  -16.19        0.02           -47.05 
15  50  -12.60        0.05           -47.60 
20  50  -10.02        0.10           -48.31 
25  50  -7.97        0.16           -49.15 
30  50  -6.28        0.24           -50.07 
35  50  -4.83        0.33           -51.03 
40  50  -3.57        0.44           -51.98 
45  50  -2.46        0.57           -52.91 
50  50  -1.48        0.71           -53.81 
55  50  -0.63        0.86           -54.64 
60  50  0.10        1.02           -55.39 
65  50  0.72        1.18           -56.03 
70  50  1.23        1.33           -56.56 
75  50  1.62        1.45           -56.99 
80  50  1.90        1.55           -57.30 
85  50  2.07        1.61           -57.48 
90  50  2.13        1.63           -57.54 
95  50  2.07        1.61           -57.48 
100  50  1.90        1.55           -57.30 
105  50  1.62        1.45           -56.99 
110  50  1.23        1.33           -56.57 
115  50  0.72        1.18           -56.04 
120  50  0.10        1.02           -55.40 
125  50  -0.63        0.86           -54.66 
130  50  -1.48        0.71           -53.82 
135  50  -2.46        0.57           -52.93 
140  50  -3.57        0.44           -52.00 
145  50  -4.83        0.33           -51.05 
150  50  -6.28        0.24           -50.10 
155  50  -7.98        0.16           -49.19 
160  50  -10.02        0.10           -48.37 
165  50  -12.62        0.05           -47.68 
170  50  -16.21        0.02           -47.17 
175  50  -22.28        0.01           -46.90 
180  50  -72.82        0.00           179.57 
0  55  -72.82        0.00           -0.43 
5  55  -22.25        0.01           -46.66 
10  55  -16.19        0.02           -47.05 
15  55  -12.60        0.05           -47.60 
20  55  -10.02        0.10           -48.31 
25  55  -7.97        0.16           -49.15 
30  55  -6.28        0.24           -50.07 
35  55  -4.83        0.33           -51.03 
40  55  -3.57        0.44           -51.98 
45  55  -2.46        0.57           -52.91 
50  55  -1.48        0.71           -53.81 
55  55  -0.63        0.86           -54.64 
60  55  0.10        1.02           -55.39 
65  55  0.72        1.18           -56.03 
70  55  1.23        1.33           -56.56 
75  55  1.62        1.45           -56.99 
80  55  1.90        1.55           -57.30 
85  55  2.07        1.61           -57.48 
90  55  2.13        1.63           -57.54 
95  55  2.07        1.61           -57.48 
100  55  1.90        1.55           -57.30 
105  55  1.62        1.45           -56.99 
110  55  1.23        1.33           -56.57 
115  55  0.72        1.18           -56.04 
120  55  0.10        1.02           -55.40 
125  55  -0.63        0.86           -54.66 
130  55  -1.48        0.71           -53.82 
135  55  -2.46        0.57           -52.93 
140  55  -3.57        0.44           -52.00 
145  55  -4.83        0.33           -51.05 
150  55  -6.28        0.24           -50.10 
155  55  -7.98        0.16           -49.19 
160  55  -10.02        0.10           -48.37 
165  55  -12.62        0.05           -47.68 
170  55  -16.21        0.02           -47.17 
175  55  -22.28        0.01           -46.90 
180  55  -72.82        0.00           179.57 
0  60  -72.82        0.00           -0.43 
5  60  -22.25        0.01           -46.66 
10  60  -16.19        0.02           -47.05 
15  60  -12.60        0.05           -47.60 
20  60  -10.02        0.10           -48.31 
25  60  -7.97        0.16           -49.15 
30  60  -6.28        0.24           -50.07 
35  60  -4.83        0.33           -51.03 
40  60  -3.57        0.44           -51.98 
45  60  -2.46        0.57           -52.91 
50  60  -1.48        0.71           -53.81 
55  60  -0.63        0.86           -54.64 
60  60  0.10        1.02           -55.39 
65  60  0.72        1.18           -56.03 
70  60  1.23        1.33           -56.56 
75  60  1.62        1.45           -56.99 
80  60  1.90        1.55           -57.30 
85  60  2.07        1.61           -57.48 
90  60  2.13        1.63           -57.54 
95  60  2.07        1.61           -57.48 
100  60  1.90        1.55           -57.30 
105  60  1.62        1.45           -56.99 
110  60  1.23        1.33           -56.57 
115  60  0.72        1.18           -56.04 
120  60  0.10        1.02           -55.40 
125  60  -0.63        0.86           -54.66 
130  60  -1.48        0.71           -53.82 
135  60  -2.46        0.57           -52.93 
140  60  -3.57        0.44           -52.00 
145  60  -4.83        0.33           -51.05 
150  60  -6.28        0.24           -50.10 
155  60  -7.98        0.16           -49.19 
160  60  -10.02        0.10           -48.37 
165  60  -12.62        0.05           -47.68 
170  60  -16.21        0.02           -47.17 
175  60  -22.28        0.01           -46.90 
180  60  -72.82        0.00           179.57 
0  65  -72.82        0.00           -0.43 
5  65  -22.25        0.01           -46.66 
10  65  -16.19        0.02           -47.05 
15  65  -12.60        0.05           -47.60 
20  65  -10.02        0.10           -48.31 
25  65  -7.97        0.16           -49.15 
30  65  -6.28        0.24           -50.07 
35  65  -4.83        0.33           -51.03 
40  65  -3.57        0.44           -51.98 
45  65  -2.46        0.57           -52.91 
50  65  -1.48        0.71           -53.81 
55  65  -0.63        0.86           -54.64 
60  65  0.10        1.02           -55.39 
65  65  0.72        1.18           -56.03 
70  65  1.23        1.33           -56.56 
75  65  1.62        1.45           -56.99 
80  65  1.90        1.55           -57.30 
85  65  2.07        1.61           -57.48 
90  65  2.13        1.63           -57.54 
95  65  2.07        1.61           -57.48 
100  65  1.90        1.55           -57.30 
105  65  1.62        1.45           -56.99 
110  65  1.23        1.33           -56.57 
115  65  0.72        1.18           -56.04 
120  65  0.10        1.02           -55.40 
125  65  -0.63        0.86           -54.66 
130  65  -1.48        0.71           -53.82 
135  65  -2.46        0.57           -52.93 
140  65  -3.57        0.44           -52.00 
