freq : 783.33 MHz
SWR : 6.00
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -45.49        0.00           4.13 
5  0  -12.50        0.06           137.62 
10  0  -6.60        0.22           136.43 
15  0  -3.40        0.46           133.75 
20  0  -1.40        0.72           129.86 
25  0  -0.11        0.97           125.00 
30  0  0.69        1.17           119.07 
35  0  1.15        1.30           111.84 
40  0  1.37        1.37           103.40 
45  0  1.44        1.39           94.11 
50  0  1.42        1.39           85.04 
55  0  1.25        1.33           77.57 
60  0  0.82        1.21           73.22 
65  0  0.01        1.00           73.49 
70  0  -1.11        0.77           80.01 
75  0  -2.09        0.62           93.38 
80  0  -2.30        0.59           109.58 
85  0  -1.91        0.64           121.34 
90  0  -1.67        0.68           125.36 
95  0  -1.91        0.64           121.42 
100  0  -2.30        0.59           109.75 
105  0  -2.10        0.62           93.61 
110  0  -1.13        0.77           80.26 
115  0  -0.01        1.00           73.76 
120  0  0.80        1.20           73.51 
125  0  1.24        1.33           77.90 
130  0  1.42        1.39           85.40 
135  0  1.45        1.40           94.50 
140  0  1.39        1.38           103.81 
145  0  1.18        1.31           112.25 
150  0  0.73        1.18           119.50 
155  0  -0.06        0.99           125.47 
160  0  -1.34        0.73           130.39 
165  0  -3.32        0.47           134.40 
170  0  -6.47        0.23           137.36 
175  0  -12.23        0.06           139.41 
180  0  -45.49        0.00           175.87 
0  5  -45.49        0.00           4.13 
5  5  -12.50        0.06           137.62 
10  5  -6.60        0.22           136.43 
15  5  -3.40        0.46           133.75 
20  5  -1.40        0.72           129.86 
25  5  -0.11        0.97           125.00 
30  5  0.69        1.17           119.07 
35  5  1.15        1.30           111.84 
40  5  1.37        1.37           103.40 
45  5  1.44        1.39           94.11 
50  5  1.42        1.39           85.04 
55  5  1.25        1.33           77.57 
60  5  0.82        1.21           73.22 
65  5  0.01        1.00           73.49 
70  5  -1.11        0.77           80.01 
75  5  -2.09        0.62           93.38 
80  5  -2.30        0.59           109.58 
85  5  -1.91        0.64           121.34 
90  5  -1.67        0.68           125.36 
95  5  -1.91        0.64           121.42 
100  5  -2.30        0.59           109.75 
105  5  -2.10        0.62           93.61 
110  5  -1.13        0.77           80.26 
115  5  -0.01        1.00           73.76 
120  5  0.80        1.20           73.51 
125  5  1.24        1.33           77.90 
130  5  1.42        1.39           85.40 
135  5  1.45        1.40           94.50 
140  5  1.39        1.38           103.81 
145  5  1.18        1.31           112.25 
150  5  0.73        1.18           119.50 
155  5  -0.06        0.99           125.47 
160  5  -1.34        0.73           130.39 
165  5  -3.32        0.47           134.40 
170  5  -6.47        0.23           137.36 
175  5  -12.23        0.06           139.41 
180  5  -45.49        0.00           175.87 
0  10  -45.49        0.00           4.13 
5  10  -12.50        0.06           137.62 
10  10  -6.60        0.22           136.43 
15  10  -3.40        0.46           133.75 
20  10  -1.40        0.72           129.86 
25  10  -0.11        0.97           125.00 
30  10  0.69        1.17           119.07 
35  10  1.15        1.30           111.84 
40  10  1.37        1.37           103.40 
45  10  1.44        1.39           94.11 
50  10  1.42        1.39           85.04 
55  10  1.25        1.33           77.57 
60  10  0.82        1.21           73.22 
65  10  0.01        1.00           73.49 
70  10  -1.11        0.77           80.01 
75  10  -2.09        0.62           93.38 
80  10  -2.30        0.59           109.58 
85  10  -1.91        0.64           121.34 
90  10  -1.67        0.68           125.36 
95  10  -1.91        0.64           121.42 
100  10  -2.30        0.59           109.75 
105  10  -2.10        0.62           93.61 
110  10  -1.13        0.77           80.26 
115  10  -0.01        1.00           73.76 
120  10  0.80        1.20           73.51 
125  10  1.24        1.33           77.90 
130  10  1.42        1.39           85.40 
135  10  1.45        1.40           94.50 
140  10  1.39        1.38           103.81 
145  10  1.18        1.31           112.25 
150  10  0.73        1.18           119.50 
155  10  -0.06        0.99           125.47 
160  10  -1.34        0.73           130.39 
165  10  -3.32        0.47           134.40 
170  10  -6.47        0.23           137.36 
175  10  -12.23        0.06           139.41 
180  10  -45.49        0.00           175.87 
0  15  -45.49        0.00           4.13 
5  15  -12.50        0.06           137.62 
10  15  -6.60        0.22           136.43 
15  15  -3.40        0.46           133.75 
20  15  -1.40        0.72           129.86 
25  15  -0.11        0.97           125.00 
30  15  0.69        1.17           119.07 
35  15  1.15        1.30           111.84 
40  15  1.37        1.37           103.40 
45  15  1.44        1.39           94.11 
50  15  1.42        1.39           85.04 
55  15  1.25        1.33           77.57 
60  15  0.82        1.21           73.22 
65  15  0.01        1.00           73.49 
70  15  -1.11        0.77           80.01 
75  15  -2.09        0.62           93.38 
80  15  -2.30        0.59           109.58 
85  15  -1.91        0.64           121.34 
90  15  -1.67        0.68           125.36 
95  15  -1.91        0.64           121.42 
100  15  -2.30        0.59           109.75 
105  15  -2.10        0.62           93.61 
