freq : 666.66 MHz
SWR : 5.32
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -50.52        0.00           -0.06 
5  0  -16.07        0.02           147.36 
10  0  -10.00        0.10           145.81 
15  0  -6.50        0.22           142.98 
20  0  -4.04        0.39           139.23 
25  0  -2.17        0.61           134.86 
30  0  -0.67        0.86           130.16 
35  0  0.53        1.13           125.38 
40  0  1.45        1.40           120.85 
45  0  2.08        1.61           116.72 
50  0  2.39        1.73           113.14 
55  0  2.33        1.71           110.18 
60  0  1.86        1.53           107.89 
65  0  0.93        1.24           106.29 
70  0  -0.48        0.90           105.47 
75  0  -2.32        0.59           105.51 
80  0  -4.39        0.36           106.44 
85  0  -6.18        0.24           107.86 
90  0  -6.92        0.20           108.61 
95  0  -6.18        0.24           107.85 
100  0  -4.39        0.36           106.44 
105  0  -2.31        0.59           105.53 
110  0  -0.47        0.90           105.52 
115  0  0.94        1.24           106.36 
120  0  1.87        1.54           107.99 
125  0  2.34        1.71           110.31 
130  0  2.40        1.74           113.30 
135  0  2.10        1.62           116.91 
140  0  1.47        1.40           121.06 
145  0  0.55        1.14           125.63 
150  0  -0.63        0.86           130.43 
155  0  -2.12        0.61           135.17 
160  0  -3.98        0.40           139.58 
165  0  -6.41        0.23           143.41 
170  0  -9.87        0.10           146.41 
175  0  -15.80        0.03           148.49 
180  0  -50.52        0.00           179.94 
0  5  -50.52        0.00           -0.06 
5  5  -16.07        0.02           147.36 
10  5  -10.00        0.10           145.81 
15  5  -6.50        0.22           142.98 
20  5  -4.04        0.39           139.23 
25  5  -2.17        0.61           134.86 
30  5  -0.67        0.86           130.16 
35  5  0.53        1.13           125.38 
40  5  1.45        1.40           120.85 
45  5  2.08        1.61           116.72 
50  5  2.39        1.73           113.14 
55  5  2.33        1.71           110.18 
60  5  1.86        1.53           107.89 
65  5  0.93        1.24           106.29 
70  5  -0.48        0.90           105.47 
75  5  -2.32        0.59           105.51 
80  5  -4.39        0.36           106.44 
85  5  -6.18        0.24           107.86 
90  5  -6.92        0.20           108.61 
95  5  -6.18        0.24           107.85 
100  5  -4.39        0.36           106.44 
105  5  -2.31        0.59           105.53 
110  5  -0.47        0.90           105.52 
115  5  0.94        1.24           106.36 
120  5  1.87        1.54           107.99 
125  5  2.34        1.71           110.31 
130  5  2.40        1.74           113.30 
135  5  2.10        1.62           116.91 
