freq : 650.00 MHz
SWR : 5.11
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -51.72        0.00           1.85 
5  0  -15.96        0.03           151.92 
10  0  -9.88        0.10           150.46 
15  0  -6.36        0.23           147.86 
20  0  -3.88        0.41           144.45 
25  0  -1.99        0.63           140.51 
30  0  -0.48        0.90           136.29 
35  0  0.71        1.18           132.00 
40  0  1.61        1.45           127.93 
45  0  2.21        1.66           124.20 
50  0  2.47        1.77           120.95 
55  0  2.37        1.73           118.24 
60  0  1.86        1.53           116.12 
65  0  0.88        1.22           114.62 
70  0  -0.57        0.88           113.84 
75  0  -2.46        0.57           113.86 
80  0  -4.57        0.35           114.69 
85  0  -6.40        0.23           116.03 
90  0  -7.16        0.19           116.75 
95  0  -6.40        0.23           116.01 
100  0  -4.56        0.35           114.68 
105  0  -2.45        0.57           113.86 
110  0  -0.56        0.88           113.87 
115  0  0.89        1.23           114.67 
120  0  1.87        1.54           116.19 
125  0  2.39        1.73           118.34 
130  0  2.49        1.77           121.08 
135  0  2.22        1.67           124.35 
140  0  1.62        1.45           128.10 
145  0  0.73        1.18           132.19 
150  0  -0.45        0.90           136.51 
155  0  -1.95        0.64           140.76 
160  0  -3.83        0.41           144.74 
165  0  -6.28        0.24           148.21 
170  0  -9.76        0.11           150.95 
175  0  -15.71        0.03           152.83 
180  0  -51.72        0.00           178.15 
0  5  -51.72        0.00           1.85 
5  5  -15.96        0.03           151.92 
10  5  -9.88        0.10           150.46 
15  5  -6.36        0.23           147.86 
20  5  -3.88        0.41           144.45 
25  5  -1.99        0.63           140.51 
30  5  -0.48        0.90           136.29 
35  5  0.71        1.18           132.00 
40  5  1.61        1.45           127.93 
45  5  2.21        1.66           124.20 
50  5  2.47        1.77           120.95 
55  5  2.37        1.73           118.24 
60  5  1.86        1.53           116.12 
65  5  0.88        1.22           114.62 
70  5  -0.57        0.88           113.84 
75  5  -2.46        0.57           113.86 
80  5  -4.57        0.35           114.69 
85  5  -6.40        0.23           116.03 
90  5  -7.16        0.19           116.75 
95  5  -6.40        0.23           116.01 
100  5  -4.56        0.35           114.68 
105  5  -2.45        0.57           113.86 
110  5  -0.56        0.88           113.87 
115  5  0.89        1.23           114.67 
120  5  1.87        1.54           116.19 
125  5  2.39        1.73           118.34 
130  5  2.49        1.77           121.08 
135  5  2.22        1.67           124.35 
140  5  1.62        1.45           128.10 
145  5  0.73        1.18           132.19 
150  5  -0.45        0.90           136.51 
155  5  -1.95        0.64           140.76 
160  5  -3.83        0.41           144.74 
165  5  -6.28        0.24           148.21 
170  5  -9.76        0.11           150.95 
175  5  -15.71        0.03           152.83 
180  5  -51.72        0.00           178.15 
0  10  -51.72        0.00           1.85 
5  10  -15.96        0.03           151.92 
10  10  -9.88        0.10           150.46 
15  10  -6.36        0.23           147.86 
20  10  -3.88        0.41           144.45 
25  10  -1.99        0.63           140.51 
30  10  -0.48        0.90           136.29 
35  10  0.71        1.18           132.00 
40  10  1.61        1.45           127.93 
45  10  2.21        1.66           124.20 
50  10  2.47        1.77           120.95 
55  10  2.37        1.73           118.24 
60  10  1.86        1.53           116.12 
65  10  0.88        1.22           114.62 
70  10  -0.57        0.88           113.84 
75  10  -2.46        0.57           113.86 
80  10  -4.57        0.35           114.69 
85  10  -6.40        0.23           116.03 
90  10  -7.16        0.19           116.75 
95  10  -6.40        0.23           116.01 
100  10  -4.56        0.35           114.68 
105  10  -2.45        0.57           113.86 
110  10  -0.56        0.88           113.87 
115  10  0.89        1.23           114.67 
120  10  1.87        1.54           116.19 
125  10  2.39        1.73           118.34 
130  10  2.49        1.77           121.08 
135  10  2.22        1.67           124.35 
140  10  1.62        1.45           128.10 
145  10  0.73        1.18           132.19 
150  10  -0.45        0.90           136.51 
155  10  -1.95        0.64           140.76 
160  10  -3.83        0.41           144.74 
165  10  -6.28        0.24           148.21 
170  10  -9.76        0.11           150.95 
175  10  -15.71        0.03           152.83 
180  10  -51.72        0.00           178.15 
0  15  -51.72        0.00           1.85 
5  15  -15.96        0.03           151.92 
10  15  -9.88        0.10           150.46 
15  15  -6.36        0.23           147.86 
20  15  -3.88        0.41           144.45 
25  15  -1.99        0.63           140.51 
30  15  -0.48        0.90           136.29 
35  15  0.71        1.18           132.00 
40  15  1.61        1.45           127.93 
45  15  2.21        1.66           124.20 
50  15  2.47        1.77           120.95 
55  15  2.37        1.73           118.24 
60  15  1.86        1.53           116.12 
65  15  0.88        1.22           114.62 
70  15  -0.57        0.88           113.84 
75  15  -2.46        0.57           113.86 
80  15  -4.57        0.35           114.69 
85  15  -6.40        0.23           116.03 
90  15  -7.16        0.19           116.75 
95  15  -6.40        0.23           116.01 
100  15  -4.56        0.35           114.68 
