freq : 566.66 MHz
SWR : 4.00
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -57.77        0.00           7.28 
5  0  -14.66        0.03           152.35 
10  0  -8.62        0.14           153.26 
15  0  -5.12        0.31           154.61 
20  0  -2.69        0.54           156.34 
25  0  -0.88        0.82           158.34 
30  0  0.49        1.12           160.53 
35  0  1.51        1.42           162.90 
40  0  2.18        1.65           165.39 
45  0  2.53        1.79           167.99 
50  0  2.52        1.79           170.81 
55  0  2.14        1.64           173.93 
60  0  1.37        1.37           177.63 
65  0  0.18        1.04           177.76 
70  0  -1.39        0.73           171.61 
75  0  -3.21        0.48           163.43 
80  0  -4.92        0.32           153.43 
85  0  -6.09        0.25           144.27 
90  0  -6.48        0.22           140.48 
95  0  -6.08        0.25           144.29 
100  0  -4.91        0.32           153.45 
105  0  -3.19        0.48           163.44 
110  0  -1.38        0.73           171.61 
115  0  0.19        1.04           177.75 
120  0  1.38        1.37           177.64 
125  0  2.16        1.64           173.94 
130  0  2.54        1.79           170.82 
135  0  2.54        1.79           168.01 
140  0  2.20        1.66           165.41 
145  0  1.52        1.42           162.92 
150  0  0.51        1.12           160.55 
155  0  -0.86        0.82           158.37 
160  0  -2.66        0.54           156.40 
165  0  -5.08        0.31           154.69 
170  0  -8.57        0.14           153.39 
175  0  -14.55        0.04           152.63 
180  0  -57.77        0.00           172.72 
0  5  -57.77        0.00           7.28 
5  5  -14.66        0.03           152.35 
10  5  -8.62        0.14           153.26 
15  5  -5.12        0.31           154.61 
20  5  -2.69        0.54           156.34 
25  5  -0.88        0.82           158.34 
30  5  0.49        1.12           160.53 
35  5  1.51        1.42           162.90 
40  5  2.18        1.65           165.39 
45  5  2.53        1.79           167.99 
50  5  2.52        1.79           170.81 
55  5  2.14        1.64           173.93 
60  5  1.37        1.37           177.63 
65  5  0.18        1.04           177.76 
70  5  -1.39        0.73           171.61 
75  5  -3.21        0.48           163.43 
80  5  -4.92        0.32           153.43 
85  5  -6.09        0.25           144.27 
90  5  -6.48        0.22           140.48 
95  5  -6.08        0.25           144.29 
100  5  -4.91        0.32           153.45 
105  5  -3.19        0.48           163.44 
110  5  -1.38        0.73           171.61 
115  5  0.19        1.04           177.75 
120  5  1.38        1.37           177.64 
125  5  2.16        1.64           173.94 
130  5  2.54        1.79           170.82 
135  5  2.54        1.79           168.01 
140  5  2.20        1.66           165.41 
145  5  1.52        1.42           162.92 
150  5  0.51        1.12           160.55 
155  5  -0.86        0.82           158.37 
160  5  -2.66        0.54           156.40 
165  5  -5.08        0.31           154.69 
170  5  -8.57        0.14           153.39 
175  5  -14.55        0.04           152.63 
180  5  -57.77        0.00           172.72 
0  10  -57.77        0.00           7.28 
5  10  -14.66        0.03           152.35 
10  10  -8.62        0.14           153.26 
15  10  -5.12        0.31           154.61 
20  10  -2.69        0.54           156.34 
25  10  -0.88        0.82           158.34 
30  10  0.49        1.12           160.53 
35  10  1.51        1.42           162.90 
40  10  2.18        1.65           165.39 
45  10  2.53        1.79           167.99 
50  10  2.52        1.79           170.81 
55  10  2.14        1.64           173.93 
60  10  1.37        1.37           177.63 
65  10  0.18        1.04           177.76 
70  10  -1.39        0.73           171.61 
75  10  -3.21        0.48           163.43 
80  10  -4.92        0.32           153.43 
85  10  -6.09        0.25           144.27 
90  10  -6.48        0.22           140.48 
95  10  -6.08        0.25           144.29 
100  10  -4.91        0.32           153.45 
105  10  -3.19        0.48           163.44 
110  10  -1.38        0.73           171.61 
115  10  0.19        1.04           177.75 
120  10  1.38        1.37           177.64 
125  10  2.16        1.64           173.94 
130  10  2.54        1.79           170.82 
135  10  2.54        1.79           168.01 
140  10  2.20        1.66           165.41 
145  10  1.52        1.42           162.92 
150  10  0.51        1.12           160.55 
155  10  -0.86        0.82           158.37 
160  10  -2.66        0.54           156.40 
165  10  -5.08        0.31           154.69 
170  10  -8.57        0.14           153.39 
175  10  -14.55        0.04           152.63 
180  10  -57.77        0.00           172.72 
0  15  -57.77        0.00           7.28 
5  15  -14.66        0.03           152.35 
10  15  -8.62        0.14           153.26 
15  15  -5.12        0.31           154.61 
20  15  -2.69        0.54           156.34 
25  15  -0.88        0.82           158.34 
30  15  0.49        1.12           160.53 
35  15  1.51        1.42           162.90 
40  15  2.18        1.65           165.39 
45  15  2.53        1.79           167.99 
50  15  2.52        1.79           170.81 
55  15  2.14        1.64           173.93 
60  15  1.37        1.37           177.63 
65  15  0.18        1.04           177.76 
70  15  -1.39        0.73           171.61 
75  15  -3.21        0.48           163.43 
80  15  -4.92        0.32           153.43 
85  15  -6.09        0.25           144.27 
90  15  -6.48        0.22           140.48 
95  15  -6.08        0.25           144.29 
100  15  -4.91        0.32           153.45 
105  15  -3.19        0.48           163.44 
110  15  -1.38        0.73           171.61 
115  15  0.19        1.04           177.75 
120  15  1.38        1.37           177.64 
125  15  2.16        1.64           173.94 
130  15  2.54        1.79           170.82 
135  15  2.54        1.79           168.01 
140  15  2.20        1.66           165.41 
145  15  1.52        1.42           162.92 
150  15  0.51        1.12           160.55 
155  15  -0.86        0.82           158.37 
160  15  -2.66        0.54           156.40 
165  15  -5.08        0.31           154.69 
170  15  -8.57        0.14           153.39 
175  15  -14.55        0.04           152.63 
180  15  -57.77        0.00           172.72 
0  20  -57.77        0.00           7.28 
5  20  -14.66        0.03           152.35 
10  20  -8.62        0.14           153.26 
15  20  -5.12        0.31           154.61 
20  20  -2.69        0.54           156.34 
25  20  -0.88        0.82           158.34 
30  20  0.49        1.12           160.53 
35  20  1.51        1.42           162.90 
40  20  2.18        1.65           165.39 
45  20  2.53        1.79           167.99 
50  20  2.52        1.79           170.81 
55  20  2.14        1.64           173.93 
60  20  1.37        1.37           177.63 
65  20  0.18        1.04           177.76 
70  20  -1.39        0.73           171.61 
75  20  -3.21        0.48           163.43 
80  20  -4.92        0.32           153.43 
85  20  -6.09        0.25           144.27 
90  20  -6.48        0.22           140.48 
95  20  -6.08        0.25           144.29 
100  20  -4.91        0.32           153.45 
105  20  -3.19        0.48           163.44 
110  20  -1.38        0.73           171.61 
115  20  0.19        1.04           177.75 
120  20  1.38        1.37           177.64 
125  20  2.16        1.64           173.94 
130  20  2.54        1.79           170.82 
135  20  2.54        1.79           168.01 
140  20  2.20        1.66           165.41 
145  20  1.52        1.42           162.92 
150  20  0.51        1.12           160.55 
155  20  -0.86        0.82           158.37 
160  20  -2.66        0.54           156.40 
165  20  -5.08        0.31           154.69 
170  20  -8.57        0.14           153.39 
175  20  -14.55        0.04           152.63 
180  20  -57.77        0.00           172.72 
0  25  -57.77        0.00           7.28 
5  25  -14.66        0.03           152.35 
10  25  -8.62        0.14           153.26 
15  25  -5.12        0.31           154.61 
20  25  -2.69        0.54           156.34 
25  25  -0.88        0.82           158.34 
30  25  0.49        1.12           160.53 
35  25  1.51        1.42           162.90 
40  25  2.18        1.65           165.39 
45  25  2.53        1.79           167.99 
50  25  2.52        1.79           170.81 
55  25  2.14        1.64           173.93 
60  25  1.37        1.37           177.63 
65  25  0.18        1.04           177.76 
70  25  -1.39        0.73           171.61 
75  25  -3.21        0.48           163.43 
80  25  -4.92        0.32           153.43 
85  25  -6.09        0.25           144.27 
90  25  -6.48        0.22           140.48 
95  25  -6.08        0.25           144.29 
100  25  -4.91        0.32           153.45 
105  25  -3.19        0.48           163.44 
110  25  -1.38        0.73           171.61 
115  25  0.19        1.04           177.75 
