freq : 716.66 MHz
SWR : 5.76
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -47.99        0.00           0.55 
5  0  -14.38        0.04           150.81 
10  0  -8.45        0.14           149.09 
15  0  -5.20        0.30           145.79 
20  0  -3.09        0.49           141.04 
25  0  -1.61        0.69           134.88 
30  0  -0.51        0.89           127.36 
35  0  0.37        1.09           118.88 
40  0  1.11        1.29           110.15 
45  0  1.71        1.48           102.01 
50  0  2.10        1.62           95.38 
55  0  2.13        1.63           90.95 
60  0  1.67        1.47           89.44 
65  0  0.59        1.15           91.96 
70  0  -1.05        0.79           100.54 
75  0  -2.72        0.53           117.47 
80  0  -3.33        0.46           139.33 
85  0  -2.89        0.51           155.25 
90  0  -2.57        0.55           160.49 
95  0  -2.89        0.51           155.26 
100  0  -3.33        0.46           139.34 
105  0  -2.72        0.53           117.48 
110  0  -1.05        0.79           100.59 
115  0  0.59        1.15           92.05 
120  0  1.67        1.47           89.58 
125  0  2.13        1.63           91.14 
130  0  2.10        1.62           95.62 
135  0  1.73        1.49           102.30 
140  0  1.13        1.30           110.47 
145  0  0.40        1.10           119.22 
150  0  -0.46        0.90           127.72 
155  0  -1.55        0.70           135.24 
160  0  -3.01        0.50           141.43 
165  0  -5.09        0.31           146.24 
170  0  -8.30        0.15           149.69 
175  0  -14.06        0.04           151.95 
180  0  -47.99        0.00           179.45 
0  5  -47.99        0.00           0.55 
5  5  -14.38        0.04           150.81 
10  5  -8.45        0.14           149.09 
15  5  -5.20        0.30           145.79 
20  5  -3.09        0.49           141.04 
25  5  -1.61        0.69           134.88 
30  5  -0.51        0.89           127.36 
35  5  0.37        1.09           118.88 
40  5  1.11        1.29           110.15 
45  5  1.71        1.48           102.01 
50  5  2.10        1.62           95.38 
55  5  2.13        1.63           90.95 
60  5  1.67        1.47           89.44 
65  5  0.59        1.15           91.96 
70  5  -1.05        0.79           100.54 
75  5  -2.72        0.53           117.47 
80  5  -3.33        0.46           139.33 
85  5  -2.89        0.51           155.25 
90  5  -2.57        0.55           160.49 
