freq : 200.00 MHz
SWR : 1.91
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -74.87        0.00           -1.44 
5  0  -21.43        0.01           -15.54 
10  0  -15.40        0.03           -15.71 
15  0  -11.85        0.07           -15.98 
20  0  -9.31        0.12           -16.33 
25  0  -7.34        0.18           -16.74 
30  0  -5.72        0.27           -17.20 
35  0  -4.35        0.37           -17.68 
40  0  -3.18        0.48           -18.15 
45  0  -2.16        0.61           -18.61 
50  0  -1.28        0.74           -19.05 
55  0  -0.51        0.89           -19.47 
60  0  0.14        1.03           -19.86 
65  0  0.69        1.17           -20.20 
70  0  1.13        1.30           -20.47 
75  0  1.48        1.41           -20.69 
80  0  1.72        1.49           -20.84 
85  0  1.87        1.54           -20.95 
90  0  1.92        1.56           -20.99 
95  0  1.87        1.54           -20.95 
100  0  1.72        1.49           -20.85 
105  0  1.48        1.41           -20.69 
110  0  1.13        1.30           -20.48 
115  0  0.69        1.17           -20.20 
120  0  0.14        1.03           -19.86 
125  0  -0.51        0.89           -19.47 
130  0  -1.28        0.74           -19.06 
135  0  -2.16        0.61           -18.62 
140  0  -3.18        0.48           -18.16 
145  0  -4.35        0.37           -17.69 
150  0  -5.72        0.27           -17.21 
155  0  -7.34        0.18           -16.75 
160  0  -9.32        0.12           -16.34 
165  0  -11.86        0.07           -16.00 
170  0  -15.41        0.03           -15.74 
175  0  -21.46        0.01           -15.60 
180  0  -74.87        0.00           178.56 
0  5  -74.87        0.00           -1.44 
5  5  -21.43        0.01           -15.54 
10  5  -15.40        0.03           -15.71 
15  5  -11.85        0.07           -15.98 
20  5  -9.31        0.12           -16.33 
25  5  -7.34        0.18           -16.74 
30  5  -5.72        0.27           -17.20 
35  5  -4.35        0.37           -17.68 
40  5  -3.18        0.48           -18.15 
45  5  -2.16        0.61           -18.61 
50  5  -1.28        0.74           -19.05 
55  5  -0.51        0.89           -19.47 
60  5  0.14        1.03           -19.86 
65  5  0.69        1.17           -20.20 
70  5  1.13        1.30           -20.47 
75  5  1.48        1.41           -20.69 
80  5  1.72        1.49           -20.84 
85  5  1.87        1.54           -20.95 
90  5  1.92        1.56           -20.99 
95  5  1.87        1.54           -20.95 
100  5  1.72        1.49           -20.85 
105  5  1.48        1.41           -20.69 
110  5  1.13        1.30           -20.48 
115  5  0.69        1.17           -20.20 
120  5  0.14        1.03           -19.86 
125  5  -0.51        0.89           -19.47 
130  5  -1.28        0.74           -19.06 
135  5  -2.16        0.61           -18.62 
140  5  -3.18        0.48           -18.16 
145  5  -4.35        0.37           -17.69 
150  5  -5.72        0.27           -17.21 
155  5  -7.34        0.18           -16.75 
160  5  -9.32        0.12           -16.34 
165  5  -11.86        0.07           -16.00 
170  5  -15.41        0.03           -15.74 
175  5  -21.46        0.01           -15.60 
180  5  -74.87        0.00           178.56 
0  10  -74.87        0.00           -1.44 
5  10  -21.43        0.01           -15.54 
10  10  -15.40        0.03           -15.71 
15  10  -11.85        0.07           -15.98 
20  10  -9.31        0.12           -16.33 
25  10  -7.34        0.18           -16.74 
30  10  -5.72        0.27           -17.20 
35  10  -4.35        0.37           -17.68 
40  10  -3.18        0.48           -18.15 
45  10  -2.16        0.61           -18.61 
50  10  -1.28        0.74           -19.05 
55  10  -0.51        0.89           -19.47 
60  10  0.14        1.03           -19.86 
65  10  0.69        1.17           -20.20 
70  10  1.13        1.30           -20.47 
75  10  1.48        1.41           -20.69 
80  10  1.72        1.49           -20.84 
85  10  1.87        1.54           -20.95 
90  10  1.92        1.56           -20.99 
95  10  1.87        1.54           -20.95 
100  10  1.72        1.49           -20.85 
105  10  1.48        1.41           -20.69 
110  10  1.13        1.30           -20.48 
115  10  0.69        1.17           -20.20 
120  10  0.14        1.03           -19.86 
125  10  -0.51        0.89           -19.47 
130  10  -1.28        0.74           -19.06 
135  10  -2.16        0.61           -18.62 
140  10  -3.18        0.48           -18.16 
145  10  -4.35        0.37           -17.69 
150  10  -5.72        0.27           -17.21 
155  10  -7.34        0.18           -16.75 
160  10  -9.32        0.12           -16.34 
165  10  -11.86        0.07           -16.00 
170  10  -15.41        0.03           -15.74 
175  10  -21.46        0.01           -15.60 
180  10  -74.87        0.00           178.56 
0  15  -74.87        0.00           -1.44 
5  15  -21.43        0.01           -15.54 
10  15  -15.40        0.03           -15.71 
15  15  -11.85        0.07           -15.98 
