freq : 133.33 MHz
SWR : 2.81
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -82.43        0.00           -1.19 
5  0  -20.50        0.01           21.90 
10  0  -14.50        0.04           21.86 
15  0  -11.00        0.08           21.80 
20  0  -8.54        0.14           21.70 
25  0  -6.65        0.22           21.59 
30  0  -5.14        0.31           21.47 
35  0  -3.89        0.41           21.33 
40  0  -2.83        0.52           21.20 
45  0  -1.94        0.64           21.08 
50  0  -1.18        0.76           20.97 
55  0  -0.54        0.88           20.87 
60  0  0.01        1.00           20.78 
65  0  0.46        1.11           20.71 
70  0  0.82        1.21           20.64 
75  0  1.10        1.29           20.58 
80  0  1.29        1.35           20.54 
85  0  1.41        1.38           20.51 
90  0  1.44        1.39           20.50 
95  0  1.41        1.38           20.51 
100  0  1.29        1.35           20.54 
105  0  1.10        1.29           20.59 
110  0  0.82        1.21           20.64 
115  0  0.46        1.11           20.71 
120  0  0.01        1.00           20.79 
125  0  -0.54        0.88           20.87 
130  0  -1.18        0.76           20.97 
135  0  -1.94        0.64           21.08 
140  0  -2.83        0.52           21.21 
145  0  -3.89        0.41           21.34 
150  0  -5.14        0.31           21.47 
155  0  -6.66        0.22           21.60 
160  0  -8.54        0.14           21.71 
165  0  -11.00        0.08           21.81 
170  0  -14.50        0.04           21.88 
175  0  -20.51        0.01           21.93 
180  0  -82.43        0.00           178.81 
0  5  -82.43        0.00           -1.19 
5  5  -20.50        0.01           21.90 
10  5  -14.50        0.04           21.86 
15  5  -11.00        0.08           21.80 
20  5  -8.54        0.14           21.70 
25  5  -6.65        0.22           21.59 
30  5  -5.14        0.31           21.47 
35  5  -3.89        0.41           21.33 
40  5  -2.83        0.52           21.20 
45  5  -1.94        0.64           21.08 
50  5  -1.18        0.76           20.97 
55  5  -0.54        0.88           20.87 
60  5  0.01        1.00           20.78 
65  5  0.46        1.11           20.71 
70  5  0.82        1.21           20.64 
75  5  1.10        1.29           20.58 
80  5  1.29        1.35           20.54 
85  5  1.41        1.38           20.51 
90  5  1.44        1.39           20.50 
95  5  1.41        1.38           20.51 
100  5  1.29        1.35           20.54 
105  5  1.10        1.29           20.59 
110  5  0.82        1.21           20.64 
115  5  0.46        1.11           20.71 
120  5  0.01        1.00           20.79 
125  5  -0.54        0.88           20.87 
130  5  -1.18        0.76           20.97 
135  5  -1.94        0.64           21.08 
140  5  -2.83        0.52           21.21 
145  5  -3.89        0.41           21.34 
150  5  -5.14        0.31           21.47 
155  5  -6.66        0.22           21.60 
160  5  -8.54        0.14           21.71 
165  5  -11.00        0.08           21.81 
170  5  -14.50        0.04           21.88 
175  5  -20.51        0.01           21.93 
180  5  -82.43        0.00           178.81 
0  10  -82.43        0.00           -1.19 
5  10  -20.50        0.01           21.90 
10  10  -14.50        0.04           21.86 
15  10  -11.00        0.08           21.80 
20  10  -8.54        0.14           21.70 
25  10  -6.65        0.22           21.59 
30  10  -5.14        0.31           21.47 
35  10  -3.89        0.41           21.33 
40  10  -2.83        0.52           21.20 
45  10  -1.94        0.64           21.08 
50  10  -1.18        0.76           20.97 
55  10  -0.54        0.88           20.87 
60  10  0.01        1.00           20.78 
65  10  0.46        1.11           20.71 
70  10  0.82        1.21           20.64 
75  10  1.10        1.29           20.58 
80  10  1.29        1.35           20.54 
85  10  1.41        1.38           20.51 
90  10  1.44        1.39           20.50 
95  10  1.41        1.38           20.51 
100  10  1.29        1.35           20.54 
105  10  1.10        1.29           20.59 
110  10  0.82        1.21           20.64 
115  10  0.46        1.11           20.71 
120  10  0.01        1.00           20.79 
125  10  -0.54        0.88           20.87 
130  10  -1.18        0.76           20.97 
135  10  -1.94        0.64           21.08 
140  10  -2.83        0.52           21.21 
145  10  -3.89        0.41           21.34 
150  10  -5.14        0.31           21.47 
155  10  -6.66        0.22           21.60 
160  10  -8.54        0.14           21.71 
165  10  -11.00        0.08           21.81 
170  10  -14.50        0.04           21.88 
175  10  -20.51        0.01           21.93 
180  10  -82.43        0.00           178.81 
0  15  -82.43        0.00           -1.19 
5  15  -20.50        0.01           21.90 
10  15  -14.50        0.04           21.86 
15  15  -11.00        0.08           21.80 
20  15  -8.54        0.14           21.70 
25  15  -6.65        0.22           21.59 
30  15  -5.14        0.31           21.47 
35  15  -3.89        0.41           21.33 
40  15  -2.83        0.52           21.20 
45  15  -1.94        0.64           21.08 
50  15  -1.18        0.76           20.97 
55  15  -0.54        0.88           20.87 
60  15  0.01        1.00           20.78 
65  15  0.46        1.11           20.71 
70  15  0.82        1.21           20.64 
75  15  1.10        1.29           20.58 
80  15  1.29        1.35           20.54 
85  15  1.41        1.38           20.51 
90  15  1.44        1.39           20.50 
95  15  1.41        1.38           20.51 
100  15  1.29        1.35           20.54 
105  15  1.10        1.29           20.59 
110  15  0.82        1.21           20.64 
115  15  0.46        1.11           20.71 
120  15  0.01        1.00           20.79 
125  15  -0.54        0.88           20.87 
130  15  -1.18        0.76           20.97 
135  15  -1.94        0.64           21.08 
140  15  -2.83        0.52           21.21 
145  15  -3.89        0.41           21.34 
150  15  -5.14        0.31           21.47 
155  15  -6.66        0.22           21.60 
160  15  -8.54        0.14           21.71 
165  15  -11.00        0.08           21.81 
170  15  -14.50        0.04           21.88 
175  15  -20.51        0.01           21.93 
180  15  -82.43        0.00           178.81 
0  20  -82.43        0.00           -1.19 
5  20  -20.50        0.01           21.90 
10  20  -14.50        0.04           21.86 
15  20  -11.00        0.08           21.80 
20  20  -8.54        0.14           21.70 
25  20  -6.65        0.22           21.59 
30  20  -5.14        0.31           21.47 
35  20  -3.89        0.41           21.33 
40  20  -2.83        0.52           21.20 
45  20  -1.94        0.64           21.08 
50  20  -1.18        0.76           20.97 
55  20  -0.54        0.88           20.87 
60  20  0.01        1.00           20.78 
65  20  0.46        1.11           20.71 
70  20  0.82        1.21           20.64 
75  20  1.10        1.29           20.58 
80  20  1.29        1.35           20.54 
85  20  1.41        1.38           20.51 
90  20  1.44        1.39           20.50 
95  20  1.41        1.38           20.51 
100  20  1.29        1.35           20.54 
105  20  1.10        1.29           20.59 
110  20  0.82        1.21           20.64 
115  20  0.46        1.11           20.71 
120  20  0.01        1.00           20.79 
125  20  -0.54        0.88           20.87 
130  20  -1.18        0.76           20.97 
135  20  -1.94        0.64           21.08 
140  20  -2.83        0.52           21.21 
145  20  -3.89        0.41           21.34 
150  20  -5.14        0.31           21.47 
155  20  -6.66        0.22           21.60 
160  20  -8.54        0.14           21.71 
165  20  -11.00        0.08           21.81 
170  20  -14.50        0.04           21.88 
175  20  -20.51        0.01           21.93 
180  20  -82.43        0.00           178.81 
0  25  -82.43        0.00           -1.19 
5  25  -20.50        0.01           21.90 
10  25  -14.50        0.04           21.86 
15  25  -11.00        0.08           21.80 
20  25  -8.54        0.14           21.70 
25  25  -6.65        0.22           21.59 
30  25  -5.14        0.31           21.47 
35  25  -3.89        0.41           21.33 
40  25  -2.83        0.52           21.20 
45  25  -1.94        0.64           21.08 
50  25  -1.18        0.76           20.97 
55  25  -0.54        0.88           20.87 
60  25  0.01        1.00           20.78 
65  25  0.46        1.11           20.71 
70  25  0.82        1.21           20.64 
75  25  1.10        1.29           20.58 
80  25  1.29        1.35           20.54 
85  25  1.41        1.38           20.51 
90  25  1.44        1.39           20.50 
95  25  1.41        1.38           20.51 
100  25  1.29        1.35           20.54 
105  25  1.10        1.29           20.59 
110  25  0.82        1.21           20.64 
115  25  0.46        1.11           20.71 
120  25  0.01        1.00           20.79 
125  25  -0.54        0.88           20.87 
130  25  -1.18        0.76           20.97 
135  25  -1.94        0.64           21.08 
140  25  -2.83        0.52           21.21 
145  25  -3.89        0.41           21.34 
150  25  -5.14        0.31           21.47 
155  25  -6.66        0.22           21.60 
160  25  -8.54        0.14           21.71 
165  25  -11.00        0.08           21.81 
170  25  -14.50        0.04           21.88 
175  25  -20.51        0.01           21.93 
180  25  -82.43        0.00           178.81 
0  30  -82.43        0.00           -1.19 
5  30  -20.50        0.01           21.90 
10  30  -14.50        0.04           21.86 
15  30  -11.00        0.08           21.80 
20  30  -8.54        0.14           21.70 
25  30  -6.65        0.22           21.59 
30  30  -5.14        0.31           21.47 
35  30  -3.89        0.41           21.33 
40  30  -2.83        0.52           21.20 
45  30  -1.94        0.64           21.08 
50  30  -1.18        0.76           20.97 
55  30  -0.54        0.88           20.87 
60  30  0.01        1.00           20.78 
65  30  0.46        1.11           20.71 
70  30  0.82        1.21           20.64 
75  30  1.10        1.29           20.58 
80  30  1.29        1.35           20.54 
85  30  1.41        1.38           20.51 
90  30  1.44        1.39           20.50 
95  30  1.41        1.38           20.51 
100  30  1.29        1.35           20.54 
105  30  1.10        1.29           20.59 
110  30  0.82        1.21           20.64 
115  30  0.46        1.11           20.71 
120  30  0.01        1.00           20.79 
125  30  -0.54        0.88           20.87 
130  30  -1.18        0.76           20.97 
135  30  -1.94        0.64           21.08 
140  30  -2.83        0.52           21.21 
145  30  -3.89        0.41           21.34 
150  30  -5.14        0.31           21.47 
155  30  -6.66        0.22           21.60 
160  30  -8.54        0.14           21.71 
165  30  -11.00        0.08           21.81 
170  30  -14.50        0.04           21.88 
175  30  -20.51        0.01           21.93 
180  30  -82.43        0.00           178.81 
0  35  -82.43        0.00           -1.19 
