freq : 1066.66 MHz
SWR : 11.13
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
0  0  -46.05        0.00           5.26 
5  0  -10.94        0.08           2.42 
10  0  -5.28        0.30           -0.86 
15  0  -2.26        0.59           -5.72 
20  0  -0.44        0.90           -11.86 
25  0  0.83        1.21           -21.59 
30  0  1.65        1.46           -31.48 
35  0  2.34        1.71           -42.53 
40  0  2.55        1.80           -50.91 
45  0  2.03        1.60           -55.43 
50  0  0.47        1.11           -53.62 
55  0  -2.24        0.60           -38.66 
60  0  -3.63        0.43           -3.74 
65  0  -1.32        0.74           25.88 
70  0  -1.69        0.68           22.61 
75  0  -1.30        0.74           12.52 
80  0  -1.57        0.70           -11.28 
85  0  -0.69        0.85           -33.75 
90  0  -0.07        0.98           -41.52 
95  0  -0.71        0.85           -33.72 
100  0  -1.59        0.69           -11.18 
105  0  -1.32        0.74           12.67 
110  0  -1.72        0.67           22.76 
115  0  -1.36        0.73           26.01 
120  0  -3.70        0.43           -3.85 
125  0  -2.29        0.59           -39.02 
130  0  0.44        1.11           -53.96 
135  0  2.01        1.59           -55.73 
140  0  2.52        1.79           -51.19 
145  0  2.30        1.70           -42.79 
150  0  1.60        1.45           -31.71 
155  0  0.77        1.19           -21.78 
160  0  -0.52        0.89           -12.00 
165  0  -2.37        0.58           -5.84 
170  0  -5.44        0.29           -0.96 
175  0  -11.24        0.08           2.32 
180  0  -46.05        0.00           174.74 
0  5  -46.05        0.00           5.26 
5  5  -10.94        0.08           2.42 
10  5  -5.28        0.30           -0.86 
15  5  -2.26        0.59           -5.72 
20  5  -0.44        0.90           -11.86 
25  5  0.83        1.21           -21.59 
30  5  1.65        1.46           -31.48 
35  5  2.34        1.71           -42.53 
40  5  2.55        1.80           -50.91 
45  5  2.03        1.60           -55.43 
50  5  0.47        1.11           -53.62 
55  5  -2.24        0.60           -38.66 
60  5  -3.63        0.43           -3.74 
65  5  -1.32        0.74           25.88 
70  5  -1.69        0.68           22.61 
75  5  -1.30        0.74           12.52 
80  5  -1.57        0.70           -11.28 
85  5  -0.69        0.85           -33.75 
90  5  -0.07        0.98           -41.52 
95  5  -0.71        0.85           -33.72 
100  5  -1.59        0.69           -11.18 
105  5  -1.32        0.74           12.67 
110  5  -1.72        0.67           22.76 
115  5  -1.36        0.73           26.01 
120  5  -3.70        0.43           -3.85 
125  5  -2.29        0.59           -39.02 
130  5  0.44        1.11           -53.96 
135  5  2.01        1.59           -55.73 
140  5  2.52        1.79           -51.19 
145  5  2.30        1.70           -42.79 
150  5  1.60        1.45           -31.71 
155  5  0.77        1.19           -21.78 
160  5  -0.52        0.89           -12.00 
165  5  -2.37        0.58           -5.84 
170  5  -5.44        0.29           -0.96 
175  5  -11.24        0.08           2.32 
180  5  -46.05        0.00           174.74 
0  10  -46.05        0.00           5.26 
5  10  -10.94        0.08           2.42 
10  10  -5.28        0.30           -0.86 
15  10  -2.26        0.59           -5.72 
20  10  -0.44        0.90           -11.86 
25  10  0.83        1.21           -21.59 
30  10  1.65        1.46           -31.48 
35  10  2.34        1.71           -42.53 
40  10  2.55        1.80           -50.91 
45  10  2.03        1.60           -55.43 
50  10  0.47        1.11           -53.62 
55  10  -2.24        0.60           -38.66 
60  10  -3.63        0.43           -3.74 
65  10  -1.32        0.74           25.88 
70  10  -1.69        0.68           22.61 
75  10  -1.30        0.74           12.52 
80  10  -1.57        0.70           -11.28 
85  10  -0.69        0.85           -33.75 
90  10  -0.07        0.98           -41.52 
95  10  -0.71        0.85           -33.72 
100  10  -1.59        0.69           -11.18 
105  10  -1.32        0.74           12.67 
110  10  -1.72        0.67           22.76 
115  10  -1.36        0.73           26.01 
120  10  -3.70        0.43           -3.85 
125  10  -2.29        0.59           -39.02 
130  10  0.44        1.11           -53.96 
135  10  2.01        1.59           -55.73 
140  10  2.52        1.79           -51.19 
145  10  2.30        1.70           -42.79 
150  10  1.60        1.45           -31.71 
155  10  0.77        1.19           -21.78 
160  10  -0.52        0.89           -12.00 
165  10  -2.37        0.58           -5.84 
170  10  -5.44        0.29           -0.96 
175  10  -11.24        0.08           2.32 
180  10  -46.05        0.00           174.74 
0  15  -46.05        0.00           5.26 
5  15  -10.94        0.08           2.42 
10  15  -5.28        0.30           -0.86 
15  15  -2.26        0.59           -5.72 
20  15  -0.44        0.90           -11.86 
25  15  0.83        1.21           -21.59 
30  15  1.65        1.46           -31.48 
35  15  2.34        1.71           -42.53 
40  15  2.55        1.80           -50.91 
45  15  2.03        1.60           -55.43 
50  15  0.47        1.11           -53.62 
55  15  -2.24        0.60           -38.66 
60  15  -3.63        0.43           -3.74 
65  15  -1.32        0.74           25.88 
70  15  -1.69        0.68           22.61 
75  15  -1.30        0.74           12.52 
80  15  -1.57        0.70           -11.28 
85  15  -0.69        0.85           -33.75 
90  15  -0.07        0.98           -41.52 
95  15  -0.71        0.85           -33.72 
100  15  -1.59        0.69           -11.18 
105  15  -1.32        0.74           12.67 
110  15  -1.72        0.67           22.76 
115  15  -1.36        0.73           26.01 
120  15  -3.70        0.43           -3.85 
125  15  -2.29        0.59           -39.02 
130  15  0.44        1.11           -53.96 
135  15  2.01        1.59           -55.73 
140  15  2.52        1.79           -51.19 
145  15  2.30        1.70           -42.79 
150  15  1.60        1.45           -31.71 
155  15  0.77        1.19           -21.78 
160  15  -0.52        0.89           -12.00 
165  15  -2.37        0.58           -5.84 
170  15  -5.44        0.29           -0.96 
175  15  -11.24        0.08           2.32 
180  15  -46.05        0.00           174.74 
0  20  -46.05        0.00           5.26 
5  20  -10.94        0.08           2.42 
10  20  -5.28        0.30           -0.86 
15  20  -2.26        0.59           -5.72 
